person,name_x,party_x,VoteAlong113thRatio,VoteAlong114thRatio,VoteAlong115thRatio,VoteAlong116thRatio,party_short,Last_name,Suffix,LastName,ID_NameParty,Pure_name,FirstName,first,last,party_y,donations2012,donations2014,donations2016,donations2018,pageid,wikidataid,wikititle,name_y,sex,ethnicity,religion,birth,death,birthplace,deathplace,Number_Sessions_Served,Session_113,Session_114,Session_115,Session_116
400075,"Rep. James “Jim” Clyburn [D, 1993-2022]",Democrat,0.5,0.6666666666666666,0.6,1.0,D, James “Jim” Clyburn ,Clyburn,Clyburn,JamesClyburnD, James “Jim” Clyburn ,James,James,Clyburn,D,0.0,2000.0,2000.0,1000.0,784733.0,Q1289889,Jim_Clyburn,James E. Clyburn,male,black,protestantism methodist,1940-07-21,,"33.92056,-80.34472",,4.0,True,True,True,True
400080,"Rep. John Conyers Jr. [D, 2013-2017]",Democrat,0.0,0.3333333333333333,,,D, John Conyers  ,Conyers,Conyers,JohnConyersD, John Conyers  ,John,,,,,,,,,,,,,,,,,,,,,,,
400081,"Rep. Jim Cooper [D, 2003-2022]",Democrat,0.25,1.0,0.8,1.0,D, Jim Cooper ,Cooper,Cooper,JimCooperD, Jim Cooper ,Jim,Jim,Cooper,D,,,,,960988.0,Q973737,Jim_Cooper,Jim Cooper,male,white,anglicanism,1954-06-19,,"36.165,-86.78389",,4.0,True,True,True,True
400087,"Rep. Joseph “Joe” Crowley [D, 2013-2018]",Democrat,0.5,0.3333333333333333,0.4,,D, Joseph “Joe” Crowley ,Crowley,Crowley,JosephCrowleyD, Joseph “Joe” Crowley ,Joseph,,,,,,,,,,,,,,,,,,,,,,,
400090,"Rep. Elijah Cummings [D, 1996-2019]",Democrat,0.25,0.3333333333333333,0.4,,D, Elijah Cummings ,Cummings,Cummings,ElijahCummingsD, Elijah Cummings ,Elijah,Elijah,Cummings,D,0.0,0.0,0.0,3700.0,414574.0,Q934898,Elijah_Cummings,Elijah Cummings,male,black,protestantism baptist,1951-01-18,,"39.28639,-76.615",,4.0,True,True,True,True
400093,"Rep. Danny Davis [D, 1997-2022]",Democrat,0.0,0.0,0.2,1.0,D, Danny Davis ,Davis,Davis,DannyDavisD, Danny Davis ,Danny,Danny,Davis,D,,,,,412062.0,Q1164657,Danny_K._Davis,Danny K. Davis,male,black,protestantism baptist,1941-09-06,,"33.12167,-91.5475",,4.0,True,True,True,True
400097,"Rep. Susan Davis [D, 2003-2020]",Democrat,0.5,0.3333333333333333,0.8,1.0,D, Susan Davis ,Davis,Davis,SusanDavisD, Susan Davis ,Susan,Susan,Davis,D,,,,,409734.0,Q460675,Susan_Davis_(politician),Susan Davis,female,white,judaism,1944-04-13,,"42.375,-71.10611",,4.0,True,True,True,True
400100,"Rep. Peter DeFazio [D, 1987-2022]",Democrat,0.0,0.3333333333333333,0.8,1.0,D, Peter DeFazio ,DeFazio,DeFazio,PeterDeFazioD, Peter DeFazio ,Peter,Peter,DeFazio,D,,,,,699474.0,Q1758507,Peter_DeFazio,Peter A. DeFazio,male,white,catholicism,1947-05-27,,"42.28333,-71.23333",,4.0,True,True,True,True
400101,"Rep. Diana DeGette [D, 1997-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Diana DeGette ,DeGette,DeGette,DianaDeGetteD, Diana DeGette ,Diana,Diana,DeGette,D,0.0,1000.0,0.0,0.0,410119.0,Q437159,Diana_DeGette,Diana DeGette,female,white,protestantism reformed,1957-07-29,,"35.69389,139.41944",,4.0,True,True,True,True
400103,"Rep. Rosa DeLauro [D, 1991-2022]",Democrat,0.0,0.3333333333333333,0.8,1.0,D, Rosa DeLauro ,DeLauro,DeLauro,RosaDeLauroD, Rosa DeLauro ,Rosa,Rosa,DeLauro,D,0.0,0.0,0.0,80.0,410173.0,Q434952,Rosa_DeLauro,Rosa L. DeLauro,female,white,catholicism,1943-03-02,,"41.30833,-72.925",,4.0,True,True,True,True
400110,"Rep. John Dingell [D, 2013-2014]",Democrat,0.25,,,,D, John Dingell ,Dingell,Dingell,JohnDingellD, John Dingell ,John,,,,,,,,,,,,,,,,,,,,,,,
400111,"Rep. Lloyd Doggett [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.4,1.0,D, Lloyd Doggett ,Doggett,Doggett,LloydDoggettD, Lloyd Doggett ,Lloyd,Lloyd,Doggett,D,250.0,0.0,0.0,0.0,833550.0,Q363817,Lloyd_Doggett,Lloyd Doggett,male,white,protestantism methodist,1946-10-06,,"30.3,-97.73333",,4.0,True,True,True,True
400114,"Rep. Michael Doyle [D, 2003-2018]",Democrat,0.5,0.3333333333333333,0.8,,D, Michael Doyle ,Doyle,Doyle,MichaelDoyleD, Michael Doyle ,Michael,Michael,Doyle,D,,,,,962284.0,Q1344200,Michael_F._Doyle,Michael F. Doyle,male,white,catholicism,1953-08-05,,"40.42222,-79.88611",,4.0,True,True,True,True
400122,"Rep. Eliot Engel [D, 2013-2020]",Democrat,0.25,0.3333333333333333,0.4,1.0,D, Eliot Engel ,Engel,Engel,EliotEngelD, Eliot Engel ,Eliot,Eliot,Engel,D,,,,,963053.0,Q1329618,Eliot_Engel,Eliot L. Engel,male,white,judaism,1947-02-18,,"40.67,-73.94",,4.0,True,True,True,True
400124,"Rep. Anna Eshoo [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.8,1.0,D, Anna Eshoo ,Eshoo,Eshoo,AnnaEshooD, Anna Eshoo ,Anna,Anna,Eshoo,D,,,,,408815.0,Q291193,Anna_Eshoo,Anna G. Eshoo,female,white,catholicism,1942-12-13,,"41.675,-72.78722",,4.0,True,True,True,True
400129,"Rep. Sam Farr [D, 2013-2016]",Democrat,0.5,0.3333333333333333,,,D, Sam Farr ,Farr,Farr,SamFarrD, Sam Farr ,Sam,,,,,,,,,,,,,,,,,,,,,,,
400130,"Rep. Chaka Fattah [D, 1995-2016]",Democrat,0.5,0.6666666666666666,,,D, Chaka Fattah ,Fattah,Fattah,ChakaFattahD, Chaka Fattah ,Chaka,,,,,,,,,,,,,,,,,,,,,,,
400160,"Rep. Gene Green [D, 1993-2018]",Democrat,0.5,0.6666666666666666,0.8,,D, Gene Green ,Green,Green,GeneGreenD, Gene Green ,Gene,,,,,,,,,,,,,,,,,,,,,,,
400162,"Rep. Raúl Grijalva [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.4,1.0,D, Raúl Grijalva ,Grijalva,Grijalva,RaúlGrijalvaD, Raúl Grijalva ,Raúl,Raúl,Grijalva,D,,,,,408529.0,Q946606,Raúl_Grijalva,Raúl M. Grijalva,male,hispanic,catholicism,1948-02-19,,"32.22167,-110.92639",,4.0,True,True,True,True
400163,"Rep. Luis Gutiérrez [D, 1993-2018]",Democrat,0.0,0.3333333333333333,0.4,,D, Luis Gutiérrez ,Gutiérrez,Gutiérrez,LuisGutiérrezD, Luis Gutiérrez ,Luis,,,,,,,,,,,,,,,,,,,,,,,
400170,"Rep. Alcee Hastings [D, 2013-2022]",Democrat,0.0,0.6666666666666666,0.8,1.0,D, Alcee Hastings ,Hastings,Hastings,AlceeHastingsD, Alcee Hastings ,Alcee,Alcee,Hastings,D,,,,,411264.0,Q1758631,Alcee_Hastings,Alcee L. Hastings,male,black,protestantism methodist,1936-09-05,,"28.66139,-81.39194",,4.0,True,True,True,True
400179,"Rep. Rubén Hinojosa [D, 1997-2016]",Democrat,0.25,0.6666666666666666,,,D, Rubén Hinojosa ,Hinojosa,Hinojosa,RubénHinojosaD, Rubén Hinojosa ,Rubén,,,,,,,,,,,,,,,,,,,,,,,
400184,"Rep. Rush Holt [D, 1999-2014]",Democrat,0.0,,,,D, Rush Holt ,Holt,Holt,RushHoltD, Rush Holt ,Rush,,,,,,,,,,,,,,,,,,,,,,,
400185,"Rep. Michael “Mike” Honda [D, 2013-2016]",Democrat,0.25,0.3333333333333333,,,D, Michael “Mike” Honda ,Honda,Honda,MichaelHondaD, Michael “Mike” Honda ,Michael,,,,,,,,,,,,,,,,,,,,,,,
400189,"Rep. Steny Hoyer [D, 1981-2022]",Democrat,0.5,0.6666666666666666,0.6,1.0,D, Steny Hoyer ,Hoyer,Hoyer,StenyHoyerD, Steny Hoyer ,Steny,Steny,Hoyer,D,4675.0,0.0,0.0,2000.0,414552.0,Q516515,Steny_Hoyer,Steny H. Hoyer,male,white,protestantism baptist,1939-06-14,,"40.67,-73.94",,4.0,True,True,True,True
400195,"Rep. Steve Israel [D, 2013-2016]",Democrat,0.25,0.3333333333333333,,,D, Steve Israel ,Israel,Israel,SteveIsraelD, Steve Israel ,Steve,,,,,,,,,,,,,,,,,,,,,,,
400199,"Rep. Sheila Jackson Lee [D, 1995-2022]",Democrat,0.25,0.3333333333333333,0.6,1.0,D, Sheila Jackson Lee ,Lee,Lee,SheilaLeeD, Sheila Jackson Lee ,Sheila,,,,,,,,,,,,,,,,,,,,,,,
400204,"Rep. Eddie Johnson [D, 1993-2022]",Democrat,0.25,0.3333333333333333,0.8,0.5,D, Eddie Johnson ,Johnson,Johnson,EddieJohnsonD, Eddie Johnson ,Eddie,Eddie,Johnson,D,,,,,961356.0,Q461526,Eddie_Bernice_Johnson,Eddie Bernice Johnson,female,black,protestantism baptist,1935-12-03,,"31.55139,-97.15583",,4.0,True,True,True,True
400211,"Rep. Marcy Kaptur [D, 1983-2022]",Democrat,0.5,0.3333333333333333,0.8,1.0,D, Marcy Kaptur ,Kaptur,Kaptur,MarcyKapturD, Marcy Kaptur ,Marcy,Marcy,Kaptur,D,,,,,766958.0,Q436537,Marcy_Kaptur,Marcy Kaptur,female,white,catholicism,1946-06-17,,"41.66667,-83.58333",,4.0,True,True,True,True
400218,"Rep. Ron Kind [D, 1997-2022]",Democrat,0.5,0.3333333333333333,0.2,1.0,D, Ron Kind ,Kind,Kind,RonKindD, Ron Kind ,Ron,Ron,Kind,D,0.0,0.0,1000.0,0.0,409010.0,Q505222,Ron_Kind,Ron Kind,male,white,protestantism lutheran,1963-03-16,,"43.81333,-91.23306",,4.0,True,True,True,True
400230,"Rep. James “Jim” Langevin [D, 2001-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0,D, James “Jim” Langevin ,Langevin,Langevin,JamesLangevinD, James “Jim” Langevin ,James,James,Langevin,D,,,,,597070.0,Q1397290,James_Langevin,James Langevin,male,white,catholicism,1964-04-22,,"41.83083,-71.415",,4.0,True,True,True,True
400232,"Rep. Rick Larsen [D, 2001-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0,D, Rick Larsen ,Larsen,Larsen,RickLarsenD, Rick Larsen ,Rick,Rick,Larsen,D,,,,,412678.0,Q503529,Rick_Larsen,Rick Larsen,male,white,protestantism methodist,1965-06-15,,"48.1811,-122.139",,4.0,True,True,True,True
400233,"Rep. John Larson [D, 1999-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0,D, John Larson ,Larson,Larson,JohnLarsonD, John Larson ,John,John,Larson,D,2000.0,2000.0,3300.0,0.0,410165.0,Q357832,John_B._Larson,John Larson,male,white,catholicism,1948-07-22,,"41.76333,-72.685",,4.0,True,True,True,True
400237,"Rep. Barbara Lee [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Barbara Lee ,Lee,Lee,BarbaraLeeD, Barbara Lee ,Barbara,Barbara,Lee,D,0.0,0.0,0.0,1177.0,408652.0,Q289317,Barbara_Lee,Barbara Lee,female,white,protestantism baptist,1946-07-16,,"31.79028,-106.42333",,4.0,True,True,True,True
400238,"Rep. Sander Levin [D, 2013-2018]",Democrat,0.25,0.3333333333333333,0.8,,D, Sander Levin ,Levin,Levin,SanderLevinD, Sander Levin ,Sander,,,,,,,,,,,,,,,,,,,,,,,
400240,"Rep. John Lewis [D, 1987-2020]",Democrat,0.0,0.3333333333333333,0.6,0.5,D, John Lewis ,Lewis,Lewis,JohnLewisD, John Lewis ,John,John,Lewis,D,0.0,0.0,0.0,3061.0,411737.0,Q45380,John_Lewis_(civil_rights_leader),John Lewis,male,black,protestantism baptist,1940-02-21,,"31.80196,-85.96732",,4.0,True,True,True,True
400245,"Rep. Zoe Lofgren [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.4,0.5,D, Zoe Lofgren ,Lofgren,Lofgren,ZoeLofgrenD, Zoe Lofgren ,Zoe,Zoe,Lofgren,D,,,,,408829.0,Q218217,Zoe_Lofgren,Zoe Lofgren,female,white,protestantism lutheran,1947-12-21,,"37.55417,-122.31306",,4.0,True,True,True,True
400246,"Rep. Nita Lowey [D, 2013-2020]",Democrat,0.5,0.3333333333333333,0.8,1.0,D, Nita Lowey ,Lowey,Lowey,NitaLoweyD, Nita Lowey ,Nita,Nita,Lowey,D,,,,,963528.0,Q460652,Nita_Lowey,Nita M. Lowey,female,white,judaism,1937-07-05,,"40.67,-73.94",,4.0,True,True,True,True
400249,"Rep. Stephen Lynch [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0,D, Stephen Lynch ,Lynch,Lynch,StephenLynchD, Stephen Lynch ,Stephen,Stephen,Lynch,D,,,,,440836.0,Q2344921,Stephen_F._Lynch,Stephen Lynch,male,white,catholicism,1955-03-31,,"42.35778,-71.06167",,4.0,True,True,True,True
400251,"Rep. Carolyn Maloney [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.6,1.0,D, Carolyn Maloney ,Maloney,Maloney,CarolynMaloneyD, Carolyn Maloney ,Carolyn,Carolyn,Maloney,D,,,,,964291.0,Q455833,Carolyn_Maloney,Carolyn B. Maloney,female,white,protestantism reformed,1946-02-19,,"36.08,-79.81944",,4.0,True,True,True,True
400255,"Rep. Jim Matheson [D, 2013-2014]",Democrat,0.5,,,,D, Jim Matheson ,Matheson,Matheson,JimMathesonD, Jim Matheson ,Jim,,,,,,,,,,,,,,,,,,,,,,,
400257,"Rep. Carolyn McCarthy [D, 1997-2014]",Democrat,0.5,,,,D, Carolyn McCarthy ,McCarthy,McCarthy,CarolynMcCarthyD, Carolyn McCarthy ,Carolyn,,,,,,,,,,,,,,,,,,,,,,,
400259,"Rep. Betty McCollum [D, 2001-2022]",Democrat,0.0,0.3333333333333333,0.8,1.0,D, Betty McCollum ,McCollum,McCollum,BettyMcCollumD, Betty McCollum ,Betty,Betty,McCollum,D,,,,,404905.0,Q434893,Betty_McCollum,Betty McCollum,female,white,catholicism,1954-07-12,,"44.9733,-93.2643",,4.0,True,True,True,True
400262,"Rep. Jim McDermott [D, 1989-2016]",Democrat,0.0,0.3333333333333333,,,D, Jim McDermott ,McDermott,McDermott,JimMcDermottD, Jim McDermott ,Jim,,,,,,,,,,,,,,,,,,,,,,,
400263,"Rep. James “Jim” McGovern [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, James “Jim” McGovern ,McGovern,McGovern,JamesMcGovernD, James “Jim” McGovern ,James,,,,,,,,,,,,,,,,,,,,,,,
400266,"Rep. Mike McIntyre [D, 1997-2014]",Democrat,0.5,,,,D, Mike McIntyre ,McIntyre,McIntyre,MikeMcIntyreD, Mike McIntyre ,Mike,,,,,,,,,,,,,,,,,,,,,,,
400271,"Rep. Gregory Meeks [D, 2013-2022]",Democrat,0.5,0.6666666666666666,1.0,1.0,D, Gregory Meeks ,Meeks,Meeks,GregoryMeeksD, Gregory Meeks ,Gregory,Gregory,Meeks,D,0.0,0.0,1000.0,0.0,30876298.0,Q1545391,Gregory_Meeks,Gregory W. Meeks,male,black,protestantism methodist,1953-09-25,,"40.79796,-73.94005",,4.0,True,True,True,True
400274,"Rep. Michael Michaud [D, 2003-2014]",Democrat,0.25,,,,D, Michael Michaud ,Michaud,Michaud,MichaelMichaudD, Michael Michaud ,Michael,,,,,,,,,,,,,,,,,,,,,,,
400278,"Rep. George Miller [D, 2013-2014]",Democrat,0.25,,,,D, George Miller ,Miller,Miller,GeorgeMillerD, George Miller ,George,,,,,,,,,,,,,,,,,,,,,,,
400283,"Rep. James “Jim” Moran Jr. [D, 1991-2014]",Democrat,0.25,,,,D, James “Jim” Moran  ,Moran,Moran,JamesMoranD, James “Jim” Moran  ,James,,,,,,,,,,,,,,,,,,,,,,,
400289,"Rep. Jerrold Nadler [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0,D, Jerrold Nadler ,Nadler,Nadler,JerroldNadlerD, Jerrold Nadler ,Jerrold,Jerrold,Nadler,D,0.0,6000.0,19250.0,2500.0,960332.0,Q505598,Jerrold_Nadler,Jerrold Nadler,male,white,judaism,1947-06-13,,"40.69278,-73.99028",,4.0,True,True,True,True
400290,"Rep. Grace Napolitano [D, 2013-2022]",Democrat,0.0,0.6666666666666666,0.6,0.5,D, Grace Napolitano ,Napolitano,Napolitano,GraceNapolitanoD, Grace Napolitano ,Grace,Grace,Napolitano,D,,,,,409037.0,Q469139,Grace_Napolitano,Grace Napolitano,female,hispanic,catholicism,1936-12-04,,"25.93028,-97.48444",,4.0,True,True,True,True
400291,"Rep. Richard Neal [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.8,1.0,D, Richard Neal ,Neal,Neal,RichardNealD, Richard Neal ,Richard,Richard,Neal,D,1000.0,2500.0,0.0,1500.0,440800.0,Q1464697,Richard_Neal,Richard E. Neal,male,white,catholicism,1949-02-14,,"42.11241,-72.54745",,4.0,True,True,True,True
400308,"Rep. Frank Pallone Jr. [D, 1993-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Frank Pallone  ,Pallone,Pallone,FrankPalloneD, Frank Pallone  ,Frank,Frank,Pallone,D,1000.0,0.0,7500.0,4500.0,6477895.0,Q965289,Frank_Pallone,Frank Pallone,male,white,catholicism,1951-10-30,,"40.2954,-73.9899",,4.0,True,True,True,True
400309,"Rep. Bill Pascrell Jr. [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0,D, Bill Pascrell  ,Pascrell,Pascrell,BillPascrellD, Bill Pascrell  ,Bill,Bill,Pascrell,D,,,,,964457.0,Q529090,Bill_Pascrell,"Bill Pascrell, Jr.",male,white,catholicism,1937-01-25,,"40.91556,-74.16306",,4.0,True,True,True,True
400310,"Rep. Ed Pastor [D, 2013-2014]",Democrat,0.5,,,,D, Ed Pastor ,Pastor,Pastor,EdPastorD, Ed Pastor ,Ed,,,,,,,,,,,,,,,,,,,,,,,
400314,"Rep. Nancy Pelosi [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.6,1.0,D, Nancy Pelosi ,Pelosi,Pelosi,NancyPelosiD, Nancy Pelosi ,Nancy,Nancy,Pelosi,D,0.0,2600.0,2610.0,1602.0,147301.0,Q170581,Nancy_Pelosi,Nancy Pelosi,female,white,catholicism,1940-03-26,,"39.28639,-76.615",,4.0,True,True,True,True
400316,"Rep. Collin Peterson [D, 1991-2020]",Democrat,0.5,0.6666666666666666,0.6,1.0,D, Collin Peterson ,Peterson,Peterson,CollinPetersonD, Collin Peterson ,Collin,Collin,Peterson,D,,,,,493581.0,Q434458,Collin_Peterson,Collin C. Peterson,male,white,protestantism lutheran,1944-06-29,,"46.87722,-96.78944",,4.0,True,True,True,True
400326,"Rep. David Price [D, 1997-2022]",Democrat,0.5,0.3333333333333333,0.8,1.0,D, David Price ,Price,Price,DavidPriceD, David Price ,David,David,Price,D,,,,,706615.0,Q984010,David_Price_(American_politician),David Price,male,white,protestantism baptist,1940-08-17,,"36.145,-82.41083",,4.0,True,True,True,True
400331,"Rep. Nick Rahall II [D, 1993-2014]",Democrat,0.5,,,,D, Nick Rahall II ,II,II,NickIID, Nick Rahall II ,Nick,,,,,,,,,,,,,,,,,,,,,,,
400333,"Rep. Charles “Charlie” Rangel [D, 2013-2016]",Democrat,0.0,0.3333333333333333,,,D, Charles “Charlie” Rangel ,Rangel,Rangel,CharlesRangelD, Charles “Charlie” Rangel ,Charles,,,,,,,,,,,,,,,,,,,,,,,
400347,"Rep. Lucille Roybal-Allard [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,0.5,D, Lucille Roybal-Allard ,Roybal-Allard,Roybal-Allard,LucilleRoybal-AllardD, Lucille Roybal-Allard ,Lucille,Lucille,Roybal-Allard,D,,,,,409003.0,Q469115,Lucille_Roybal-Allard,Lucille Roybal-Allard,female,hispanic,catholicism,1941-06-12,,"34.03389,-118.20444",,4.0,True,True,True,True
400349,"Rep. A. Dutch Ruppersberger [D, 2003-2022]",Democrat,0.5,0.3333333333333333,0.8,1.0,D, A. Dutch Ruppersberger ,Ruppersberger,Ruppersberger,A.RuppersbergerD, A. Dutch Ruppersberger ,A.,,,,,,,,,,,,,,,,,,,,,,,
400350,"Rep. Bobby Rush [D, 1993-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Bobby Rush ,Rush,Rush,BobbyRushD, Bobby Rush ,Bobby,Bobby,Rush,D,1000.0,1000.0,1000.0,1000.0,411889.0,Q888599,Bobby_Rush,Bobby Rush,male,black,protestantism,1946-11-23,,"31.58222,-84.16556",,4.0,True,True,True,True
400352,"Rep. Tim Ryan [D, 2013-2022]",Democrat,0.5,0.3333333333333333,0.8,1.0,D, Tim Ryan ,Ryan,Ryan,TimRyanD, Tim Ryan ,Tim,Tim,Ryan,D,0.0,0.0,1000.0,1000.0,767470.0,Q513960,Tim_Ryan_(politician),Tim Ryan,male,white,catholicism,1973-07-16,,"41.18528,-80.75722",,4.0,True,True,True,True
400355,"Rep. Linda Sánchez [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Linda Sánchez ,Sánchez,Sánchez,LindaSánchezD, Linda Sánchez ,Linda,Linda,Sánchez,D,,,,,409644.0,Q291143,Linda_Sánchez,Linda Sánchez,female,hispanic,catholicism,1969-01-28,,"33.80306,-117.8325",,4.0,True,True,True,True
400356,"Rep. Loretta Sanchez [D, 2013-2016]",Democrat,0.0,0.3333333333333333,,,D, Loretta Sanchez ,Sanchez,Sanchez,LorettaSanchezD, Loretta Sanchez ,Loretta,,,,,,,,,,,,,,,,,,,,,,,
400360,"Rep. Janice “Jan” Schakowsky [D, 1999-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Janice “Jan” Schakowsky ,Schakowsky,Schakowsky,JaniceSchakowskyD, Janice “Jan” Schakowsky ,Janice,Janice,Schakowsky,D,,,,,412083.0,Q440885,Jan_Schakowsky,Janice D. Schakowsky,female,white,judaism,1944-05-26,,"41.88194,-87.62778",,4.0,True,True,True,True
400361,"Rep. Adam Schiff [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.6,1.0,D, Adam Schiff ,Schiff,Schiff,AdamSchiffD, Adam Schiff ,Adam,Adam,Schiff,D,10500.0,7500.0,5000.0,40020.0,408932.0,Q350843,Adam_Schiff,Adam Schiff,male,white,judaism,1960-06-22,,"42.27917,-71.41667",,4.0,True,True,True,True
400363,"Rep. David Scott [D, 2003-2022]",Democrat,0.5,0.6666666666666666,0.8,1.0,D, David Scott ,Scott,Scott,DavidScottD, David Scott ,David,David,Scott,D,,,,,411853.0,Q132071,David_Scott_(Georgia_politician),David Scott,male,black,protestantism baptist,1945-06-27,,"33.99778,-79.2025",,4.0,True,True,True,True
400364,"Rep. Robert “Bobby” Scott [D, 1993-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0,D, Robert “Bobby” Scott ,Scott,Scott,RobertScottD, Robert “Bobby” Scott ,Robert,Robert,Scott,D,,,,,964012.0,Q888668,Bobby_Scott_(politician),Robert C. Scott,male,asian,anglicanism,1947-04-30,,"38.895,-77.03667",,4.0,True,True,True,True
400366,"Rep. José Serrano [D, 2013-2020]",Democrat,0.0,0.3333333333333333,0.6,0.5,D, José Serrano ,Serrano,Serrano,JoséSerranoD, José Serrano ,José,José,Serrano,D,,,,,945385.0,Q460267,José_E._Serrano,José E. Serrano,male,hispanic,catholicism,1943-10-24,,"18.20111,-67.13972",,4.0,True,True,True,True
400371,"Rep. Brad Sherman [D, 2013-2022]",Democrat,0.5,0.3333333333333333,0.8,1.0,D, Brad Sherman ,Sherman,Sherman,BradShermanD, Brad Sherman ,Brad,Brad,Sherman,D,0.0,1050.0,1000.0,0.0,408917.0,Q672919,Brad_Sherman,Brad Sherman,male,white,judaism,1954-10-24,,"34.04917,-118.13556",,4.0,True,True,True,True
400378,"Rep. Louise Slaughter [D, 2013-2018]",Democrat,0.0,0.3333333333333333,,,D, Louise Slaughter ,Slaughter,Slaughter,LouiseSlaughterD, Louise Slaughter ,Louise,,,,,,,,,,,,,,,,,,,,,,,
400379,"Rep. Adam Smith [D, 1997-2022]",Democrat,0.0,0.6666666666666666,0.6,1.0,D, Adam Smith ,Smith,Smith,AdamSmithD, Adam Smith ,Adam,Adam,Smith,D,,,,,410158.0,Q350916,Adam_Smith_(politician),Adam Smith,male,white,anglicanism,1965-06-15,,"38.895,-77.03667",,4.0,True,True,True,True
400402,"Rep. Bennie Thompson [D, 1993-2022]",Democrat,0.5,0.3333333333333333,0.6,1.0,D, Bennie Thompson ,Thompson,Thompson,BennieThompsonD, Bennie Thompson ,Bennie,Bennie,Thompson,D,,,,,699361.0,Q817877,Bennie_Thompson,Bennie G. Thompson,male,black,protestantism methodist,1948-01-28,,"32.3517,-90.46",,4.0,True,True,True,True
400403,"Rep. Mike Thompson [D, 2013-2022]",Democrat,0.5,0.3333333333333333,0.6,1.0,D, Mike Thompson ,Thompson,Thompson,MikeThompsonD, Mike Thompson ,Mike,Mike,Thompson,D,,,,,408609.0,Q1323196,Mike_Thompson_(California_politician),Mike Thompson,male,white,catholicism,1951-01-24,,"38.50278,-122.46972",,4.0,True,True,True,True
400407,"Rep. John Tierney [D, 1997-2014]",Democrat,0.0,,,,D, John Tierney ,Tierney,Tierney,JohnTierneyD, John Tierney ,John,,,,,,,,,,,,,,,,,,,,,,,
400415,"Rep. Chris Van Hollen [D, 2003-2016]",Democrat,0.0,0.3333333333333333,,,D, Chris Van Hollen ,Hollen,Hollen,ChrisHollenD, Chris Van Hollen ,Chris,,,,,,,,,,,,,,,,,,,,,,,
400416,"Rep. Nydia Velázquez [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Nydia Velázquez ,Velázquez,Velázquez,NydiaVelázquezD, Nydia Velázquez ,Nydia,Nydia,Velázquez,D,,,,,948525.0,Q434890,Nydia_Velázquez,Nydia M. Velázquez,female,hispanic,catholicism,1953-03-28,,"18.05056,-65.87944",,4.0,True,True,True,True
400417,"Rep. Peter Visclosky [D, 1985-2020]",Democrat,0.25,0.3333333333333333,0.6,1.0,D, Peter Visclosky ,Visclosky,Visclosky,PeterViscloskyD, Peter Visclosky ,Peter,Peter,Visclosky,D,,,,,391317.0,Q514660,Pete_Visclosky,Peter J. Visclosky,male,white,catholicism,1949-08-13,,"41.58083,-87.34556",,4.0,True,True,True,True
400422,"Rep. Maxine Waters [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.8,1.0,D, Maxine Waters ,Waters,Waters,MaxineWatersD, Maxine Waters ,Maxine,Maxine,Waters,D,0.0,0.0,0.0,2000.0,409013.0,Q461727,Maxine_Waters,Maxine Waters,female,black,catholicism,1938-08-15,,"38.74028,-90.32306",,4.0,True,True,True,True
400425,"Rep. Henry Waxman [D, 2013-2014]",Democrat,0.0,,,,D, Henry Waxman ,Waxman,Waxman,HenryWaxmanD, Henry Waxman ,Henry,,,,,,,,,,,,,,,,,,,,,,,
400616,"Rep. George “G.K.” Butterfield Jr. [D, 2004-2022]",Democrat,0.25,0.6666666666666666,0.6,1.0,D, George “G.K.” Butterfield  ,Butterfield,Butterfield,GeorgeButterfieldD, George “G.K.” Butterfield  ,George,,,,,,,,,,,,,,,,,,,,,,,
