person,name_x,party_x,VoteAlong113thRatio,VoteAlong114thRatio,VoteAlong115thRatio,VoteAlong116thRatio,party_short,Last_name,Suffix,LastName,ID_NameParty,Pure_name,FirstName,first,last,party_y,donations2012,donations2014,donations2016,donations2018,pageid,wikidataid,wikititle,name_y,sex,ethnicity,religion,birth,death,birthplace,deathplace,Number_Sessions_Served,Session_113,Session_114,Session_115,Session_116
412509,"Rep. Kyrsten Sinema [D, 2013-2018]",Democrat,0.75,0.6666666666666666,0.8,,D, Kyrsten Sinema ,Sinema,Sinema,KyrstenSinemaD, Kyrsten Sinema ,Kyrsten,,,,,,,,,,,,,,,,,,,,,,,
412511,"Rep. Jared Huffman [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Jared Huffman ,Huffman,Huffman,JaredHuffmanD, Jared Huffman ,Jared,Jared,Huffman,D,1500.0,5200.0,0.0,0.0,7432015.0,Q3276717,Jared_Huffman,Jared Huffman,male,white,,1964-02-18,,"39.08333,-94.41667",,4.0,True,True,True,True
412512,"Rep. Ami Bera [D, 2013-2022]",Democrat,0.5,0.6666666666666666,0.8,1.0,D, Ami Bera ,Bera,Bera,AmiBeraD, Ami Bera ,Ami,Ami,Bera,D,0.0,0.0,4200.0,0.0,28670879.0,Q3389105,Ami_Bera,Ami Bera,male,asian,protestantism unitarian,1965-03-02,,"34.05,-118.25",,4.0,True,True,True,True
412514,"Rep. Eric Swalwell [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Eric Swalwell ,Swalwell,Swalwell,EricSwalwellD, Eric Swalwell ,Eric,Eric,Swalwell,D,0.0,1000.0,0.0,0.0,37076719.0,Q3466996,Eric_Swalwell,Eric Swalwell,male,white,,1980-11-16,,"42.42111,-94.995",,4.0,True,True,True,True
412516,"Rep. Julia Brownley [D, 2013-2022]",Democrat,0.5,0.3333333333333333,0.8,1.0,D, Julia Brownley ,Brownley,Brownley,JuliaBrownleyD, Julia Brownley ,Julia,Julia,Brownley,D,450.0,2000.0,2725.0,5272.0,9140038.0,Q3577073,Julia_Brownley,Julia Brownley,female,white,,1952-08-28,,"33.54944,-81.72056",,4.0,True,True,True,True
412517,"Rep. Tony Cárdenas [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Tony Cárdenas ,Cárdenas,Cárdenas,TonyCárdenasD, Tony Cárdenas ,Tony,,,,,,,,,,,,,,,,,,,,,,,
412518,"Rep. Gloria Negrete McLeod [D, 2013-2014]",Democrat,0.5,,,,D, Gloria Negrete McLeod ,McLeod,McLeod,GloriaMcLeodD, Gloria Negrete McLeod ,Gloria,,,,,,,,,,,,,,,,,,,,,,,
412519,"Rep. Raul Ruiz [D, 2013-2022]",Democrat,0.5,0.6666666666666666,0.8,1.0,D, Raul Ruiz ,Ruiz,Ruiz,RaulRuizD, Raul Ruiz ,Raul,Raul,Ruiz,D,950.0,3300.0,800.0,0.0,4908339.0,Q3701994,Raul_Ruiz_(politician),Raul Ruiz,male,hispanic,,1972-08-25,,"22.77167,-102.57528",,4.0,True,True,True,True
412520,"Rep. Mark Takano [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Mark Takano ,Takano,Takano,MarkTakanoD, Mark Takano ,Mark,Mark,Takano,D,2500.0,0.0,0.0,0.0,37017445.0,Q399593,Mark_Takano,Mark Takano,male,asian,,1960-12-10,,"33.94806,-117.39613",,4.0,True,True,True,True
412521,"Rep. Alan Lowenthal [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Alan Lowenthal ,Lowenthal,Lowenthal,AlanLowenthalD, Alan Lowenthal ,Alan,Alan,Lowenthal,D,1000.0,0.0,0.0,0.0,8792865.0,Q3740782,Alan_Lowenthal,Alan Lowenthal,male,white,,1941-03-08,,"40.72833,-73.99417",,4.0,True,True,True,True
412522,"Rep. Juan Vargas [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Juan Vargas ,Vargas,Vargas,JuanVargasD, Juan Vargas ,Juan,Juan,Vargas,D,,,,,2359039.0,Q3791701,Juan_Vargas,Juan Vargas,male,hispanic,catholicism,1961-03-07,,"32.67806,-117.09917",,4.0,True,True,True,True
412523,"Rep. Scott Peters [D, 2013-2022]",Democrat,0.5,0.6666666666666666,0.8,1.0,D, Scott Peters ,Peters,Peters,ScottPetersD, Scott Peters ,Scott,Scott,Peters,D,0.0,4600.0,3500.0,3005.0,11933452.0,Q3791514,Scott_Peters_(politician),Scott Peters,male,white,,1958-06-17,,"39.92694,-83.80417",,4.0,True,True,True,True
412524,"Rep. Elizabeth Esty [D, 2013-2018]",Democrat,0.25,0.3333333333333333,0.8,,D, Elizabeth Esty ,Esty,Esty,ElizabethEstyD, Elizabeth Esty ,Elizabeth,,,,,,,,,,,,,,,,,,,,,,,
412527,"Rep. Patrick Murphy [D, 2013-2016]",Democrat,0.75,0.6666666666666666,,,D, Patrick Murphy ,Murphy,Murphy,PatrickMurphyD, Patrick Murphy ,Patrick,,,,,,,,,,,,,,,,,,,,,,,
412529,"Rep. Lois Frankel [D, 2013-2016]",Democrat,0.25,0.3333333333333333,,,D, Lois Frankel ,Frankel,Frankel,LoisFrankelD, Lois Frankel ,Lois,Lois,Frankel,D,,,,,31254090.0,Q3182451,Lois_Frankel,Lois Frankel,female,white,,1948-05-17,,"40.67,-73.94",,4.0,True,True,True,True
412530,"Rep. Joe Garcia [D, 2013-2014]",Democrat,0.25,,,,D, Joe Garcia ,Garcia,Garcia,JoeGarciaD, Joe Garcia ,Joe,,,,,,,,,,,,,,,,,,,,,,,
412532,"Rep. Tulsi Gabbard [D, 2013-2020]",Democrat,0.0,0.3333333333333333,0.8,1.0,D, Tulsi Gabbard ,Gabbard,Gabbard,TulsiGabbardD, Tulsi Gabbard ,Tulsi,Tulsi,Gabbard,D,0.0,500.0,31.0,170.0,26328774.0,Q32620,Tulsi_Gabbard,Tulsi Gabbard,female,islander,hindu,1981-04-12,,"-14.2667,-170.667",,4.0,True,True,True,True
412533,"Rep. Tammy Duckworth [D, 2013-2016]",Democrat,0.5,0.3333333333333333,,,D, Tammy Duckworth ,Duckworth,Duckworth,TammyDuckworthD, Tammy Duckworth ,Tammy,,,,,,,,,,,,,,,,,,,,,,,
412534,"Rep. Bradley “Brad” Schneider [D, 2013-2014]",Democrat,0.5,,,,D, Bradley “Brad” Schneider ,Schneider,Schneider,BradleySchneiderD, Bradley “Brad” Schneider ,Bradley,,,,,,,,,,,,,,,,,,,,,,,
412535,"Rep. William Enyart [D, 2013-2014]",Democrat,0.5,,,,D, William Enyart ,Enyart,Enyart,WilliamEnyartD, William Enyart ,William,,,,,,,,,,,,,,,,,,,,,,,
412537,"Rep. Cheri Bustos [D, 2013-2022]",Democrat,0.75,0.3333333333333333,0.8,1.0,D, Cheri Bustos ,Bustos,Bustos,CheriBustosD, Cheri Bustos ,Cheri,Cheri,Bustos,D,0.0,0.0,0.0,15.0,35915364.0,Q723148,Cheri_Bustos,Cheri Bustos,female,white,,1961-10-17,,"39.78333,-89.65028",,4.0,True,True,True,True
412543,"Rep. Joseph Kennedy III [D, 2013-2020]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Joseph Kennedy III ,III,III,JosephIIID, Joseph Kennedy III ,Joseph,Joseph,III,D,,,,,34500244.0,Q1707784,Joe_Kennedy_III,Joseph P. Kennedy III,male,white,,1980-10-04,,"42.35,-71.16",,4.0,True,True,True,True
412544,"Rep. John Delaney [D, 2013-2018]",Democrat,0.5,0.3333333333333333,0.8,,D, John Delaney ,Delaney,Delaney,JohnDelaneyD, John Delaney ,John,,,,,,,,,,,,,,,,,,,,,,,
412546,"Rep. Daniel Kildee [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.8,1.0,D, Daniel Kildee ,Kildee,Kildee,DanielKildeeD, Daniel Kildee ,Daniel,,,,,,,,,,,,,,,,,,,,,,,
412557,"Rep. Ann Kuster [D, 2013-2022]",Democrat,0.5,0.3333333333333333,0.8,1.0,D, Ann Kuster ,Kuster,Kuster,AnnKusterD, Ann Kuster ,Ann,Ann,Kuster,D,0.0,1000.0,1000.0,25.0,23101972.0,Q3917208,Ann_McLane_Kuster,Ann McLane Kuster,female,white,,1956-09-05,,"43.20667,-71.53806",,4.0,True,True,True,True
412558,"Rep. Michelle Lujan Grisham [D, 2013-2018]",Democrat,0.25,0.3333333333333333,0.4,,D, Michelle Lujan Grisham ,Grisham,Grisham,MichelleGrishamD, Michelle Lujan Grisham ,Michelle,,,,,,,,,,,,,,,,,,,,,,,
412559,"Rep. Steven Horsford [D, 2013-2014]",Democrat,0.75,,,,D, Steven Horsford ,Horsford,Horsford,StevenHorsfordD, Steven Horsford ,Steven,,,,,,,,,,,,,,,,,,,,,,,
412560,"Rep. Grace Meng [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0,D, Grace Meng ,Meng,Meng,GraceMengD, Grace Meng ,Grace,Grace,Meng,D,,,,,19309394.0,Q5591303,Grace_Meng,Grace Meng,female,asian,,1975-10-01,,"40.70417,-73.91778",,4.0,True,True,True,True
412561,"Rep. Hakeem Jeffries [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.8,1.0,D, Hakeem Jeffries ,Jeffries,Jeffries,HakeemJeffriesD, Hakeem Jeffries ,Hakeem,Hakeem,Jeffries,D,250.0,0.0,250.0,1000.0,7358729.0,Q5640425,Hakeem_Jeffries,Hakeem Jeffries,male,black,,1970-08-04,,"40.69278,-73.99028",,4.0,True,True,True,True
412562,"Rep. Sean Maloney [D, 2013-2022]",Democrat,0.75,0.3333333333333333,0.6,1.0,D, Sean Maloney ,Maloney,Maloney,SeanMaloneyD, Sean Maloney ,Sean,Sean,Maloney,D,0.0,5200.0,6400.0,5435.0,3908693.0,Q2262244,Sean_Patrick_Maloney,Sean Patrick Maloney,male,white,,1966-07-30,,"45.4,-71.9",,4.0,True,True,True,True
412565,"Rep. Joyce Beatty [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0,D, Joyce Beatty ,Beatty,Beatty,JoyceBeattyD, Joyce Beatty ,Joyce,Joyce,Beatty,D,1000.0,0.0,2700.0,0.0,881669.0,Q976417,Joyce_Beatty,Joyce Beatty,female,black,,1950-03-12,,"39.76667,-84.2",,4.0,True,True,True,True
412571,"Rep. Matthew “Matt” Cartwright [D, 2013-2018]",Democrat,0.25,0.3333333333333333,0.8,,D, Matthew “Matt” Cartwright ,Cartwright,Cartwright,MatthewCartwrightD, Matthew “Matt” Cartwright ,Matthew,,,,,,,,,,,,,,,,,,,,,,,
412575,"Rep. Beto O’Rourke [D, 2013-2018]",Democrat,0.25,0.3333333333333333,0.8,,D, Beto O’Rourke ,O’Rourke,O’Rourke,BetoO’RourkeD, Beto O’Rourke ,Beto,,,,,,,,,,,,,,,,,,,,,,,
412576,"Rep. Joaquin Castro [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Joaquin Castro ,Castro,Castro,JoaquinCastroD, Joaquin Castro ,Joaquin,Joaquin,Castro,D,500.0,0.0,0.0,0.0,4160300.0,Q1167934,Joaquín_Castro,Joaquin Castro,male,hispanic,catholicism,1974-09-16,,"29.42861,-98.49333",,4.0,True,True,True,True
412577,"Rep. Pete Gallego [D, 2013-2014]",Democrat,0.75,,,,D, Pete Gallego ,Gallego,Gallego,PeteGallegoD, Pete Gallego ,Pete,,,,,,,,,,,,,,,,,,,,,,,
412579,"Rep. Marc Veasey [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.6,1.0,D, Marc Veasey ,Veasey,Veasey,MarcVeaseyD, Marc Veasey ,Marc,Marc,Veasey,D,,,,,36608661.0,Q4068811,Marc_Veasey,Marc Veasey,male,black,,1971-01-03,,"32.75722,-97.33306",,4.0,True,True,True,True
412580,"Rep. Filemon Vela [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.6,1.0,D, Filemon Vela ,Vela,Vela,FilemonVelaD, Filemon Vela ,Filemon,Filemon,Vela,D,,,,,36781283.0,Q4069225,Filemon_Vela_Jr.,Filemon Vela Jr.,male,hispanic,,1963-02-13,,"26.2,-97.7",,4.0,True,True,True,True
412583,"Rep. Derek Kilmer [D, 2013-2022]",Democrat,0.5,0.3333333333333333,0.8,1.0,D, Derek Kilmer ,Kilmer,Kilmer,DerekKilmerD, Derek Kilmer ,Derek,Derek,Kilmer,D,0.0,0.0,1000.0,500.0,16128418.0,Q4068828,Derek_Kilmer,Derek Kilmer,male,white,,1974-01-01,,"48.1131,-123.441",,4.0,True,True,True,True
412584,"Rep. Denny Heck [D, 2013-2020]",Democrat,0.0,0.3333333333333333,0.8,1.0,D, Denny Heck ,Heck,Heck,DennyHeckD, Denny Heck ,Denny,,,,,,,,,,,,,,,,,,,,,,,
412585,"Rep. Mark Pocan [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Mark Pocan ,Pocan,Pocan,MarkPocanD, Mark Pocan ,Mark,Mark,Pocan,D,2500.0,0.0,0.0,0.0,6950063.0,Q1900355,Mark_Pocan,Mark Pocan,male,white,,1964-08-14,,"42.58222,-87.84556",,4.0,True,True,True,True
412595,"Rep. Robin Kelly [D, 2013-2022]",Democrat,0.25,0.6666666666666666,0.8,1.0,D, Robin Kelly ,Kelly,Kelly,RobinKellyD, Robin Kelly ,Robin,Robin,Kelly,D,,,,,6520375.0,Q3437091,Robin_Kelly,Robin Kelly,female,black,,1956-04-30,,"40.67,-73.94",,4.0,True,True,True,True
412600,"Rep. Katherine Clark [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0,D, Katherine Clark ,Clark,Clark,KatherineClarkD, Katherine Clark ,Katherine,Katherine,Clark,D,0.0,0.0,500.0,0.0,29642899.0,Q6376330,Katherine_Clark,Katherine Clark,female,white,,1963-07-17,,"41.30833,-72.925",,4.0,True,True,True,True
400004,"Rep. Robert Aderholt [R, 1997-2022]",Republican,1.0,0.6666666666666666,0.8,0.0,R, Robert Aderholt ,Aderholt,Aderholt,RobertAderholtR, Robert Aderholt ,Robert,Robert,Aderholt,R,,,,,407889.0,Q672671,Robert_Aderholt,Robert Aderholt,male,white,protestantism methodist,1965-07-22,,"34.23013,-87.61898",,4.0,True,True,True,True
400010,"Rep. Spencer Bachus III [R, 1993-2014]",Republican,0.75,,,,R, Spencer Bachus III ,III,III,SpencerIIIR, Spencer Bachus III ,Spencer,,,,,,,,,,,,,,,,,,,,,,,
400018,"Rep. Joe Barton [R, 1985-2018]",Republican,0.5,0.6666666666666666,0.2,,R, Joe Barton ,Barton,Barton,JoeBartonR, Joe Barton ,Joe,,,,,,,,,,,,,,,,,,,,,,,
400029,"Rep. Rob Bishop [R, 2003-2020]",Republican,1.0,0.6666666666666666,0.6,0.0,R, Rob Bishop ,Bishop,Bishop,RobBishopR, Rob Bishop ,Rob,Rob,Bishop,R,,,,,595346.0,Q433857,Rob_Bishop,Rob Bishop,male,white,protestantism restorationism,1951-07-13,,"41.03306,-111.93611",,4.0,True,True,True,True
400032,"Rep. Marsha Blackburn [R, 2003-2018]",Republican,0.5,0.6666666666666666,0.6,,R, Marsha Blackburn ,Blackburn,Blackburn,MarshaBlackburnR, Marsha Blackburn ,Marsha,,,,,,,,,,,,,,,,,,,,,,,
400046,"Rep. Kevin Brady [R, 1997-2022]",Republican,0.5,0.6666666666666666,0.8,0.0,R, Kevin Brady ,Brady,Brady,KevinBradyR, Kevin Brady ,Kevin,Kevin,Brady,R,0.0,0.0,6000.0,5000.0,962112.0,Q472241,Kevin_Brady,Kevin Brady,male,white,catholicism,1955-04-11,,"42.78111,-96.92694",,4.0,True,True,True,True
400052,"Rep. Michael Burgess [R, 2003-2022]",Republican,0.5,0.6666666666666666,0.8,0.0,R, Michael Burgess ,Burgess,Burgess,MichaelBurgessR, Michael Burgess ,Michael,Michael,Burgess,R,0.0,0.0,1000.0,0.0,962185.0,Q539521,Michael_C._Burgess,Michael C. Burgess,male,white,protestantism reformed,1950-12-23,,"44.0234,-92.46295",,4.0,True,True,True,True
400057,"Rep. Ken Calvert [R, 2013-2022]",Republican,0.75,0.6666666666666666,0.8,0.0,R, Ken Calvert ,Calvert,Calvert,KenCalvertR, Ken Calvert ,Ken,Ken,Calvert,R,,,,,409679.0,Q538978,Ken_Calvert,Ken Calvert,male,white,protestantism,1953-06-08,,"33.86667,-117.56667",,4.0,True,True,True,True
400058,"Rep. Dave Camp [R, 1993-2014]",Republican,0.75,,,,R, Dave Camp ,Camp,Camp,DaveCampR, Dave Camp ,Dave,,,,,,,,,,,,,,,,,,,,,,,
400060,"Rep. Eric Cantor [R, 2001-2014]",,,,,,N, Eric Cantor ,Cantor,Cantor,EricCantorN, Eric Cantor ,Eric,,,,,,,,,,,,,,,,,,,,,,,
400061,"Rep. Shelley Capito [R, 2001-2014]",Republican,0.5,,,,R, Shelley Capito ,Capito,Capito,ShelleyCapitoR, Shelley Capito ,Shelley,,,,,,,,,,,,,,,,,,,,,,,
400068,"Rep. John Carter [R, 2003-2022]",Republican,0.75,0.6666666666666666,0.8,0.0,R, John Carter ,Carter,Carter,JohnCarterR, John Carter ,John,John,Carter,R,,,,,20713710.0,Q369814,John_Carter_(Texas_politician),John Carter,male,white,catholicism,1941-11-06,,"29.76278,-95.38306",,4.0,True,True,True,True
400071,"Rep. Steve Chabot [R, 2011-2022]",Republican,0.75,0.6666666666666666,0.6,0.0,R, Steve Chabot ,Chabot,Chabot,SteveChabotR, Steve Chabot ,Steve,Steve,Chabot,R,1000.0,1000.0,1000.0,0.0,703451.0,Q506694,Steve_Chabot,Steve Chabot,male,white,catholicism,1953-01-22,,"39.13333,-84.5",,4.0,True,True,True,True
400076,"Rep. Howard Coble [R, 1985-2014]",Republican,0.75,,,,R, Howard Coble ,Coble,Coble,HowardCobleR, Howard Coble ,Howard,,,,,,,,,,,,,,,,,,,,,,,
400077,"Rep. Tom Cole [R, 2003-2022]",Republican,0.75,0.6666666666666666,0.8,0.0,R, Tom Cole ,Cole,Cole,TomColeR, Tom Cole ,Tom,Tom,Cole,R,,,,,962197.0,Q173839,Tom_Cole,Tom Cole,male,native,protestantism methodist,1949-04-28,,"32.50821,-93.76296",,4.0,True,True,True,True
400086,"Rep. Ander Crenshaw [R, 2001-2016]",Republican,0.75,0.6666666666666666,,,R, Ander Crenshaw ,Crenshaw,Crenshaw,AnderCrenshawR, Ander Crenshaw ,Ander,,,,,,,,,,,,,,,,,,,,,,,
400089,"Rep. John Culberson [R, 2001-2018]",Republican,0.75,0.6666666666666666,0.8,,R, John Culberson ,Culberson,Culberson,JohnCulbersonR, John Culberson ,John,,,,,,,,,,,,,,,,,,,,,,,
400108,"Rep. Mario Diaz-Balart [R, 2013-2022]",Republican,0.75,1.0,0.8,0.0,R, Mario Diaz-Balart ,Diaz-Balart,Diaz-Balart,MarioDiaz-BalartR, Mario Diaz-Balart ,Mario,Mario,Diaz-Balart,R,,,,,411276.0,Q767270,Mario_Díaz-Balart,Mario Diaz-Balart,male,hispanic,catholicism,1961-09-25,,"26.13583,-80.14194",,4.0,True,True,True,True
400116,"Rep. John “Jimmy” Duncan Jr. [R, 1988-2018]",Republican,0.25,0.6666666666666666,0.2,,R, John “Jimmy” Duncan  ,Duncan,Duncan,JohnDuncanR, John “Jimmy” Duncan  ,John,,,,,,,,,,,,,,,,,,,,,,,
400137,"Rep. Randy Forbes [R, 2001-2016]",Republican,0.75,0.6666666666666666,,,R, Randy Forbes ,Forbes,Forbes,RandyForbesR, Randy Forbes ,Randy,,,,,,,,,,,,,,,,,,,,,,,
400141,"Rep. Trent Franks [R, 2013-2017]",Republican,0.25,0.6666666666666666,,,R, Trent Franks ,Franks,Franks,TrentFranksR, Trent Franks ,Trent,,,,,,,,,,,,,,,,,,,,,,,
400142,"Rep. Rodney Frelinghuysen [R, 1995-2018]",Republican,0.75,0.6666666666666666,0.6,,R, Rodney Frelinghuysen ,Frelinghuysen,Frelinghuysen,RodneyFrelinghuysenR, Rodney Frelinghuysen ,Rodney,,,,,,,,,,,,,,,,,,,,,,,
400145,"Rep. Scott Garrett [R, 2003-2016]",Republican,0.5,0.6666666666666666,,,R, Scott Garrett ,Garrett,Garrett,ScottGarrettR, Scott Garrett ,Scott,,,,,,,,,,,,,,,,,,,,,,,
400147,"Rep. Jim Gerlach [R, 2003-2014]",Republican,0.75,,,,R, Jim Gerlach ,Gerlach,Gerlach,JimGerlachR, Jim Gerlach ,Jim,,,,,,,,,,,,,,,,,,,,,,,
400151,"Rep. Phil Gingrey [R, 2003-2014]",Republican,0.5,,,,R, Phil Gingrey ,Gingrey,Gingrey,PhilGingreyR, Phil Gingrey ,Phil,,,,,,,,,,,,,,,,,,,,,,,
400154,"Rep. Bob Goodlatte [R, 1993-2018]",Republican,0.75,0.6666666666666666,0.8,,R, Bob Goodlatte ,Goodlatte,Goodlatte,BobGoodlatteR, Bob Goodlatte ,Bob,,,,,,,,,,,,,,,,,,,,,,,
400157,"Rep. Kay Granger [R, 1997-2022]",Republican,0.75,0.6666666666666666,0.8,0.0,R, Kay Granger ,Granger,Granger,KayGrangerR, Kay Granger ,Kay,Kay,Granger,R,,,,,961487.0,Q468807,Kay_Granger,Kay Granger,female,white,protestantism methodist,1943-01-18,,"33.1261,-96.1097",,4.0,True,True,True,True
400158,"Rep. Sam Graves [R, 2001-2022]",Republican,0.75,0.6666666666666666,0.6,0.0,R, Sam Graves ,Graves,Graves,SamGravesR, Sam Graves ,Sam,Sam,Graves,R,,,,,961504.0,Q465638,Sam_Graves,Sam Graves,male,white,protestantism baptist,1963-11-07,,"40.4411,-95.3828",,4.0,True,True,True,True
400165,"Rep. Ralph Hall [R, 1981-2014]",Republican,0.75,,,,R, Ralph Hall ,Hall,Hall,RalphHallR, Ralph Hall ,Ralph,,,,,,,,,,,,,,,,,,,,,,,
400171,"Rep. Doc Hastings [R, 1995-2014]",Republican,0.75,,,,R, Doc Hastings ,Hastings,Hastings,DocHastingsR, Doc Hastings ,Doc,,,,,,,,,,,,,,,,,,,,,,,
400175,"Rep. Jeb Hensarling [R, 2003-2018]",Republican,0.5,0.6666666666666666,0.6,,R, Jeb Hensarling ,Hensarling,Hensarling,JebHensarlingR, Jeb Hensarling ,Jeb,,,,,,,,,,,,,,,,,,,,,,,
400196,"Rep. Darrell Issa [R, 2003-2018]",Republican,0.75,0.6666666666666666,0.8,,R, Darrell Issa ,Issa,Issa,DarrellIssaR, Darrell Issa ,Darrell,,,,,,,,,,,,,,,,,,,,,,,
400206,"Rep. Sam Johnson [R, 1991-2018]",Republican,0.5,0.6666666666666666,0.6,,R, Sam Johnson ,Johnson,Johnson,SamJohnsonR, Sam Johnson ,Sam,,,,,,,,,,,,,,,,,,,,,,,
400209,"Rep. Walter Jones Jr. [R, 1995-2019]",Republican,0.25,0.3333333333333333,0.6,,R, Walter Jones  ,Jones,Jones,WalterJonesR, Walter Jones  ,Walter,Walter,Jones,R,,,,,850160.0,Q512537,Walter_B._Jones_Jr.,Walter B. Jones,male,white,catholicism,1943-02-10,,"35.5942,-77.5872",,4.0,True,True,True,True
400219,"Rep. Peter “Pete” King [R, 2013-2020]",Republican,0.75,0.6666666666666666,0.8,0.5,R, Peter “Pete” King ,King,King,PeterKingR, Peter “Pete” King ,Peter,Peter,King,R,,,,,960364.0,Q953554,Peter_T._King,Peter T. King,male,white,catholicism,1944-04-05,,"40.72833,-73.99417",,4.0,True,True,True,True
400220,"Rep. Steve King [R, 2013-2020]",Republican,0.5,0.3333333333333333,0.6,0.0,R, Steve King ,King,King,SteveKingR, Steve King ,Steve,Steve,King,R,,,,,412938.0,Q749710,Steve_King,Steve King,male,white,catholicism,1949-05-28,,"42.64361,-95.20194",,4.0,True,True,True,True
400221,"Rep. Jack Kingston [R, 1993-2014]",Republican,0.75,,,,R, Jack Kingston ,Kingston,Kingston,JackKingstonR, Jack Kingston ,Jack,,,,,,,,,,,,,,,,,,,,,,,
400224,"Rep. John Kline [R, 2003-2016]",Republican,0.75,0.6666666666666666,,,R, John Kline ,Kline,Kline,JohnKlineR, John Kline ,John,,,,,,,,,,,,,,,,,,,,,,,
400234,"Rep. Tom Latham [R, 2013-2014]",Republican,0.75,,,,R, Tom Latham ,Latham,Latham,TomLathamR, Tom Latham ,Tom,,,,,,,,,,,,,,,,,,,,,,,
400244,"Rep. Frank LoBiondo [R, 1995-2018]",Republican,0.75,0.6666666666666666,0.8,,R, Frank LoBiondo ,LoBiondo,LoBiondo,FrankLoBiondoR, Frank LoBiondo ,Frank,,,,,,,,,,,,,,,,,,,,,,,
400247,"Rep. Frank Lucas [R, 2003-2022]",Republican,0.75,0.6666666666666666,0.8,0.0,R, Frank Lucas ,Lucas,Lucas,FrankLucasR, Frank Lucas ,Frank,Frank,Lucas,R,,,,,47725651.0,Q246049,Frank_Lucas_(Oklahoma_politician),Frank Lucas,male,white,protestantism baptist,1960-01-06,,"35.6125,-99.67389",,4.0,True,True,True,True
400267,"Rep. Howard “Buck” McKeon [R, 1993-2014]",Republican,1.0,,,,R, Howard “Buck” McKeon ,McKeon,McKeon,HowardMcKeonR, Howard “Buck” McKeon ,Howard,,,,,,,,,,,,,,,,,,,,,,,
400273,"Rep. John Mica [R, 1993-2016]",Republican,0.75,0.6666666666666666,,,R, John Mica ,Mica,Mica,JohnMicaR, John Mica ,John,,,,,,,,,,,,,,,,,,,,,,,
400276,"Rep. Candice Miller [R, 2003-2016]",Republican,0.75,0.3333333333333333,,,R, Candice Miller ,Miller,Miller,CandiceMillerR, Candice Miller ,Candice,,,,,,,,,,,,,,,,,,,,,,,
400277,"Rep. Gary Miller [R, 2013-2014]",Republican,0.25,,,,R, Gary Miller ,Miller,Miller,GaryMillerR, Gary Miller ,Gary,,,,,,,,,,,,,,,,,,,,,,,
400279,"Rep. Jeff Miller [R, 2001-2016]",Republican,0.5,0.6666666666666666,,,R, Jeff Miller ,Miller,Miller,JeffMillerR, Jeff Miller ,Jeff,,,,,,,,,,,,,,,,,,,,,,,
400285,"Rep. Tim Murphy [R, 2003-2017]",Republican,0.75,0.6666666666666666,,,R, Tim Murphy ,Murphy,Murphy,TimMurphyR, Tim Murphy ,Tim,,,,,,,,,,,,,,,,,,,,,,,
400297,"Rep. Devin Nunes [R, 2013-2022]",Republican,0.75,0.6666666666666666,0.8,0.0,R, Devin Nunes ,Nunes,Nunes,DevinNunesR, Devin Nunes ,Devin,Devin,Nunes,R,0.0,1000.0,1000.0,2601.0,408872.0,Q539493,Devin_Nunes,Devin Nunes,male,white,catholicism,1973-10-01,,"36.20667,-119.3425",,4.0,True,True,True,True
400313,"Rep. Stevan “Steve” Pearce [R, 2011-2018]",Republican,0.75,0.6666666666666666,0.6,,R, Stevan “Steve” Pearce ,Pearce,Pearce,StevanPearceR, Stevan “Steve” Pearce ,Stevan,,,,,,,,,,,,,,,,,,,,,,,
400318,"Rep. Thomas “Tom” Petri [R, 1979-2014]",Republican,0.5,,,,R, Thomas “Tom” Petri ,Petri,Petri,ThomasPetriR, Thomas “Tom” Petri ,Thomas,,,,,,,,,,,,,,,,,,,,,,,
400320,"Rep. Joseph Pitts [R, 1997-2016]",Republican,0.5,0.6666666666666666,,,R, Joseph Pitts ,Pitts,Pitts,JosephPittsR, Joseph Pitts ,Joseph,,,,,,,,,,,,,,,,,,,,,,,
400340,"Rep. Harold “Hal” Rogers [R, 1981-2022]",Republican,0.75,0.6666666666666666,0.8,0.0,R, Harold “Hal” Rogers ,Rogers,Rogers,HaroldRogersR, Harold “Hal” Rogers ,Harold,,,,,,,,,,,,,,,,,,,,,,,
