House Vote #288 2016-06-09T18:20:00 - H.R. 5278: PROMESA
person,state,district,vote,name,party
412563,NY,27,Aye,"Rep. Chris Collins [R, 2013-2019]",Republican
412564,OH,2,Aye,"Rep. Brad Wenstrup [R, 2013-2022]",Republican
412565,OH,3,Aye,"Rep. Joyce Beatty [D, 2013-2022]",Democrat
412566,OH,14,No,"Rep. David Joyce [R, 2013-2022]",Republican
412567,OK,1,No,"Rep. Jim Bridenstine [R, 2013-2018]",Republican
412568,OK,2,No,"Rep. Markwayne Mullin [R, 2013-2022]",Republican
412569,PA,4,No,"Rep. Scott Perry [R, 2013-2018]",Republican
412570,PA,12,Aye,"Rep. Keith Rothfus [R, 2013-2018]",Republican
412571,PA,17,Aye,"Rep. Matthew “Matt” Cartwright [D, 2013-2018]",Democrat
412572,SC,7,Aye,"Rep. Tom Rice [R, 2013-2022]",Republican
412574,TX,14,No,"Rep. Randy Weber Sr. [R, 2013-2022]",Republican
412575,TX,16,Aye,"Rep. Beto O’Rourke [D, 2013-2018]",Democrat
412576,TX,20,Aye,"Rep. Joaquin Castro [D, 2013-2022]",Democrat
412578,TX,25,Aye,"Rep. Roger Williams [R, 2013-2022]",Republican
412579,TX,33,Aye,"Rep. Marc Veasey [D, 2013-2022]",Democrat
412580,TX,34,No,"Rep. Filemon Vela [D, 2013-2022]",Democrat
412581,UT,2,Aye,"Rep. Chris Stewart [R, 2013-2022]",Republican
412583,WA,6,Aye,"Rep. Derek Kilmer [D, 2013-2022]",Democrat
412584,WA,10,Aye,"Rep. Denny Heck [D, 2013-2020]",Democrat
412585,WI,2,Aye,"Rep. Mark Pocan [D, 2013-2022]",Democrat
412595,IL,2,Aye,"Rep. Robin Kelly [D, 2013-2022]",Democrat
412596,MO,8,No,"Rep. Jason Smith [R, 2013-2022]",Republican
412600,MA,5,Aye,"Rep. Katherine Clark [D, 2013-2022]",Democrat
412601,AL,1,Aye,"Rep. Bradley Byrne [R, 2014-2020]",Republican
412603,FL,13,Aye,"Rep. David Jolly [R, 2014-2016]",Republican
412604,FL,19,No,"Rep. Curtis “Curt” Clawson [R, 2014-2016]",Republican
412605,VA,7,No,"Rep. David “Dave” Brat [R, 2014-2018]",Republican
412606,NJ,1,No,"Rep. Donald Norcross [D, 2014-2022]",Democrat
412607,NC,12,Aye,"Rep. Alma Adams [D, 2014-2022]",Democrat
412608,AL,6,No,"Rep. Gary Palmer [R, 2015-2022]",Republican
412609,AR,2,Aye,"Rep. French Hill [R, 2015-2022]",Republican
412610,AR,4,Aye,"Rep. Bruce Westerman [R, 2015-2022]",Republican
412611,AZ,2,Aye,"Rep. Martha McSally [R, 2015-2018]",Republican
412612,AZ,7,Aye,"Rep. Ruben Gallego [D, 2015-2022]",Democrat
412613,CA,11,Aye,"Rep. Mark DeSaulnier [D, 2015-2022]",Democrat
412614,CA,25,No,"Rep. Steve Knight [R, 2015-2018]",Republican
412615,CA,31,Aye,"Rep. Pete Aguilar [D, 2015-2022]",Democrat
412616,CA,33,Not Voting,"Rep. Ted Lieu [D, 2015-2022]",Democrat
412617,CA,35,No,"Rep. Norma Torres [D, 2015-2022]",Democrat
412618,CA,45,Aye,"Rep. Mimi Walters [R, 2015-2018]",Republican
412619,CO,4,No,"Rep. Ken Buck [R, 2015-2022]",Republican
412620,FL,2,Aye,"Rep. Gwen Graham [D, 2015-2016]",Democrat
412621,FL,26,Aye,"Rep. Carlos Curbelo [R, 2015-2018]",Republican
412622,GA,1,Aye,"Rep. Earl “Buddy” Carter [R, 2015-2022]",Republican
412623,GA,10,No,"Rep. Jody Hice [R, 2015-2022]",Republican
412624,GA,11,Aye,"Rep. Barry Loudermilk [R, 2015-2022]",Republican
412625,GA,12,No,"Rep. Rick Allen [R, 2015-2022]",Republican
412626,HI,1,Not Voting,"Rep. Mark Takai [D, 2015-2016]",Democrat
412627,IA,1,No,"Rep. Rod Blum [R, 2015-2018]",Republican
412628,IA,3,Aye,"Rep. David Young [R, 2015-2018]",Republican
412629,IL,12,Aye,"Rep. Mike Bost [R, 2015-2022]",Republican
412630,LA,5,No,"Rep. Ralph Abraham [R, 2015-2020]",Republican
412631,LA,6,Aye,"Rep. Garret Graves [R, 2015-2022]",Republican
412632,MA,6,Aye,"Rep. Seth Moulton [D, 2015-2022]",Democrat
412633,ME,2,No,"Rep. Bruce Poliquin [R, 2015-2018]",Republican
412634,MI,4,Aye,"Rep. John Moolenaar [R, 2015-2022]",Republican
412635,MI,8,Aye,"Rep. Mike Bishop [R, 2015-2018]",Republican
412636,MI,11,Aye,"Rep. Dave Trott [R, 2015-2018]",Republican
412637,MI,12,Aye,"Rep. Debbie Dingell [D, 2015-2022]",Democrat
412638,MI,14,Aye,"Rep. Brenda Lawrence [D, 2015-2022]",Democrat
412639,MN,6,No,"Rep. Tom Emmer [R, 2015-2022]",Republican
412640,MT,0,Aye,"Rep. Ryan Zinke [R, 2015-2017]",Republican
412641,NC,7,No,"Rep. David Rouzer [R, 2015-2022]",Republican
412642,NE,2,No,"Rep. Brad Ashford [D, 2015-2016]",Democrat
412643,NJ,3,Aye,"Rep. Tom MacArthur [R, 2015-2018]",Republican
412644,NJ,12,Aye,"Rep. Bonnie Watson Coleman [D, 2015-2022]",Democrat
412645,NV,4,Not Voting,"Rep. Cresent Hardy [R, 2015-2016]",Republican
412646,NY,1,No,"Rep. Lee Zeldin [R, 2015-2022]",Republican
412647,NY,4,Aye,"Rep. Kathleen Rice [D, 2015-2022]",Democrat
412648,NY,21,Aye,"Rep. Elise Stefanik [R, 2015-2022]",Republican
412649,NY,24,Aye,"Rep. John Katko [R, 2015-2022]",Republican
412650,OK,5,Aye,"Rep. Steve Russell [R, 2015-2018]",Republican
412651,PA,6,Aye,"Rep. Ryan Costello [R, 2015-2018]",Republican
412652,PA,13,No,"Rep. Brendan Boyle [D, 2015-2018]",Democrat
412653,TX,4,No,"Rep. John Ratcliffe [R, 2015-2020]",Republican
412654,TX,23,Aye,"Rep. Will Hurd [R, 2015-2020]",Republican
412655,TX,36,No,"Rep. Brian Babin [R, 2015-2022]",Republican
412656,UT,4,Aye,"Rep. Mia Love [R, 2015-2018]",Republican
412657,VA,8,Aye,"Rep. Donald Beyer Jr. [D, 2015-2022]",Democrat
412658,VA,10,Aye,"Rep. Barbara Comstock [R, 2015-2018]",Republican
412660,WA,4,No,"Rep. Dan Newhouse [R, 2015-2022]",Republican
412661,WI,6,Aye,"Rep. Glenn Grothman [R, 2015-2022]",Republican
412662,WV,2,No,"Rep. Alexander Mooney [R, 2015-2022]",Republican
412663,WV,3,No,"Rep. Evan Jenkins [R, 2015-2018]",Republican
412670,NC,6,Aye,"Rep. Mark Walker [R, 2015-2020]",Republican
412672,NY,11,Aye,"Rep. Daniel Donovan Jr. [R, 2015-2018]",Republican
412673,MS,1,No,"Rep. Trent Kelly [R, 2015-2022]",Republican
412674,IL,18,Aye,"Rep. Darin LaHood [R, 2015-2022]",Republican
412675,OH,8,No,"Rep. Warren Davidson [R, 2016-2022]",Republican
