person,VoteAlongRatio_Film,VoteAlongRatio_FS_IIR,VoteAlongRatio_FS_FSS,VoteAlongRatio_FS_CM,VoteAlongRatio_FS_REB,sex_female,sex_male,Year_2012,Year_2014,Year_2016,Year_2018,ethnicity_asian,ethnicity_black,ethnicity_hispanic,ethnicity_islander,ethnicity_native,ethnicity_white,party_short_D,party_short_R,MODELING_GROUP,Disney_Donations_Diff,Bloomberg_Donations_Diff,Citadel_Donations_Diff
75,0.0,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.6666666666666666,1,0,1,0,0,0,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0.0
77,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
77,0.0,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
77,0.0,0.14285714285714285,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
77,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
78,0.0,0.5,0.3333333333333333,0.5714285714285714,1.0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,-3000.0,0.0,0.0
78,0.0,0.8,0.3333333333333333,0.4,0.5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,-2500.0,0.0,0.0
78,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,35020.0,5.0,5.0
78,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
79,0.0,0.42857142857142855,0.6666666666666666,0.25,0.3333333333333333,0,1,0,0,1,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
79,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,TRAINING,,,
79,0.0,0.8,0.3333333333333333,0.8,1.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
79,0.0,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,1,0,0,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
80,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,1,0,0,0,1,0,0,0,0,0,1,0,TESTING,0.0,0.0,0.0
80,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,1,0,0,0,0,0,1,0,TESTING,0.0,0.0,0.0
80,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,TESTING,0.0,0.0,0.0
80,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,TESTING,,,
81,0.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,1,0,0,0,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0.0
81,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0.0
81,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0.0
81,0.0,0.5,1.0,1.0,1.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,TESTING,,,
82,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
82,0.0,0.42857142857142855,0.5555555555555556,0.0,0.3333333333333333,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,-1000.0,0.0,0.0
82,0.0,0.8,0.3333333333333333,0.4,0.75,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,-50.0,0.0,0.0
82,0.0,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,1050.0,0.0,0.0
84,0.0,0.16666666666666666,0.0,0.5714285714285714,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
84,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
84,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
84,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TRAINING,,,
85,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,1,0,0,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0.0
85,0.0,0.6,0.0,0.2,0.0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0.0
85,0.0,0.42857142857142855,0.2222222222222222,0.25,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,25.0,25.0
85,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,TESTING,,,
86,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
86,0.0,0.2857142857142857,0.4444444444444444,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
86,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
86,0.0,0.5,0.0,0.7142857142857143,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
89,0.0,0.16666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,1,0,1,0,0,0,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,0.0
89,0.0,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,0.0
89,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,0.0
89,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1,0,0,0,0,1,0,0,1,0,0,0,1,0,TRAINING,,,
90,0.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
90,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
90,0.0,0.14285714285714285,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
90,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
91,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,TRAINING,2000.0,0.0,0.0
91,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,TRAINING,,,
91,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,1,0,0,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
95,0.0,0.2857142857142857,0.8888888888888888,0.25,0.3333333333333333,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
95,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TRAINING,,,
95,0.0,0.5,0.3333333333333333,0.7142857142857143,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
95,0.0,0.0,0.3333333333333333,0.0,1.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
96,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,TRAINING,,,
96,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,TRAINING,-2485.0,-50.0,-50.0
96,0.0,0.6,0.3333333333333333,0.2,0.25,1,0,0,1,0,0,0,0,0,0,0,1,1,0,TRAINING,6000.0,550.0,550.0
96,0.0,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,0,1,1,0,TRAINING,-2500.0,0.0,0.0
100,0.0,0.5,0.3333333333333333,0.7142857142857143,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
100,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
100,0.0,0.14285714285714285,0.4444444444444444,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
100,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
102,0.0,0.3333333333333333,0.0,0.5714285714285714,0.6666666666666666,0,1,1,0,0,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
102,0.0,0.8,0.3333333333333333,0.4,0.5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
102,0.0,0.14285714285714285,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
102,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,TRAINING,,,
103,0.0,0.42857142857142855,0.7777777777777778,0.25,0.3333333333333333,0,1,0,0,1,0,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,0.0
103,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,TRAINING,,,
103,0.0,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,1,0,0,0,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,0.0
103,0.0,0.6,0.3333333333333333,0.6,0.75,0,1,0,1,0,0,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,0.0
104,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,1,0,0,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
104,0.0,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
104,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
104,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,TRAINING,,,
105,0.0,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,1,0,1,0,0,0,1,0,0,0,0,0,1,0,TESTING,2500.0,0.0,0.0
105,0.0,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,1,0,0,0,0,0,1,0,TESTING,-2500.0,0.0,0.0
105,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,TESTING,0.0,0.0,0.0
105,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,TESTING,,,
107,0.0,0.5,0.0,0.7142857142857143,0.3333333333333333,0,1,1,0,0,0,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0.0
107,0.0,0.8,0.6666666666666666,0.6,0.75,0,1,0,1,0,0,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0.0
107,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0.0
107,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,TESTING,,,
108,0.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
108,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
108,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
108,0.0,0.5,0.0,0.7142857142857143,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
109,0.0,0.5,0.6666666666666666,0.7142857142857143,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
109,0.0,0.8,0.3333333333333333,0.4,0.5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
109,0.0,0.2857142857142857,0.4444444444444444,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
109,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
110,0.0,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
110,0.0,0.8,0.3333333333333333,0.4,0.5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
110,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
110,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TRAINING,,,
111,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,0,1,1,0,TRAINING,3500.0,0.0,0.0
111,0.0,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,0,0,0,0,1,1,0,TRAINING,-3500.0,0.0,0.0
111,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
111,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,TRAINING,,,
114,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TRAINING,,,
114,0.0,0.2857142857142857,0.5555555555555556,0.0,0.3333333333333333,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TRAINING,5.0,0.0,0.0
114,0.0,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
114,0.0,0.8,0.3333333333333333,0.6,0.75,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
115,0.0,0.16666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
115,0.0,0.8,0.3333333333333333,0.6,0.25,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,1000.0,0.0,0.0
115,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,-1000.0,0.0,0.0
115,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
116,0.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
116,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
116,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
116,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
120,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,TRAINING,,,
120,0.0,0.2857142857142857,0.2222222222222222,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,TRAINING,1500.0,0.0,0.0
120,0.0,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,1,0,0,0,0,1,0,TRAINING,2000.0,0.0,0.0
120,0.0,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,1,0,0,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
121,0.0,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
121,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
121,0.0,0.2857142857142857,0.4444444444444444,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
121,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
122,0.0,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
122,0.0,0.6,0.0,0.2,0.0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
122,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
122,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
124,0.0,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
124,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
124,0.0,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
124,0.0,0.8,0.3333333333333333,0.6,0.5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
125,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,1,0,0,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0.0
125,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0.0
125,0.0,0.42857142857142855,0.4444444444444444,0.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0.0
125,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,TESTING,,,
126,0.0,0.3333333333333333,0.0,0.7142857142857143,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,-250.0,0.0,0.0
126,0.0,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
126,0.0,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,650.0,0.0,0.0
126,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
135,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
135,0.0,0.3333333333333333,0.0,0.5714285714285714,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
135,0.0,0.8,0.3333333333333333,0.4,0.5,1,0,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
135,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
137,0.0,0.5,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TRAINING,,,
137,0.0,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
137,0.0,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
137,0.0,0.6,0.0,0.6,0.5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
138,0.0,0.5,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
138,0.0,0.8,0.3333333333333333,0.4,0.5,1,0,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
138,0.0,0.42857142857142855,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0.0
138,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
139,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
139,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
139,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,50.0,50.0
139,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TRAINING,,,
140,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,TRAINING,,,
140,0.0,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,1,0,0,0,1,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
140,0.0,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
140,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,1,0,0,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
142,0.0,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.6666666666666666,1,0,1,0,0,0,1,0,0,0,0,0,1,0,TESTING,1000.0,0.0,0.0
142,0.0,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,1,0,0,0,0,0,1,0,TESTING,-1000.0,0.0,0.0
142,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,TESTING,-1000.0,0.0,0.0
142,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,TESTING,,,
143,0.0,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0,1,1,0,0,0,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0.0
143,0.0,0.8,0.3333333333333333,0.6,0.5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,TESTING,-2000.0,0.0,0.0
143,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,TESTING,5400.0,0.0,0.0
143,0.0,1.0,1.0,1.0,0.6666666666666666,0,1,0,0,0,1,0,0,1,0,0,0,1,0,TESTING,,,
146,0.0,0.42857142857142855,0.5555555555555556,0.0,0.3333333333333333,1,0,0,0,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0.0
146,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,TESTING,,,
146,0.0,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,1,0,0,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0.0
146,0.0,0.8,0.3333333333333333,0.6,0.75,1,0,0,1,0,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0.0
147,0.0,1.0,1.0,1.0,0.6666666666666666,1,0,0,0,0,1,0,1,0,0,0,0,1,0,TESTING,,,
147,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,TESTING,-1500.0,0.0,0.0
147,0.0,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,1,0,0,0,0,1,0,TESTING,-4050.0,0.0,0.0
147,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,1,0,1,0,0,0,0,1,0,0,0,0,1,0,TESTING,6050.0,0.0,0.0
149,0.0,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,1,0,1,0,0,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
149,0.0,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
149,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0.0
149,0.0,0.75,0.6666666666666666,1.0,0.6666666666666666,1,0,0,0,0,1,0,1,0,0,0,0,1,0,TRAINING,,,
151,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,1.0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,TRAINING,1000.0,0.0,0.0
151,0.0,0.8,0.3333333333333333,0.4,0.5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,TRAINING,1500.0,0.0,0.0
151,0.0,0.2857142857142857,0.5555555555555556,0.0,0.3333333333333333,0,1,0,0,1,0,0,1,0,0,0,0,1,0,TRAINING,7500.0,0.0,0.0
151,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,TRAINING,,,
152,0.0,0.8,0.3333333333333333,0.4,0.5,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
152,0.0,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
152,0.0,0.2857142857142857,0.4444444444444444,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0.0
152,0.0,1.0,1.0,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TRAINING,,,
153,0.0,1.0,1.0,1.0,0.6666666666666666,0,1,0,0,0,1,0,0,0,0,0,1,1,0,TESTING,,,
153,0.0,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,TESTING,1300.0,0.0,0.0
153,0.0,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,1,0,0,0,0,0,0,0,0,1,1,0,TESTING,-1500.0,-500.0,-500.0
153,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,0,0,0,1,1,0,TESTING,750.0,0.0,0.0
155,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,TRAINING,,,
