pageid,party_x,wikidataid,wikititle,name_x,sex,ethnicity,religion,birth,death,birthplace,deathplace,Number_Sessions_Served,Session_113,Session_114,Session_115,Session_116,first,last,ID_NameParty,party_y,Bloomberg_donations2012,Bloomberg_donations2014,Bloomberg_donations2016,Bloomberg_donations2018,party_x,Citadel_donations2012,Citadel_donations2014,Citadel_donations2016,Citadel_donations2018,person,name_y,VoteAlong113thRatio_FS_IIR,VoteAlong114thRatio_FS_IIR,VoteAlong115thRatio_FS_IIR,VoteAlong116thRatio_FS_IIR,VoteAlong113thRatio_FS_FSS,VoteAlong114thRatio_FS_FSS,VoteAlong115thRatio_FS_FSS,VoteAlong116thRatio_FS_FSS,VoteAlong113thRatio_FS_CM,VoteAlong114thRatio_FS_CM,VoteAlong115thRatio_FS_CM,VoteAlong116thRatio_FS_CM,VoteAlong113thRatio_FS_REB,VoteAlong114thRatio_FS_REB,VoteAlong115thRatio_FS_REB,VoteAlong116thRatio_FS_REB,party_short,Pure_name,LastName,FirstName,name,party_y,VoteAlong113thRatio_Film,VoteAlong114thRatio_Film,VoteAlong115thRatio_Film,VoteAlong116thRatio_Film
409003,D,Q469115,Lucille_Roybal-Allard,Lucille Roybal-Allard,female,hispanic,catholicism,1941-06-12,,"34.03389,-118.20444",,4,True,True,True,True,Lucille,Roybal-Allard,LucilleRoybal-AllardD,,,,,,,,,,,400347.0,"Rep. Lucille Roybal-Allard [D, 2013-2022]",0.5,0.8,0.2857142857142857,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Lucille Roybal-Allard ,Roybal-Allard,Lucille,"Rep. Lucille Roybal-Allard [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,0.5
37017445,D,Q399593,Mark_Takano,Mark Takano,male,asian,,1960-12-10,,"33.94806,-117.39613",,4,True,True,True,True,Mark,Takano,MarkTakanoD,,,,,,,,,,,412520.0,"Rep. Mark Takano [D, 2013-2022]",0.3333333333333333,0.6,0.2857142857142857,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5714285714285714,0.2,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,D, Mark Takano ,Takano,Mark,"Rep. Mark Takano [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0
409679,R,Q538978,Ken_Calvert,Ken Calvert,male,white,protestantism,1953-06-08,,"33.86667,-117.56667",,4,True,True,True,True,Ken,Calvert,KenCalvertR,,,,,,,,,,,400057.0,"Rep. Ken Calvert [R, 2013-2022]",0.8333333333333334,1.0,0.8571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Ken Calvert ,Calvert,Ken,"Rep. Ken Calvert [R, 2013-2022]",Republican,0.75,0.6666666666666666,0.8,0.0
409013,D,Q461727,Maxine_Waters,Maxine Waters,female,black,catholicism,1938-08-15,,"38.74028,-90.32306",,4,True,True,True,True,Maxine,Waters,MaxineWatersD,,,,,,,,,,,400422.0,"Rep. Maxine Waters [D, 2013-2022]",0.3333333333333333,,0.2857142857142857,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5714285714285714,,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,D, Maxine Waters ,Waters,Maxine,"Rep. Maxine Waters [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.8,1.0
8792865,D,Q3740782,Alan_Lowenthal,Alan Lowenthal,male,white,,1941-03-08,,"40.72833,-73.99417",,4,True,True,True,True,Alan,Lowenthal,AlanLowenthalD,,,,,,,,,,,412521.0,"Rep. Alan Lowenthal [D, 2013-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,0.4,0.0,1.0,0.6666666666666666,0.5,0.0,1.0,D, Alan Lowenthal ,Lowenthal,Alan,"Rep. Alan Lowenthal [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0
17910806,R,Q540521,Duncan_D._Hunter,Duncan Hunter,male,white,protestantism baptist,1976-12-07,,"32.715,-117.1625",,4,True,True,True,True,Duncan,Hunter,DuncanHunterR,,,,,,,,,,,412283.0,"Rep. Duncan Hunter [R, 2013-2020]",0.8333333333333334,0.8,0.8571428571428571,,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Duncan Hunter ,Hunter,Duncan,"Rep. Duncan Hunter [R, 2013-2020]",Republican,0.75,0.6666666666666666,0.8,
17910806,R,Q540521,Duncan_D._Hunter,Duncan Hunter,male,white,protestantism baptist,1976-12-07,,"32.715,-117.1625",,4,True,True,True,True,Duncan,Hunter,DuncanHunterR,,,,,,,,,,,412283.0,"Rep. Duncan Hunter [R, 2013-2020]",0.8333333333333334,0.8,0.8571428571428571,,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Duncan Hunter ,Hunter,Duncan,"Rep. Duncan Hunter [R, 2013-2020]",,,,,
2359039,D,Q3791701,Juan_Vargas,Juan Vargas,male,hispanic,catholicism,1961-03-07,,"32.67806,-117.09917",,4,True,True,True,True,Juan,Vargas,JuanVargasD,,,,,,,,,,,412522.0,"Rep. Juan Vargas [D, 2013-2022]",0.5,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,D, Juan Vargas ,Vargas,Juan,"Rep. Juan Vargas [D, 2013-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0
11933452,D,Q3791514,Scott_Peters_(politician),Scott Peters,male,white,,1958-06-17,,"39.92694,-83.80417",,4,True,True,True,True,Scott,Peters,ScottPetersD,,,,,,,,,,,412523.0,"Rep. Scott Peters [D, 2013-2022]",0.8333333333333334,0.8,0.5714285714285714,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6,0.25,1.0,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,D, Scott Peters ,Peters,Scott,"Rep. Scott Peters [D, 2013-2022]",Democrat,0.5,0.6666666666666666,0.8,1.0
409734,D,Q460675,Susan_Davis_(politician),Susan Davis,female,white,judaism,1944-04-13,,"42.375,-71.10611",,4,True,True,True,True,Susan,Davis,SusanDavisD,,,,,,,,,,,400097.0,"Rep. Susan Davis [D, 2003-2020]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Susan Davis ,Davis,Susan,"Rep. Susan Davis [D, 2003-2020]",Democrat,0.5,0.3333333333333333,0.8,1.0
410119,D,Q437159,Diana_DeGette,Diana DeGette,female,white,protestantism reformed,1957-07-29,,"35.69389,139.41944",,4,True,True,True,True,Diana,DeGette,DianaDeGetteD,,,,,,,,,,,400101.0,"Rep. Diana DeGette [D, 1997-2022]",0.5,0.8,0.14285714285714285,1.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Diana DeGette ,DeGette,Diana,"Rep. Diana DeGette [D, 1997-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0
4176183,R,Q782994,Scott_Tipton,Scott Tipton,male,white,,1956-11-09,,"36.00194,-106.06472",,4,True,True,True,True,Scott,Tipton,ScottTiptonR,,,,,,,,,,,412405.0,"Rep. Scott Tipton [R, 2011-2020]",0.8333333333333334,0.4,0.8571428571428571,0.25,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Scott Tipton ,Tipton,Scott,"Rep. Scott Tipton [R, 2011-2020]",Republican,0.75,0.6666666666666666,0.8,0.0
6144369,R,Q371106,Doug_Lamborn,Doug Lamborn,male,white,,1954-05-24,,"39.3111,-94.9225",,4,True,True,True,True,Doug,Lamborn,DougLambornR,,,,,,,,,,,412191.0,"Rep. Doug Lamborn [R, 2007-2022]",0.8333333333333334,0.4,0.8571428571428571,0.25,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.4,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Doug Lamborn ,Lamborn,Doug,"Rep. Doug Lamborn [R, 2007-2022]",Republican,0.5,0.6666666666666666,0.6,0.0
2564157,D,Q331507,Ed_Perlmutter,Ed Perlmutter,male,white,,1953-05-01,,"39.73917,-104.98472",,4,True,True,True,True,Ed,Perlmutter,EdPerlmutterD,,,,,,,,,,,412192.0,"Rep. Ed Perlmutter [D, 2007-2022]",0.5,0.8,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,0.7142857142857143,0.4,0.0,1.0,0.3333333333333333,0.5,0.0,1.0,D, Ed Perlmutter ,Perlmutter,Ed,"Rep. Ed Perlmutter [D, 2007-2022]",Democrat,0.75,0.0,0.8,1.0
410165,D,Q357832,John_B._Larson,John Larson,male,white,catholicism,1948-07-22,,"41.76333,-72.685",,4,True,True,True,True,John,Larson,JohnLarsonD,,,,,,,,,,,400233.0,"Rep. John Larson [D, 1999-2022]",0.3333333333333333,0.6,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.2,0.0,1.0,0.3333333333333333,0.25,0.0,1.0,D, John Larson ,Larson,John,"Rep. John Larson [D, 1999-2022]",Democrat,0.25,0.3333333333333333,0.8,1.0
2274386,D,Q434470,Joe_Courtney_(politician),Joe Courtney,male,white,catholicism,1953-04-06,,"41.76333,-72.685",,4,True,True,True,True,Joe,Courtney,JoeCourtneyD,,,,,,,,,,,412193.0,"Rep. Joe Courtney [D, 2007-2022]",0.5,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.3333333333333333,0.5,0.0,1.0,D, Joe Courtney ,Courtney,Joe,"Rep. Joe Courtney [D, 2007-2022]",Democrat,0.0,0.3333333333333333,0.8,1.0
410173,D,Q434952,Rosa_DeLauro,Rosa L. DeLauro,female,white,catholicism,1943-03-02,,"41.30833,-72.925",,4,True,True,True,True,Rosa,DeLauro,RosaDeLauroD,,,,,,,,,,,400103.0,"Rep. Rosa DeLauro [D, 1991-2022]",0.3333333333333333,0.8,0.14285714285714285,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.4,0.0,1.0,0.3333333333333333,0.25,0.0,0.6666666666666666,D, Rosa DeLauro ,DeLauro,Rosa,"Rep. Rosa DeLauro [D, 1991-2022]",Democrat,0.0,0.3333333333333333,0.8,1.0
16126047,D,Q1689111,Jim_Himes,Jim Himes,male,white,,1966-07-05,,"-12.05,-77.03333",,4,True,True,True,True,Jim,Himes,JimHimesD,D,0.0,1000.0,0.0,0.0,D,0.0,1000.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35461981,R,Q3090476,Ted_Yoho,Ted Yoho,male,white,catholicism,1955-04-13,,"44.9733,-93.2643",,4,True,True,True,True,Ted,Yoho,TedYohoR,,,,,,,,,,,412525.0,"Rep. Ted Yoho [R, 2013-2020]",0.8333333333333334,0.4,0.7142857142857143,0.25,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,0.75,1.0,0.3333333333333333,0.75,1.0,0.0,R, Ted Yoho ,Yoho,Ted,"Rep. Ted Yoho [R, 2013-2020]",Republican,0.75,0.6666666666666666,0.4,0.0
9255511,R,Q862373,Bill_Posey,Bill Posey,male,white,protestantism methodist,1947-12-18,,"38.895,-77.03667",,4,True,True,True,True,Bill,Posey,BillPoseyR,,,,,,,,,,,412309.0,"Rep. Bill Posey [R, 2013-2022]",0.8333333333333334,0.4,0.8571428571428571,0.25,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,0.75,1.0,0.3333333333333333,0.75,0.6666666666666666,0.3333333333333333,R, Bill Posey ,Posey,Bill,"Rep. Bill Posey [R, 2013-2022]",Republican,0.5,0.6666666666666666,0.4,0.0
13719578,R,Q1163099,Daniel_Webster_(Florida_politician),Daniel Webster,male,white,,1949-04-27,,"38.34722,-81.63333",,4,True,True,True,True,Daniel,Webster,DanielWebsterR,,,,,,,,,,,412410.0,"Rep. Daniel Webster [R, 2013-2016]",0.8333333333333334,0.6,,,0.3333333333333333,0.3333333333333333,,,0.7142857142857143,0.6,,1.0,0.6666666666666666,0.75,,,R, Daniel Webster ,Webster,Daniel,"Rep. Daniel Webster [R, 2013-2016]",Republican,0.5,0.6666666666666666,,
13719578,R,Q1163099,Daniel_Webster_(Florida_politician),Daniel Webster,male,white,,1949-04-27,,"38.34722,-81.63333",,4,True,True,True,True,Daniel,Webster,DanielWebsterR,,,,,,,,,,,412410.0,"Rep. Daniel Webster [R, 2013-2016]",0.8333333333333334,0.6,,,0.3333333333333333,0.3333333333333333,,,0.7142857142857143,0.6,,1.0,0.6666666666666666,0.75,,,R, Daniel Webster ,Webster,Daniel,"Rep. Daniel Webster [R, 2017-2022]",Republican,,,0.6,0.0
13719578,R,Q1163099,Daniel_Webster_(Florida_politician),Daniel Webster,male,white,,1949-04-27,,"38.34722,-81.63333",,4,True,True,True,True,Daniel,Webster,DanielWebsterR,,,,,,,,,,,412410.0,"Rep. Daniel Webster [R, 2017-2022]",,,0.7142857142857143,0.25,,,0.8888888888888888,0.3333333333333333,,,1.0,1.0,,,1.0,0.3333333333333333,R, Daniel Webster ,Webster,Daniel,"Rep. Daniel Webster [R, 2013-2016]",Republican,0.5,0.6666666666666666,,
13719578,R,Q1163099,Daniel_Webster_(Florida_politician),Daniel Webster,male,white,,1949-04-27,,"38.34722,-81.63333",,4,True,True,True,True,Daniel,Webster,DanielWebsterR,,,,,,,,,,,412410.0,"Rep. Daniel Webster [R, 2017-2022]",,,0.7142857142857143,0.25,,,0.8888888888888888,0.3333333333333333,,,1.0,1.0,,,1.0,0.3333333333333333,R, Daniel Webster ,Webster,Daniel,"Rep. Daniel Webster [R, 2017-2022]",Republican,,,0.6,0.0
5648306,R,Q1555314,Gus_Bilirakis,Gus Bilirakis,male,white,orthodox eastern,1963-02-08,,"29.66528,-82.33611",,4,True,True,True,True,Gus,Bilirakis,GusBilirakisR,,,,,,,,,,,412250.0,"Rep. Gus Bilirakis [R, 2013-2022]",0.8333333333333334,0.8,0.7142857142857143,0.25,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.0,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Gus Bilirakis ,Bilirakis,Gus,"Rep. Gus Bilirakis [R, 2013-2022]",Republican,0.75,0.6666666666666666,1.0,0.0
5508806,D,Q458492,Kathy_Castor,Kathy Castor,female,white,,1966-08-20,,"25.78333,-80.21667",,4,True,True,True,True,Kathy,Castor,KathyCastorD,,,,,,,,,,,412195.0,"Rep. Kathy Castor [D, 2013-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Kathy Castor ,Castor,Kathy,"Rep. Kathy Castor [D, 2013-2022]",Democrat,0.5,0.3333333333333333,0.8,1.0
6870542,R,Q2517229,Vern_Buchanan,Vern Buchanan,male,white,,1951-05-08,,"42.33167,-83.0475",,4,True,True,True,True,Vern,Buchanan,VernBuchananR,,,,,,,,,,,412196.0,"Rep. Vern Buchanan [R, 2013-2022]",0.8333333333333334,1.0,0.8571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,R, Vern Buchanan ,Buchanan,Vern,"Rep. Vern Buchanan [R, 2013-2022]",Republican,0.75,0.6666666666666666,0.6,0.0
411264,D,Q1758631,Alcee_Hastings,Alcee L. Hastings,male,black,protestantism methodist,1936-09-05,,"28.66139,-81.39194",,4,True,True,True,True,Alcee,Hastings,AlceeHastingsD,,,,,,,,,,,400170.0,"Rep. Alcee Hastings [D, 2013-2021]",0.3333333333333333,0.8,0.42857142857142855,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Alcee Hastings ,Hastings,Alcee,"Rep. Alcee Hastings [D, 2013-2022]",Democrat,0.0,0.6666666666666666,0.8,1.0
13719052,D,Q245724,Ted_Deutch,Ted Deutch,male,white,,1966-05-07,,"40.62611,-75.37556",,4,True,True,True,True,Ted,Deutch,TedDeutchD,D,0.0,2600.0,0.0,0.0,D,0.0,2600.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31254090,D,Q3182451,Lois_Frankel,Lois Frankel,female,white,,1948-05-17,,"40.67,-73.94",,4,True,True,True,True,Lois,Frankel,LoisFrankelD,,,,,,,,,,,412529.0,"Rep. Lois Frankel [D, 2013-2016]",0.3333333333333333,0.8,,,0.3333333333333333,0.3333333333333333,,,0.5714285714285714,0.4,,1.0,0.0,0.25,,,D, Lois Frankel ,Frankel,Lois,"Rep. Lois Frankel [D, 2013-2016]",Democrat,0.25,0.3333333333333333,,
31254090,D,Q3182451,Lois_Frankel,Lois Frankel,female,white,,1948-05-17,,"40.67,-73.94",,4,True,True,True,True,Lois,Frankel,LoisFrankelD,,,,,,,,,,,412529.0,"Rep. Lois Frankel [D, 2013-2016]",0.3333333333333333,0.8,,,0.3333333333333333,0.3333333333333333,,,0.5714285714285714,0.4,,1.0,0.0,0.25,,,D, Lois Frankel ,Frankel,Lois,"Rep. Lois Frankel [D, 2017-2022]",Democrat,,,0.8,1.0
31254090,D,Q3182451,Lois_Frankel,Lois Frankel,female,white,,1948-05-17,,"40.67,-73.94",,4,True,True,True,True,Lois,Frankel,LoisFrankelD,,,,,,,,,,,412529.0,"Rep. Lois Frankel [D, 2017-2022]",,,0.2857142857142857,1.0,,,0.3333333333333333,1.0,,,0.0,1.0,,,0.0,1.0,D, Lois Frankel ,Frankel,Lois,"Rep. Lois Frankel [D, 2013-2016]",Democrat,0.25,0.3333333333333333,,
31254090,D,Q3182451,Lois_Frankel,Lois Frankel,female,white,,1948-05-17,,"40.67,-73.94",,4,True,True,True,True,Lois,Frankel,LoisFrankelD,,,,,,,,,,,412529.0,"Rep. Lois Frankel [D, 2017-2022]",,,0.2857142857142857,1.0,,,0.3333333333333333,1.0,,,0.0,1.0,,,0.0,1.0,D, Lois Frankel ,Frankel,Lois,"Rep. Lois Frankel [D, 2017-2022]",Democrat,,,0.8,1.0
1164072,D,Q50104,Debbie_Wasserman_Schultz,Debbie Wasserman Schultz,female,white,judaism,1966-09-27,,"40.71611,-73.85",,4,True,True,True,True,Debbie,Schultz,DebbieSchultzD,D,0.0,0.0,550.0,500.0,D,0.0,0.0,550.0,500.0,400623.0,"Rep. Debbie Wasserman Schultz [D, 2013-2022]",0.3333333333333333,0.6,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.2857142857142857,0.2,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Debbie Wasserman Schultz ,Schultz,Debbie,"Rep. Debbie Wasserman Schultz [D, 2013-2022]",Democrat,0.5,0.3333333333333333,0.8,1.0
13719198,D,Q461504,Frederica_Wilson,Frederica Wilson,female,black,,1942-11-05,,"25.78333,-80.21667",,4,True,True,True,True,Frederica,Wilson,FredericaWilsonD,,,,,,,,,,,412412.0,"Rep. Frederica Wilson [D, 2013-2022]",0.5,0.8,0.2857142857142857,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,0.6666666666666666,D, Frederica Wilson ,Wilson,Frederica,"Rep. Frederica Wilson [D, 2013-2022]",Democrat,0.25,0.3333333333333333,0.8,0.5
411276,R,Q767270,Mario_Díaz-Balart,Mario Diaz-Balart,male,hispanic,catholicism,1961-09-25,,"26.13583,-80.14194",,4,True,True,True,True,Mario,Diaz-Balart,MarioDiaz-BalartR,,,,,,,,,,,400108.0,"Rep. Mario Diaz-Balart [R, 2013-2022]",0.8333333333333334,1.0,0.5714285714285714,0.5,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.7142857142857143,0.8,0.75,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Mario Diaz-Balart ,Diaz-Balart,Mario,"Rep. Mario Diaz-Balart [R, 2013-2022]",Republican,0.75,1.0,0.8,0.0
411731,D,Q983428,Sanford_Bishop,"Sanford D. Bishop, Jr.",male,black,protestantism baptist,1947-02-04,,"30.72767,-88.05267",,4,True,True,True,True,Sanford,Jr.,SanfordJr.D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6031063,D,Q983537,Hank_Johnson,Hank Johnson,male,black,soka gakkai,1954-10-02,,"38.895,-77.03667",,4,True,True,True,True,Hank,Johnson,HankJohnsonD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411737,D,Q45380,John_Lewis_(civil_rights_leader),John Lewis,male,black,protestantism baptist,1940-02-21,,"31.80196,-85.96732",,4,True,True,True,True,John,Lewis,JohnLewisD,D,0.0,0.0,0.0,58.0,D,0.0,0.0,0.0,58.0,400240.0,"Rep. John Lewis [D, 1987-2020]",0.3333333333333333,0.8,0.14285714285714285,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, John Lewis ,Lewis,John,"Rep. John Lewis [D, 1987-2020]",Democrat,0.0,0.3333333333333333,0.6,0.5
28722293,R,Q2156128,Rob_Woodall,Rob Woodall,male,white,,1970-02-11,,"33.95528,-83.38306",,4,True,True,True,True,Rob,Woodall,RobWoodallR,,,,,,,,,,,412416.0,"Rep. Rob Woodall [R, 2011-2020]",0.8333333333333334,1.0,0.8571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Rob Woodall ,Woodall,Rob,"Rep. Rob Woodall [R, 2011-2020]",Republican,0.75,0.6666666666666666,0.8,0.0
23939531,R,Q781167,Austin_Scott_(politician),Austin Scott,male,white,,1969-12-10,,"33.47,-81.975",,4,True,True,True,True,Austin,Scott,AustinScottR,,,,,,,,,,,412417.0,"Rep. Austin Scott [R, 2011-2022]",0.8333333333333334,0.6,0.8571428571428571,0.5,0.3333333333333333,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,R, Austin Scott ,Scott,Austin,"Rep. Austin Scott [R, 2011-2022]",Republican,0.5,0.6666666666666666,0.8,0.0
36893778,R,Q3162841,Doug_Collins_(politician),Doug Collins,male,white,,1966-08-16,,"34.3044,-83.8339",,4,True,True,True,True,Doug,Collins,DougCollinsR,,,,,,,,,,,412531.0,"Rep. Doug Collins [R, 2013-2020]",0.8333333333333334,0.8,0.8571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.5714285714285714,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Doug Collins ,Collins,Doug,"Rep. Doug Collins [R, 2013-2020]",Republican,0.75,0.6666666666666666,0.8,0.0
411853,D,Q132071,David_Scott_(Georgia_politician),David Scott,male,black,protestantism baptist,1945-06-27,,"33.99778,-79.2025",,4,True,True,True,True,David,Scott,DavidScottD,,,,,,,,,,,400363.0,"Rep. David Scott [D, 2003-2022]",0.5,0.8,0.42857142857142855,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.7142857142857143,0.8,0.25,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,D, David Scott ,Scott,David,"Rep. David Scott [D, 2003-2022]",Democrat,0.5,0.6666666666666666,0.8,1.0
27452031,R,Q1647301,Tom_Graves,Tom Graves,male,white,,1970-02-03,,"27.77306,-82.64",,4,True,True,True,True,Tom,Graves,TomGravesR,,,,,,,,,,,412388.0,"Rep. Tom Graves [R, 2013-2020]",0.8333333333333334,0.8,0.8571428571428571,,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,R, Tom Graves ,Graves,Tom,"Rep. Tom Graves [R, 2013-2020]",Republican,0.75,0.6666666666666666,0.8,0.0
26328774,D,Q32620,Tulsi_Gabbard,Tulsi Gabbard,female,islander,hindu,1981-04-12,,"-14.2667,-170.667",,4,True,True,True,True,Tulsi,Gabbard,TulsiGabbardD,,,,,,,,,,,412532.0,"Rep. Tulsi Gabbard [D, 2013-2020]",0.5,0.8,0.2857142857142857,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Tulsi Gabbard ,Gabbard,Tulsi,"Rep. Tulsi Gabbard [D, 2013-2020]",Democrat,0.0,0.3333333333333333,0.8,1.0
411870,R,Q549521,Mike_Simpson,Michael K. Simpson,male,white,protestantism restorationism,1950-09-08,,"42.53611,-113.79278",,4,True,True,True,True,Michael,Simpson,MichaelSimpsonR,,,,,,,,,,,400376.0,"Rep. Michael “Mike” Simpson [R, 1999-2022]",0.8333333333333334,1.0,0.7142857142857143,0.5,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,R, Michael “Mike” Simpson ,Simpson,Michael,"Rep. Michael “Mike” Simpson [R, 1999-2022]",Republican,0.75,0.6666666666666666,0.6,0.0
411889,D,Q888599,Bobby_Rush,Bobby Rush,male,black,protestantism,1946-11-23,,"31.58222,-84.16556",,4,True,True,True,True,Bobby,Rush,BobbyRushD,,,,,,,,,,,400350.0,"Rep. Bobby Rush [D, 1993-2022]",0.3333333333333333,0.8,0.42857142857142855,1.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,1.0,0.7142857142857143,0.6,0.0,1.0,0.3333333333333333,0.25,0.0,1.0,D, Bobby Rush ,Rush,Bobby,"Rep. Bobby Rush [D, 1993-2022]",Democrat,0.0,0.3333333333333333,0.6,1.0
6520375,D,Q3437091,Robin_Kelly,Robin Kelly,female,black,,1956-04-30,,"40.67,-73.94",,4,True,True,True,True,Robin,Kelly,RobinKellyD,,,,,,,,,,,412595.0,"Rep. Robin Kelly [D, 2013-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Robin Kelly ,Kelly,Robin,"Rep. Robin Kelly [D, 2013-2022]",Democrat,0.25,0.6666666666666666,0.8,1.0
1422461,D,Q518424,Dan_Lipinski,Dan Lipinski,male,white,catholicism,1966-07-15,,"41.88194,-87.62778",,4,True,True,True,True,Dan,Lipinski,DanLipinskiD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
