person,Year,party_short,donations_dollars,partyline_percent
369,2018,R,2000.0,0.0
370,2018,R,0.0,0.5
372,2018,R,0.0,0.0
374,2018,R,2000.0,
376,2018,R,1500.0,
378,2018,R,0.0,0.0
383,2018,R,0.0,0.0
386,2018,R,1000.0,0.0
390,2018,R,0.0,0.0
391,2018,R,0.0,0.0
392,2018,R,0.0,0.0
393,2018,R,0.0,
395,2018,R,0.0,0.0
396,2018,R,0.0,0.0
398,2018,R,0.0,0.0
399,2018,R,0.0,0.0
401,2018,R,0.0,0.0
403,2018,R,2500.0,0.0
404,2018,R,0.0,0.0
405,2018,R,0.0,0.0
406,2018,R,1000.0,0.0
410,2018,R,0.0,0.0
412,2018,R,0.0,0.0
414,2018,R,0.0,
415,2018,R,0.0,
417,2018,R,0.0,
418,2018,R,0.0,0.0
419,2018,R,0.0,0.0
421,2018,R,0.0,0.0
422,2018,R,0.0,
424,2018,R,0.0,0.0
426,2018,R,0.0,0.0
427,2018,R,0.0,0.0
428,2018,R,1500.0,0.0
430,2018,R,0.0,0.0
432,2018,D,0.0,1.0
433,2018,D,0.0,1.0
505,2018,D,0.0,1.0
536,2018,R,1000.0,0.0
540,2018,R,0.0,0.0
588,2018,D,0.0,1.0
654,2018,R,0.0,0.0
656,2018,R,2000.0,0.0
660,2018,R,0.0,0.0
