party_short,donations_dollars,partyline_percent,donations_dollars_lag,data_use,MODELING_GROUP,democrat
R,0.0,0.75,0.0,0.1484,TRAINING,0
R,0.0,0.75,0.0,0.7858,TESTING,0
R,0.0,0.6666666666666666,0.0,0.7858,TESTING,0
R,0.0,0.6,0.0,0.7858,TESTING,0
R,0.0,0.0,,0.7858,TESTING,0
R,0.0,0.25,0.0,0.0863,TRAINING,0
R,0.0,0.3333333333333333,0.0,0.0863,TRAINING,0
R,0.0,0.6,0.0,0.0863,TRAINING,0
R,0.0,0.0,,0.0863,TRAINING,0
R,0.0,0.8,0.0,0.279,TRAINING,0
R,0.0,0.5,,0.279,TRAINING,0
R,0.0,0.75,0.0,0.279,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.279,TRAINING,0
R,0.0,0.5,0.0,0.7408,TESTING,0
R,0.0,0.3333333333333333,0.0,0.7408,TESTING,0
R,0.0,0.6,0.0,0.7408,TESTING,0
R,0.0,0.0,,0.7408,TESTING,0
R,0.0,0.75,0.0,0.8755,TESTING,0
R,0.0,0.6666666666666666,0.0,0.8755,TESTING,0
R,0.0,0.8,0.0,0.8755,TESTING,0
R,0.0,0.0,,0.8755,TESTING,0
R,0.0,0.75,1000.0,0.5116,TRAINING,0
R,1000.0,0.6666666666666666,1000.0,0.5116,TRAINING,0
R,1000.0,0.8,2601.0,0.5116,TRAINING,0
R,2601.0,0.0,,0.5116,TRAINING,0
R,0.0,0.6,0.0,0.6019,TESTING,0
R,0.0,0.5,,0.6019,TESTING,0
R,1000.0,1.0,0.0,0.6019,TESTING,0
R,2500.0,0.5,1000.0,0.6019,TESTING,0
R,2500.0,0.75,1000.0,0.1757,TRAINING,0
R,1000.0,0.0,0.0,0.1757,TRAINING,0
R,0.0,0.0,0.0,0.1757,TRAINING,0
R,0.0,0.0,,0.1757,TRAINING,0
R,0.0,0.0,,0.7574,TESTING,0
R,0.0,0.25,0.0,0.7574,TESTING,0
R,0.0,0.6666666666666666,0.0,0.7574,TESTING,0
R,0.0,0.4,0.0,0.7574,TESTING,0
R,1000.0,0.0,,0.6374,TESTING,0
R,4000.0,0.8,1000.0,0.6374,TESTING,0
R,2000.0,0.6666666666666666,4000.0,0.6374,TESTING,0
R,3500.0,0.75,2000.0,0.6374,TESTING,0
R,0.0,0.0,,0.6892,TESTING,0
R,0.0,0.75,0.0,0.6892,TESTING,0
R,0.0,0.6666666666666666,0.0,0.6892,TESTING,0
R,0.0,0.6,0.0,0.6892,TESTING,0
R,0.0,0.8,0.0,0.1678,TRAINING,0
R,0.0,0.0,,0.1678,TRAINING,0
R,0.0,0.75,0.0,0.1678,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.1678,TRAINING,0
R,1500.0,0.8,1500.0,0.3242,TRAINING,0
R,1500.0,0.0,,0.3242,TRAINING,0
R,6500.0,0.75,3500.0,0.3242,TRAINING,0
R,3500.0,0.6666666666666666,1500.0,0.3242,TRAINING,0
R,10000.0,0.0,,0.4636,TRAINING,0
R,9000.0,0.8,10000.0,0.4636,TRAINING,0
R,3000.0,0.6666666666666666,9000.0,0.4636,TRAINING,0
R,4000.0,0.75,3000.0,0.4636,TRAINING,0
R,0.0,0.75,0.0,0.1059,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.1059,TRAINING,0
R,0.0,0.8,0.0,0.1059,TRAINING,0
R,0.0,0.0,,0.1059,TRAINING,0
R,0.0,0.75,0.0,0.6668,TESTING,0
R,0.0,0.3333333333333333,0.0,0.6668,TESTING,0
R,0.0,0.8,0.0,0.6668,TESTING,0
R,0.0,0.0,,0.6668,TESTING,0
R,0.0,0.8,0.0,0.9914,TESTING,0
R,0.0,0.0,,0.9914,TESTING,0
R,0.0,0.75,0.0,0.9914,TESTING,0
R,0.0,0.6666666666666666,0.0,0.9914,TESTING,0
R,0.0,0.75,0.0,0.3157,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.3157,TRAINING,0
R,0.0,0.6,0.0,0.3157,TRAINING,0
R,0.0,0.0,,0.3157,TRAINING,0
R,0.0,0.75,0.0,0.5915,TESTING,0
R,0.0,0.6666666666666666,0.0,0.5915,TESTING,0
R,0.0,0.8,0.0,0.5915,TESTING,0
R,0.0,0.0,,0.5915,TESTING,0
R,0.0,0.5,0.0,0.9789,TESTING,0
R,0.0,0.6666666666666666,0.0,0.9789,TESTING,0
R,0.0,0.2,0.0,0.9789,TESTING,0
R,0.0,0.0,,0.9789,TESTING,0
R,0.0,0.0,,0.2693,TRAINING,0
R,0.0,0.8,0.0,0.2693,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.2693,TRAINING,0
R,0.0,0.75,0.0,0.2693,TRAINING,0
R,0.0,0.5,0.0,0.3627,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.3627,TRAINING,0
R,0.0,0.8,0.0,0.3627,TRAINING,0
R,0.0,0.0,,0.3627,TRAINING,0
R,4000.0,0.75,5000.0,0.9555,TESTING,0
R,5000.0,0.6666666666666666,1750.0,0.9555,TESTING,0
R,1750.0,0.8,13000.0,0.9555,TESTING,0
R,13000.0,0.0,,0.9555,TESTING,0
R,0.0,0.5,0.0,0.545,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.545,TRAINING,0
R,0.0,0.6,0.0,0.545,TRAINING,0
R,0.0,0.0,,0.545,TRAINING,0
R,0.0,0.0,,0.1663,TRAINING,0
R,0.0,0.6,0.0,0.1663,TRAINING,0
R,0.0,0.75,0.0,0.1663,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.1663,TRAINING,0
R,0.0,0.75,0.0,0.9721,TESTING,0
R,0.0,0.6666666666666666,0.0,0.9721,TESTING,0
R,0.0,0.8,0.0,0.9721,TESTING,0
R,0.0,0.0,,0.9721,TESTING,0
R,0.0,0.75,0.0,0.5592,TESTING,0
R,0.0,0.6666666666666666,0.0,0.5592,TESTING,0
R,0.0,0.8,0.0,0.5592,TESTING,0
R,0.0,0.0,,0.5592,TESTING,0
R,0.0,0.0,,0.7392,TESTING,0
R,0.0,0.4,0.0,0.7392,TESTING,0
R,0.0,0.6666666666666666,0.0,0.7392,TESTING,0
R,500.0,0.5,0.0,0.7392,TESTING,0
R,500.0,0.75,1000.0,0.1306,TRAINING,0
R,1000.0,0.6666666666666666,0.0,0.1306,TRAINING,0
R,0.0,1.0,0.0,0.1306,TRAINING,0
R,0.0,0.0,,0.1306,TRAINING,0
R,2000.0,0.75,1500.0,0.6776,TESTING,0
R,1500.0,0.6666666666666666,2500.0,0.6776,TESTING,0
R,2500.0,0.8,2950.0,0.6776,TESTING,0
R,2950.0,0.0,,0.6776,TESTING,0
R,2750.0,0.75,2500.0,0.5864,TESTING,0
R,2500.0,0.6666666666666666,3500.0,0.5864,TESTING,0
R,3500.0,0.8,2000.0,0.5864,TESTING,0
R,2000.0,0.0,,0.5864,TESTING,0
R,0.0,0.0,,0.9474,TESTING,0
R,0.0,0.8,0.0,0.9474,TESTING,0
R,0.0,0.75,0.0,0.9474,TESTING,0
R,0.0,0.6666666666666666,0.0,0.9474,TESTING,0
R,0.0,0.75,0.0,0.7526,TESTING,0
R,0.0,0.3333333333333333,0.0,0.7526,TESTING,0
R,0.0,0.8,0.0,0.7526,TESTING,0
R,0.0,0.0,,0.7526,TESTING,0
R,0.0,0.25,0.0,0.8901,TESTING,0
R,0.0,0.3333333333333333,0.0,0.8901,TESTING,0
R,0.0,0.2,50.0,0.8901,TESTING,0
R,50.0,0.0,,0.8901,TESTING,0
R,1000.0,0.0,,0.5575,TESTING,0
R,2500.0,0.8,1000.0,0.5575,TESTING,0
R,0.0,0.6666666666666666,2500.0,0.5575,TESTING,0
R,500.0,0.5,0.0,0.5575,TESTING,0
R,1000.0,0.5,1000.0,0.553,TESTING,0
R,1000.0,0.6666666666666666,0.0,0.553,TESTING,0
R,0.0,0.4,0.0,0.553,TESTING,0
R,0.0,0.0,,0.553,TESTING,0
R,0.0,0.75,0.0,0.4413,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.4413,TRAINING,0
R,0.0,0.8,0.0,0.4413,TRAINING,0
R,0.0,0.0,,0.4413,TRAINING,0
R,500.0,0.8,0.0,0.3748,TRAINING,0
R,0.0,0.0,,0.3748,TRAINING,0
R,0.0,0.75,0.0,0.3748,TRAINING,0
R,0.0,0.6666666666666666,500.0,0.3748,TRAINING,0
R,0.0,0.75,0.0,0.0663,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.0663,TRAINING,0
R,0.0,0.6,2000.0,0.0663,TRAINING,0
R,2000.0,0.0,,0.0663,TRAINING,0
R,0.0,0.75,0.0,0.1998,TRAINING,0
R,0.0,1.0,0.0,0.1998,TRAINING,0
R,0.0,0.6,0.0,0.1998,TRAINING,0
R,0.0,0.0,,0.1998,TRAINING,0
R,0.0,0.0,,0.7994,TESTING,0
R,0.0,0.5,0.0,0.7994,TESTING,0
R,0.0,0.3333333333333333,0.0,0.7994,TESTING,0
R,0.0,0.6,0.0,0.7994,TESTING,0
R,0.0,0.0,,0.1495,TRAINING,0
R,0.0,0.4,0.0,0.1495,TRAINING,0
R,0.0,0.25,0.0,0.1495,TRAINING,0
R,0.0,0.3333333333333333,0.0,0.1495,TRAINING,0
R,0.0,0.5,0.0,0.3304,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.3304,TRAINING,0
R,0.0,0.4,0.0,0.3304,TRAINING,0
R,0.0,0.0,,0.3304,TRAINING,0
R,1000.0,0.75,0.0,0.3763,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.3763,TRAINING,0
R,0.0,0.8,0.0,0.3763,TRAINING,0
R,0.0,0.0,,0.3763,TRAINING,0
R,0.0,0.75,0.0,0.5232,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.5232,TRAINING,0
R,0.0,0.8,0.0,0.5232,TRAINING,0
R,0.0,0.0,,0.5232,TRAINING,0
R,1000.0,0.0,,0.1853,TRAINING,0
R,2000.0,0.0,1000.0,0.1853,TRAINING,0
R,12000.0,0.5,11250.0,0.1853,TRAINING,0
R,11250.0,0.6666666666666666,2000.0,0.1853,TRAINING,0
R,0.0,0.75,0.0,0.6585,TESTING,0
R,0.0,0.6666666666666666,0.0,0.6585,TESTING,0
R,0.0,0.8,0.0,0.6585,TESTING,0
R,0.0,0.0,,0.6585,TESTING,0
R,0.0,0.0,,0.1291,TRAINING,0
R,0.0,0.5,0.0,0.1291,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.1291,TRAINING,0
R,0.0,0.8,0.0,0.1291,TRAINING,0
R,0.0,0.0,,0.3581,TRAINING,0
R,0.0,0.8,0.0,0.3581,TRAINING,0
R,1000.0,0.75,1000.0,0.3581,TRAINING,0
R,1000.0,0.6666666666666666,0.0,0.3581,TRAINING,0
R,0.0,0.75,0.0,0.7554,TESTING,0
R,0.0,0.6666666666666666,0.0,0.7554,TESTING,0
R,0.0,0.8,0.0,0.7554,TESTING,0
R,0.0,0.0,,0.7554,TESTING,0
R,0.0,0.75,0.0,0.728,TESTING,0
R,0.0,0.6666666666666666,0.0,0.728,TESTING,0
R,0.0,0.8,0.0,0.728,TESTING,0
R,0.0,0.0,,0.728,TESTING,0
R,0.0,0.0,,0.1636,TRAINING,0
R,0.0,0.2,0.0,0.1636,TRAINING,0
R,0.0,0.3333333333333333,0.0,0.1636,TRAINING,0
R,0.0,0.25,0.0,0.1636,TRAINING,0
R,0.0,0.5,0.0,0.3696,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.3696,TRAINING,0
R,0.0,0.6,0.0,0.3696,TRAINING,0
R,0.0,0.0,,0.3696,TRAINING,0
R,0.0,0.5,0.0,0.0698,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.0698,TRAINING,0
R,0.0,0.6,0.0,0.0698,TRAINING,0
R,0.0,0.0,,0.0698,TRAINING,0
R,2000.0,0.8,2000.0,0.4737,TRAINING,0
R,2000.0,0.0,,0.4737,TRAINING,0
R,0.0,0.75,500.0,0.4737,TRAINING,0
R,500.0,0.6666666666666666,2000.0,0.4737,TRAINING,0
R,0.0,0.5,,0.0854,TRAINING,0
R,0.0,0.8,0.0,0.0854,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.0854,TRAINING,0
R,0.0,0.75,0.0,0.0854,TRAINING,0
R,0.0,0.75,0.0,0.8164,TESTING,0
R,0.0,0.6666666666666666,0.0,0.8164,TESTING,0
R,0.0,0.8,0.0,0.8164,TESTING,0
R,0.0,0.0,,0.8164,TESTING,0
R,0.0,0.75,500.0,0.5855,TESTING,0
R,500.0,0.6666666666666666,0.0,0.5855,TESTING,0
R,0.0,0.6,2000.0,0.5855,TESTING,0
R,2000.0,0.0,,0.5855,TESTING,0
R,1750.0,0.8,1500.0,0.7392,TESTING,0
R,1500.0,0.0,,0.7392,TESTING,0
R,3000.0,0.75,1000.0,0.7392,TESTING,0
R,1000.0,0.6666666666666666,1750.0,0.7392,TESTING,0
R,0.0,0.5,0.0,0.6528,TESTING,0
R,0.0,0.6666666666666666,0.0,0.6528,TESTING,0
R,0.0,0.4,0.0,0.6528,TESTING,0
R,0.0,0.0,,0.6528,TESTING,0
R,0.0,0.5,0.0,0.5249,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.5249,TRAINING,0
R,0.0,0.6,0.0,0.5249,TRAINING,0
R,0.0,0.0,,0.5249,TRAINING,0
R,0.0,0.5,0.0,0.5172,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.5172,TRAINING,0
R,0.0,0.8,1000.0,0.5172,TRAINING,0
R,1000.0,0.0,,0.5172,TRAINING,0
R,0.0,0.0,,0.1707,TRAINING,0
R,0.0,0.6,0.0,0.1707,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.1707,TRAINING,0
R,500.0,0.5,0.0,0.1707,TRAINING,0
R,0.0,0.75,0.0,0.5791,TESTING,0
R,0.0,0.6666666666666666,0.0,0.5791,TESTING,0
R,0.0,0.8,0.0,0.5791,TESTING,0
R,0.0,0.0,,0.5791,TESTING,0
R,0.0,0.5,0.0,0.9925,TESTING,0
R,0.0,0.6666666666666666,0.0,0.9925,TESTING,0
R,0.0,0.8,0.0,0.9925,TESTING,0
R,0.0,0.0,,0.9925,TESTING,0
R,0.0,0.6,0.0,0.5535,TESTING,0
R,0.0,0.0,,0.5535,TESTING,0
R,0.0,0.75,0.0,0.5535,TESTING,0
R,0.0,0.3333333333333333,0.0,0.5535,TESTING,0
R,2000.0,0.5,0.0,0.4931,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.4931,TRAINING,0
R,0.0,0.6,0.0,0.4931,TRAINING,0
R,0.0,0.0,,0.4931,TRAINING,0
R,0.0,0.25,0.0,0.351,TRAINING,0
R,0.0,0.3333333333333333,0.0,0.351,TRAINING,0
R,0.0,0.0,0.0,0.351,TRAINING,0
R,0.0,0.0,,0.351,TRAINING,0
R,0.0,0.0,,0.0202,TRAINING,0
R,0.0,0.5,0.0,0.0202,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.0202,TRAINING,0
R,0.0,0.6,0.0,0.0202,TRAINING,0
R,0.0,0.0,,0.4218,TRAINING,0
R,0.0,0.8,0.0,0.4218,TRAINING,0
R,0.0,0.75,0.0,0.4218,TRAINING,0
R,0.0,1.0,0.0,0.4218,TRAINING,0
R,0.0,0.75,0.0,0.8958,TESTING,0
R,0.0,0.6666666666666666,0.0,0.8958,TESTING,0
R,0.0,0.4,0.0,0.8958,TESTING,0
R,0.0,0.0,,0.8958,TESTING,0
R,0.0,0.75,2250.0,0.4389,TRAINING,0
R,2250.0,0.6666666666666666,1000.0,0.4389,TRAINING,0
R,1000.0,0.8,2500.0,0.4389,TRAINING,0
R,2500.0,0.0,,0.4389,TRAINING,0
R,0.0,0.75,0.0,0.2327,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.2327,TRAINING,0
R,0.0,0.8,0.0,0.2327,TRAINING,0
R,0.0,0.0,,0.2327,TRAINING,0
R,0.0,0.0,,0.8004,TESTING,0
R,0.0,0.8,0.0,0.8004,TESTING,0
R,0.0,0.75,0.0,0.8004,TESTING,0
R,0.0,0.6666666666666666,0.0,0.8004,TESTING,0
R,0.0,0.75,0.0,0.2931,TRAINING,0
R,0.0,0.6666666666666666,2000.0,0.2931,TRAINING,0
R,2000.0,0.8,1000.0,0.2931,TRAINING,0
R,1000.0,0.0,,0.2931,TRAINING,0
R,0.0,0.0,,0.7777,TESTING,0
R,0.0,0.75,0.0,0.7777,TESTING,0
R,0.0,0.6666666666666666,2500.0,0.7777,TESTING,0
R,2500.0,0.8,0.0,0.7777,TESTING,0
R,0.0,0.0,,0.0197,TRAINING,0
R,1000.0,0.8,0.0,0.0197,TRAINING,0
R,0.0,0.6666666666666666,1000.0,0.0197,TRAINING,0
R,2000.0,0.75,0.0,0.0197,TRAINING,0
R,0.0,0.5,0.0,0.7125,TESTING,0
R,0.0,0.6666666666666666,0.0,0.7125,TESTING,0
R,0.0,0.2,0.0,0.7125,TESTING,0
R,0.0,0.0,,0.7125,TESTING,0
R,0.0,0.75,2500.0,0.193,TRAINING,0
R,2500.0,0.6666666666666666,1000.0,0.193,TRAINING,0
R,1000.0,0.0,0.0,0.193,TRAINING,0
R,0.0,0.0,,0.193,TRAINING,0
R,0.0,0.8,0.0,0.6287,TESTING,0
R,0.0,0.0,,0.6287,TESTING,0
R,0.0,0.75,0.0,0.6287,TESTING,0
R,0.0,0.6666666666666666,0.0,0.6287,TESTING,0
R,0.0,0.75,0.0,0.88,TESTING,0
R,0.0,0.6666666666666666,0.0,0.88,TESTING,0
R,0.0,0.8,0.0,0.88,TESTING,0
R,0.0,0.0,,0.88,TESTING,0
R,0.0,0.75,0.0,0.9339,TESTING,0
R,0.0,0.6666666666666666,0.0,0.9339,TESTING,0
R,0.0,0.8,0.0,0.9339,TESTING,0
R,0.0,0.0,,0.9339,TESTING,0
R,0.0,0.0,,0.4282,TRAINING,0
R,0.0,0.75,0.0,0.4282,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.4282,TRAINING,0
R,0.0,0.6,0.0,0.4282,TRAINING,0
R,0.0,0.0,,0.2511,TRAINING,0
R,0.0,0.4,0.0,0.2511,TRAINING,0
R,0.0,0.5,0.0,0.2511,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.2511,TRAINING,0
R,0.0,0.5,0.0,0.9986,TESTING,0
R,0.0,0.6666666666666666,0.0,0.9986,TESTING,0
R,0.0,0.6,0.0,0.9986,TESTING,0
R,0.0,0.0,,0.9986,TESTING,0
R,0.0,0.5,0.0,0.0659,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.0659,TRAINING,0
R,0.0,0.6,0.0,0.0659,TRAINING,0
R,0.0,0.0,,0.0659,TRAINING,0
R,0.0,0.4,0.0,0.2811,TRAINING,0
R,0.0,0.0,,0.2811,TRAINING,0
R,0.0,0.75,0.0,0.2811,TRAINING,0
R,0.0,0.6666666666666666,0.0,0.2811,TRAINING,0
R,1000.0,0.6666666666666666,1500.0,0.7098,TESTING,0
R,1500.0,0.6,1500.0,0.7098,TESTING,0
R,1500.0,0.0,,0.7098,TESTING,0
R,0.0,0.75,1000.0,0.7098,TESTING,0
R,0.0,0.75,0.0,0.6546,TESTING,0
R,0.0,0.6666666666666666,0.0,0.6546,TESTING,0
R,0.0,0.8,0.0,0.6546,TESTING,0
R,0.0,0.0,,0.6546,TESTING,0
D,0.0,1.0,,0.9561,TESTING,1
D,0.0,0.0,0.0,0.9561,TESTING,1
D,0.0,0.3333333333333333,0.0,0.9561,TESTING,1
D,0.0,0.6,0.0,0.9561,TESTING,1
D,0.0,1.0,,0.1986,TRAINING,1
D,0.0,0.8,0.0,0.1986,TRAINING,1
D,0.0,0.0,0.0,0.1986,TRAINING,1
D,0.0,0.3333333333333333,0.0,0.1986,TRAINING,1
D,0.0,0.0,0.0,0.8338,TESTING,1
D,0.0,0.0,0.0,0.8338,TESTING,1
D,0.0,0.8,0.0,0.8338,TESTING,1
D,0.0,1.0,,0.8338,TESTING,1
R,12000.0,0.0,11250.0,0.2911,TRAINING,0
R,11250.0,0.0,2000.0,0.2911,TRAINING,0
R,2000.0,0.6,1000.0,0.2911,TRAINING,0
R,1000.0,0.0,,0.2911,TRAINING,0
R,0.0,0.0,2500.0,0.1734,TRAINING,0
R,2500.0,0.0,1000.0,0.1734,TRAINING,0
R,1000.0,0.4,0.0,0.1734,TRAINING,0
R,0.0,0.0,,0.1734,TRAINING,0
D,0.0,1.0,,0.1843,TRAINING,1
D,0.0,0.0,0.0,0.1843,TRAINING,1
D,0.0,0.0,0.0,0.1843,TRAINING,1
D,0.0,0.0,0.0,0.1843,TRAINING,1
R,0.0,0.0,0.0,0.868,TESTING,0
R,0.0,0.0,0.0,0.868,TESTING,0
R,0.0,0.0,0.0,0.868,TESTING,0
R,0.0,0.0,,0.868,TESTING,0
R,0.0,0.0,500.0,0.2976,TRAINING,0
R,500.0,0.0,0.0,0.2976,TRAINING,0
R,0.0,0.0,2000.0,0.2976,TRAINING,0
R,2000.0,0.0,,0.2976,TRAINING,0
R,0.0,0.0,0.0,0.1959,TRAINING,0
R,0.0,0.0,0.0,0.1959,TRAINING,0
R,0.0,0.0,0.0,0.1959,TRAINING,0
R,0.0,0.0,,0.1959,TRAINING,0
