person,VoteAlongRatio_Film,VoteAlongRatio_FS_IIR,VoteAlongRatio_FS_FSS,VoteAlongRatio_FS_CM,VoteAlongRatio_FS_REB,sex_female,sex_male,ethnicity_asian,ethnicity_black,ethnicity_hispanic,ethnicity_islander,ethnicity_native,ethnicity_white,party_short_D,party_short_R,MODELING_GROUP,Bloomberg_Donations_Diff,Citadel_Donations_Diff,Year_2012,Year_2014,Year_2016
122,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
122,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
123,0.25,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
123,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
123,0.6,0.2857142857142857,0.4444444444444444,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
124,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
124,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
124,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
125,0.25,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
125,0.3333333333333333,0.2,0.3333333333333333,0.4,0.5,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
125,0.2,0.5714285714285714,0.6666666666666666,0.75,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
126,0.0,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
126,0.0,0.2,0.3333333333333333,0.4,0.5,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
126,0.0,0.5714285714285714,0.6666666666666666,0.75,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
127,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,1,0,0
127,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,1,0
127,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,0,1
128,0.8,0.7142857142857143,1.0,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
128,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
128,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
129,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
129,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
129,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
130,0.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.6666666666666666,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
130,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
130,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
131,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
131,0.6666666666666666,1.0,0.3333333333333333,0.6,1.0,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
131,0.6,0.7142857142857143,0.8888888888888888,0.25,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
132,0.6,0.42857142857142855,0.2222222222222222,0.25,0.0,0,1,0,1,0,0,0,0,1,0,TESTING,25.0,25.0,0,0,1
132,0.5,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,1,0,0
132,0.3333333333333333,0.6,0.0,0.2,0.0,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
133,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
133,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
133,0.6,0.5714285714285714,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
134,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,0,1
134,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,1,0,0
134,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,1,0
135,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
135,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,1,0,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
135,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
136,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
136,0.3333333333333333,1.0,1.0,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
136,0.8,0.8571428571428571,0.7777777777777778,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
137,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
137,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
137,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,1,0,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
138,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,TRAINING,0.0,0.0,0,0,1
138,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,TRAINING,0.0,0.0,1,0,0
138,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,TRAINING,0.0,0.0,0,1,0
139,0.75,0.8333333333333334,0.3333333333333333,0.7142857142857143,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
139,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
139,0.6,0.7142857142857143,0.8888888888888888,0.75,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
140,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,1,0,0
140,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,1,0
140,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0,0,1
141,0.6,0.7142857142857143,0.7777777777777778,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
141,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
141,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
142,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
142,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
142,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
143,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
143,0.75,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
143,0.6666666666666666,0.6,0.0,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
144,0.25,0.5,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
144,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
144,0.6,0.42857142857142855,0.3333333333333333,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
145,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
145,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
145,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
146,0.5,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,0,0,0,0,1,1,0,TRAINING,1000.0,1000.0,1,0,0
146,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,1,0,0,0,0,0,0,1,1,0,TRAINING,-1000.0,-1000.0,0,1,0
146,0.8,0.42857142857142855,0.5555555555555556,0.0,0.3333333333333333,1,0,0,0,0,0,0,1,1,0,TRAINING,396.0,396.0,0,0,1
147,0.6,0.2857142857142857,0.4444444444444444,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
147,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
147,0.3333333333333333,0.8,0.3333333333333333,0.4,0.75,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
148,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,1,0,0
148,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,1,0
148,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,0.0,0,0,1
149,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
149,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
149,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TRAINING,25.0,25.0,0,0,1
150,0.0,0.5,0.0,0.7142857142857143,0.3333333333333333,0,1,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,1,0,0
150,0.3333333333333333,0.8,0.6666666666666666,0.6,0.75,0,1,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,0,1,0
150,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,0,0,1
151,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,0,1
151,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
151,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
152,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,1,0,0
152,0.3333333333333333,0.6,0.6666666666666666,0.4,0.25,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
152,0.6,0.42857142857142855,0.3333333333333333,0.0,0.0,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
153,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,TESTING,0.0,0.0,1,0,0
153,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,TESTING,0.0,0.0,0,1,0
153,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,TESTING,0.0,0.0,0,0,1
154,0.8,0.2857142857142857,1.0,0.75,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
154,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
154,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
155,1.0,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
155,0.5,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,1,0,0
155,0.6666666666666666,0.6,0.3333333333333333,0.4,0.5,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
156,0.8,0.14285714285714285,0.4444444444444444,0.0,0.0,1,0,1,0,0,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
156,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,1,0,0,0,0,0,1,0,TESTING,-500.0,-500.0,1,0,0
156,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,1,0,0,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
157,0.0,0.16666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,1,0,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,1,0,0
157,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
157,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,1,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
158,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,TESTING,-2000.0,-2000.0,1,0,0
158,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
158,0.8,0.2857142857142857,0.2222222222222222,0.0,0.0,0,1,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
159,0.0,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,1,0,0
159,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,1,0
159,0.6,0.2857142857142857,0.2222222222222222,0.0,0.0,1,0,0,1,0,0,0,0,1,0,TESTING,0.0,0.0,0,0,1
160,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,-1000.0,-1000.0,0,0,1
160,0.25,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TESTING,1000.0,1000.0,1,0,0
160,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,0,0,0,1,1,0,TESTING,1000.0,1000.0,0,1,0
161,0.6,0.2857142857142857,0.3333333333333333,0.25,0.3333333333333333,1,0,0,0,0,0,0,1,1,0,TESTING,834.0,834.0,0,0,1
161,0.25,0.5,0.0,0.7142857142857143,0.6666666666666666,1,0,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
161,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,0,0,0,0,1,1,0,TESTING,500.0,500.0,0,1,0
162,0.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,1,0,0
162,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,0,1,0
162,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,1,0,TRAINING,0.0,0.0,0,0,1
163,0.25,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
163,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
163,0.4,0.2857142857142857,0.3333333333333333,0.25,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
164,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,0,0,0,0,1,1,0,TRAINING,7300.0,7300.0,0,0,1
164,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,0,0,0,0,1,1,0,TRAINING,8200.0,8200.0,0,1,0
164,0.5,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,0,0,0,0,1,1,0,TRAINING,-2400.0,-2400.0,1,0,0
165,0.6,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,TRAINING,-5100.0,-5100.0,0,0,1
165,0.75,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TRAINING,1250.0,1250.0,1,0,0
165,0.3333333333333333,0.8,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,1,0,TRAINING,19600.0,19600.0,0,1,0
166,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,1,0,0
166,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,0,0,0,1,1,0,TESTING,0.0,0.0,0,1,0
166,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TESTING,50.0,50.0,0,0,1
167,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
167,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
167,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
168,0.25,0.5,0.3333333333333333,0.7142857142857143,0.3333333333333333,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
168,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
168,0.8,0.14285714285714285,0.4444444444444444,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
169,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
169,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
169,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
170,0.0,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
170,0.0,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
170,0.0,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
171,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,TRAINING,0.0,0.0,1,0,0
171,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,TRAINING,0.0,0.0,0,1,0
171,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,0,TRAINING,0.0,0.0,0,0,1
172,0.25,0.5,0.3333333333333333,0.42857142857142855,0.3333333333333333,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
172,0.3333333333333333,0.2,0.0,0.0,0.5,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
172,0.6,0.2857142857142857,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
173,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,0,1
173,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,0,1,0
173,0.5,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.6666666666666666,0,1,0,0,0,0,0,1,1,0,TRAINING,0.0,0.0,1,0,0
174,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
174,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,1,0,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
174,0.6,0.7142857142857143,0.8888888888888888,1.0,1.0,1,0,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
175,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
175,0.6666666666666666,0.4,0.3333333333333333,0.6,0.5,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
175,0.8,0.7142857142857143,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
176,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
176,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
176,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
177,0.2,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
177,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
177,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
178,0.0,0.8333333333333334,0.3333333333333333,0.7142857142857143,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
178,0.0,0.6,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
178,0.0,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
179,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,1,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,0,1
179,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,1,0,0
179,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,1,0,0,0,0,1,0,TRAINING,0.0,0.0,0,1,0
180,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
180,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
180,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
181,0.0,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,1,0,0
181,0.0,0.4,0.3333333333333333,0.6,0.75,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,1,0
181,0.4,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,TRAINING,0.0,0.0,0,0,1
182,0.0,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
182,0.75,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
182,0.6666666666666666,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
183,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
183,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
183,0.4,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
184,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
184,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
184,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,0,1
185,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,1,0,0
185,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,0,1,0,0,0,0,0,1,0,1,TESTING,0.0,0.0,0,1,0
