House Vote #151 2015-04-14T17:55:00 - H.R. 650: Preserving Access to Manufactured Housing Act of 2015
person,state,district,vote,name,party
412543,MA,4,Nay,"Rep. Joseph Kennedy III [D, 2013-2020]",Democrat
412544,MD,6,Yea,"Rep. John Delaney [D, 2013-2018]",Democrat
412546,MI,5,Nay,"Rep. Daniel Kildee [D, 2013-2022]",Democrat
412548,MO,2,Yea,"Rep. Ann Wagner [R, 2013-2022]",Republican
412550,NC,8,Yea,"Rep. Richard Hudson [R, 2013-2022]",Republican
412551,NC,9,Yea,"Rep. Robert Pittenger [R, 2013-2018]",Republican
412552,NC,11,Yea,"Rep. Mark Meadows [R, 2013-2020]",Republican
412553,NC,13,Yea,"Rep. George Holding [R, 2013-2016]",Republican
412555,ND,0,Yea,"Rep. Kevin Cramer [R, 2013-2018]",Republican
412557,NH,2,Nay,"Rep. Ann Kuster [D, 2013-2022]",Democrat
412558,NM,1,Nay,"Rep. Michelle Lujan Grisham [D, 2013-2018]",Democrat
412560,NY,6,Nay,"Rep. Grace Meng [D, 2013-2022]",Democrat
412561,NY,8,Nay,"Rep. Hakeem Jeffries [D, 2013-2022]",Democrat
412562,NY,18,Nay,"Rep. Sean Maloney [D, 2013-2022]",Democrat
412563,NY,27,Yea,"Rep. Chris Collins [R, 2013-2019]",Republican
412564,OH,2,Yea,"Rep. Brad Wenstrup [R, 2013-2022]",Republican
412565,OH,3,Nay,"Rep. Joyce Beatty [D, 2013-2022]",Democrat
412566,OH,14,Yea,"Rep. David Joyce [R, 2013-2022]",Republican
412567,OK,1,Yea,"Rep. Jim Bridenstine [R, 2013-2018]",Republican
412568,OK,2,Yea,"Rep. Markwayne Mullin [R, 2013-2022]",Republican
412569,PA,4,Yea,"Rep. Scott Perry [R, 2013-2018]",Republican
412570,PA,12,Yea,"Rep. Keith Rothfus [R, 2013-2018]",Republican
412571,PA,17,Nay,"Rep. Matthew “Matt” Cartwright [D, 2013-2018]",Democrat
412572,SC,7,Yea,"Rep. Tom Rice [R, 2013-2022]",Republican
412574,TX,14,Yea,"Rep. Randy Weber Sr. [R, 2013-2022]",Republican
412575,TX,16,Nay,"Rep. Beto O’Rourke [D, 2013-2018]",Democrat
412576,TX,20,Nay,"Rep. Joaquin Castro [D, 2013-2022]",Democrat
412578,TX,25,Yea,"Rep. Roger Williams [R, 2013-2022]",Republican
412579,TX,33,Nay,"Rep. Marc Veasey [D, 2013-2022]",Democrat
412580,TX,34,Nay,"Rep. Filemon Vela [D, 2013-2022]",Democrat
412581,UT,2,Yea,"Rep. Chris Stewart [R, 2013-2022]",Republican
412583,WA,6,Nay,"Rep. Derek Kilmer [D, 2013-2022]",Democrat
412584,WA,10,Nay,"Rep. Denny Heck [D, 2013-2020]",Democrat
412585,WI,2,Nay,"Rep. Mark Pocan [D, 2013-2022]",Democrat
412595,IL,2,Nay,"Rep. Robin Kelly [D, 2013-2022]",Democrat
412596,MO,8,Yea,"Rep. Jason Smith [R, 2013-2022]",Republican
412600,MA,5,Nay,"Rep. Katherine Clark [D, 2013-2022]",Democrat
412601,AL,1,Yea,"Rep. Bradley Byrne [R, 2014-2020]",Republican
412603,FL,13,Yea,"Rep. David Jolly [R, 2014-2016]",Republican
412604,FL,19,Yea,"Rep. Curtis “Curt” Clawson [R, 2014-2016]",Republican
412605,VA,7,Yea,"Rep. David “Dave” Brat [R, 2014-2018]",Republican
412606,NJ,1,Nay,"Rep. Donald Norcross [D, 2014-2022]",Democrat
412607,NC,12,Nay,"Rep. Alma Adams [D, 2014-2022]",Democrat
412608,AL,6,Yea,"Rep. Gary Palmer [R, 2015-2022]",Republican
412609,AR,2,Yea,"Rep. French Hill [R, 2015-2022]",Republican
412610,AR,4,Yea,"Rep. Bruce Westerman [R, 2015-2022]",Republican
412611,AZ,2,Yea,"Rep. Martha McSally [R, 2015-2018]",Republican
412612,AZ,7,Nay,"Rep. Ruben Gallego [D, 2015-2022]",Democrat
412613,CA,11,Nay,"Rep. Mark DeSaulnier [D, 2015-2022]",Democrat
412614,CA,25,Yea,"Rep. Steve Knight [R, 2015-2018]",Republican
412615,CA,31,Nay,"Rep. Pete Aguilar [D, 2015-2022]",Democrat
412616,CA,33,Nay,"Rep. Ted Lieu [D, 2015-2022]",Democrat
412617,CA,35,Nay,"Rep. Norma Torres [D, 2015-2022]",Democrat
412618,CA,45,Yea,"Rep. Mimi Walters [R, 2015-2018]",Republican
412619,CO,4,Yea,"Rep. Ken Buck [R, 2015-2022]",Republican
412620,FL,2,Yea,"Rep. Gwen Graham [D, 2015-2016]",Democrat
412621,FL,26,Yea,"Rep. Carlos Curbelo [R, 2015-2018]",Republican
412622,GA,1,Yea,"Rep. Earl “Buddy” Carter [R, 2015-2022]",Republican
412623,GA,10,Yea,"Rep. Jody Hice [R, 2015-2022]",Republican
412624,GA,11,Yea,"Rep. Barry Loudermilk [R, 2015-2022]",Republican
412625,GA,12,Yea,"Rep. Rick Allen [R, 2015-2022]",Republican
412626,HI,1,Nay,"Rep. Mark Takai [D, 2015-2016]",Democrat
412627,IA,1,Yea,"Rep. Rod Blum [R, 2015-2018]",Republican
412628,IA,3,Yea,"Rep. David Young [R, 2015-2018]",Republican
412629,IL,12,Yea,"Rep. Mike Bost [R, 2015-2022]",Republican
412630,LA,5,Yea,"Rep. Ralph Abraham [R, 2015-2020]",Republican
412631,LA,6,Yea,"Rep. Garret Graves [R, 2015-2022]",Republican
412632,MA,6,Yea,"Rep. Seth Moulton [D, 2015-2022]",Democrat
412633,ME,2,Yea,"Rep. Bruce Poliquin [R, 2015-2018]",Republican
412634,MI,4,Yea,"Rep. John Moolenaar [R, 2015-2022]",Republican
412635,MI,8,Yea,"Rep. Mike Bishop [R, 2015-2018]",Republican
412636,MI,11,Yea,"Rep. Dave Trott [R, 2015-2018]",Republican
412637,MI,12,Nay,"Rep. Debbie Dingell [D, 2015-2022]",Democrat
412638,MI,14,Nay,"Rep. Brenda Lawrence [D, 2015-2022]",Democrat
412639,MN,6,Yea,"Rep. Tom Emmer [R, 2015-2022]",Republican
412640,MT,0,Yea,"Rep. Ryan Zinke [R, 2015-2017]",Republican
412641,NC,7,Yea,"Rep. David Rouzer [R, 2015-2022]",Republican
412642,NE,2,Yea,"Rep. Brad Ashford [D, 2015-2016]",Democrat
412643,NJ,3,Yea,"Rep. Tom MacArthur [R, 2015-2018]",Republican
412644,NJ,12,Nay,"Rep. Bonnie Watson Coleman [D, 2015-2022]",Democrat
412645,NV,4,Yea,"Rep. Cresent Hardy [R, 2015-2016]",Republican
412646,NY,1,Yea,"Rep. Lee Zeldin [R, 2015-2022]",Republican
412647,NY,4,Yea,"Rep. Kathleen Rice [D, 2015-2022]",Democrat
412648,NY,21,Yea,"Rep. Elise Stefanik [R, 2015-2022]",Republican
412649,NY,24,Yea,"Rep. John Katko [R, 2015-2022]",Republican
412650,OK,5,Yea,"Rep. Steve Russell [R, 2015-2018]",Republican
412651,PA,6,Yea,"Rep. Ryan Costello [R, 2015-2018]",Republican
412652,PA,13,Nay,"Rep. Brendan Boyle [D, 2015-2018]",Democrat
412653,TX,4,Yea,"Rep. John Ratcliffe [R, 2015-2020]",Republican
412654,TX,23,Yea,"Rep. Will Hurd [R, 2015-2020]",Republican
412655,TX,36,Yea,"Rep. Brian Babin [R, 2015-2022]",Republican
412656,UT,4,Yea,"Rep. Mia Love [R, 2015-2018]",Republican
412657,VA,8,Nay,"Rep. Donald Beyer Jr. [D, 2015-2022]",Democrat
412658,VA,10,Yea,"Rep. Barbara Comstock [R, 2015-2018]",Republican
412660,WA,4,Yea,"Rep. Dan Newhouse [R, 2015-2022]",Republican
412661,WI,6,Yea,"Rep. Glenn Grothman [R, 2015-2022]",Republican
412662,WV,2,Yea,"Rep. Alexander Mooney [R, 2015-2022]",Republican
412663,WV,3,Yea,"Rep. Evan Jenkins [R, 2015-2018]",Republican
412670,NC,6,Yea,"Rep. Mark Walker [R, 2015-2020]",Republican
