person,VoteAlongRatio_Film,VoteAlongRatio_FS_IIR,VoteAlongRatio_FS_FSS,VoteAlongRatio_FS_CM,VoteAlongRatio_FS_REB,sex_0,sex_female,sex_male,Year_2012,Year_2014,Year_2016,Year_2018,ethnicity_0,ethnicity_asian,ethnicity_black,ethnicity_hispanic,ethnicity_islander,ethnicity_native,ethnicity_white,party_short_D,party_short_N,party_short_R,MODELING_GROUP,Disney_Donations_Diff,Bloomberg_Donations_Diff,Citadel_Donations_Diff
369,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TESTING,,,
370,0.6,0.8571428571428571,0.0,1.0,0.6666666666666666,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
370,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
370,0.25,0.8333333333333334,0.0,0.7142857142857143,0.3333333333333333,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
370,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
371,0.8,0.7142857142857143,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TESTING,0.0,,0.0
371,0.0,0.5,0.6666666666666666,1.0,0.6666666666666666,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TESTING,,,
371,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,0.0,,0.0
371,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,-1000.0,,0.0
372,0.8,0.7142857142857143,0.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
372,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
372,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
372,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
373,0.6,0.8571428571428571,0.0,0.75,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
373,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
373,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
373,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
374,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
374,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
374,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
374,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TRAINING,,,
375,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
375,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
375,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
375,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
376,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
376,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
376,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.3333333333333333,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
376,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
377,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
377,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
377,0.8,0.8571428571428571,0.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
377,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
378,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
378,0.5,0.8333333333333334,0.3333333333333333,0.8571428571428571,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
378,1.0,0.4,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
378,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
379,0.0,0.25,0.0,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
379,0.4,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
379,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
379,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
380,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
380,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
380,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
380,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
381,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TRAINING,,,
381,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
381,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
381,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
382,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TRAINING,,,
382,0.2,0.5714285714285714,0.6666666666666666,0.75,0.6666666666666666,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
382,0.3333333333333333,0.2,0.3333333333333333,0.4,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
382,0.25,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
383,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TESTING,,,
383,0.0,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,,,0.0
383,0.0,0.2,0.3333333333333333,0.4,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,,,0.0
383,0.0,0.5714285714285714,0.6666666666666666,0.75,0.6666666666666666,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TESTING,,,0.0
384,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
384,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
384,0.75,0.6666666666666666,0.6666666666666666,0.7142857142857143,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
384,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
385,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TRAINING,,,
385,0.6,0.5714285714285714,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
385,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
385,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
386,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,,,0.0
386,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,,,0.0
386,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TESTING,,,0.0
386,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TESTING,,,
387,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
387,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
387,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
387,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
388,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
388,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
388,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
388,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
389,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
389,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
389,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
389,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
390,0.75,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
390,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
390,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
390,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
391,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
391,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
391,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
391,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
392,0.75,0.8333333333333334,1.0,0.8571428571428571,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
392,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
392,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
392,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
393,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
393,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
393,0.3333333333333333,1.0,0.6666666666666666,0.8,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
393,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
394,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TRAINING,,,
394,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TRAINING,0.0,,0.0
394,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,1500.0,,0.0
394,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,500.0,,0.0
395,0.5,0.5,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TESTING,,,
395,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,,,0.0
395,0.6666666666666666,1.0,0.6666666666666666,0.8,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,,,0.0
395,0.8,0.7142857142857143,0.7777777777777778,1.0,0.6666666666666666,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TESTING,,,0.0
396,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
396,0.4,0.42857142857142855,0.0,0.75,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
396,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
396,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
397,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TRAINING,,,
397,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
397,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
397,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
398,0.25,0.8333333333333334,0.3333333333333333,0.8571428571428571,0.3333333333333333,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
398,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
398,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
398,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
399,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,500.0,,0.0
399,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,-500.0,,0.0
399,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TESTING,2000.0,,0.0
399,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TESTING,,,
400,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TESTING,,,
400,0.0,0.8571428571428571,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TESTING,2000.0,,0.0
400,0.0,0.8,0.3333333333333333,0.6,0.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,-500.0,,0.0
400,0.0,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,500.0,,0.0
401,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
401,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
401,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
401,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
402,0.0,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
402,0.0,0.8,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
402,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
402,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
403,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TRAINING,,,
403,0.8,0.8571428571428571,0.7777777777777778,0.75,0.6666666666666666,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TRAINING,-250.0,,0.0
403,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,-2000.0,,0.0
403,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,750.0,,0.0
404,0.75,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
404,0.3333333333333333,0.8,0.6666666666666666,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
404,0.4,0.7142857142857143,0.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
404,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
405,0.4,0.8571428571428571,0.8888888888888888,1.0,0.6666666666666666,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
405,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TRAINING,,,
405,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.3333333333333333,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
405,0.6666666666666666,0.4,0.0,0.6,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TRAINING,,,0.0
406,0.5,0.8333333333333334,0.0,0.5714285714285714,0.3333333333333333,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
406,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
406,0.8,0.7142857142857143,0.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
406,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
407,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
407,0.25,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
407,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
407,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
408,0.6,0.7142857142857143,0.0,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
408,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
408,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
408,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
409,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
409,0.8,0.7142857142857143,0.8888888888888888,1.0,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
409,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
409,0.6666666666666666,0.8,0.6666666666666666,0.8,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
410,0.5,0.6666666666666666,0.3333333333333333,0.5714285714285714,1.0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,,,0.0
410,0.6666666666666666,0.4,0.3333333333333333,0.6,0.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,TESTING,,,0.0
410,0.6,0.8571428571428571,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,TESTING,,,0.0
410,0.0,0.25,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,TESTING,,,
411,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
411,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
411,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
411,0.6,0.5714285714285714,0.0,1.0,0.6666666666666666,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
412,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TRAINING,,,
412,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
412,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
412,0.3333333333333333,0.6,0.6666666666666666,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TRAINING,,,0.0
413,0.8,0.8571428571428571,0.8888888888888888,1.0,1.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,TRAINING,1000.0,,0.0
413,0.5,0.8333333333333334,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,TRAINING,0.0,,0.0
413,0.6666666666666666,0.6,0.6666666666666666,0.8,1.0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,TRAINING,0.0,,0.0
413,0.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,TRAINING,,,
414,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,TESTING,,,
414,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
414,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,TESTING,,,0.0
