person,VoteAlongRatio_Film,VoteAlongRatio_FS_IIR,VoteAlongRatio_FS_FSS,VoteAlongRatio_FS_CM,VoteAlongRatio_FS_REB,sex_0,sex_female,sex_male,Year_2012,Year_2014,Year_2016,Year_2018,ethnicity_0,ethnicity_asian,ethnicity_black,ethnicity_hispanic,ethnicity_islander,ethnicity_native,ethnicity_white,party_short_D,party_short_N,party_short_R,MODELING_GROUP,Disney_Donations_Diff,Bloomberg_Donations_Diff,Citadel_Donations_Diff
147,0.8,0.2857142857142857,0.4444444444444444,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
147,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
148,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,TESTING,-1000.0,,0.0
148,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,TESTING,,,
148,0.25,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.6666666666666666,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,TESTING,1000.0,,0.0
148,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,TESTING,-1000.0,,0.0
149,0.75,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,TRAINING,0.0,,0.0
149,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,TRAINING,-2000.0,,0.0
149,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,TRAINING,5400.0,,0.0
149,1.0,1.0,1.0,1.0,0.6666666666666666,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,TRAINING,,,
150,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
150,0.75,0.8333333333333334,0.6666666666666666,0.5714285714285714,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
150,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
150,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
151,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
151,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
151,0.25,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
151,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
152,0.0,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
152,0.0,0.8,0.3333333333333333,0.4,0.25,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
152,0.8,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
152,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
153,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,TESTING,,,
153,0.75,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,TESTING,,,0.0
153,0.3333333333333333,0.8,0.3333333333333333,0.6,0.75,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,TESTING,,,0.0
153,0.8,0.42857142857142855,0.5555555555555556,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,TESTING,,,0.0
154,1.0,1.0,1.0,1.0,0.6666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,TRAINING,,,
154,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,TRAINING,-1500.0,,0.0
154,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,TRAINING,6050.0,,0.0
154,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,TRAINING,-4050.0,,0.0
155,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
155,0.5,0.6666666666666666,0.6666666666666666,0.7142857142857143,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
155,0.3333333333333333,0.6,0.0,0.4,0.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
155,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
156,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,TESTING,,,0.0
156,0.5,0.75,0.6666666666666666,1.0,0.6666666666666666,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,TESTING,,,
156,0.25,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,TESTING,,,0.0
156,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,TESTING,,,0.0
157,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
157,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
157,0.0,0.5,0.3333333333333333,0.7142857142857143,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
157,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
158,0.0,0.5,0.3333333333333333,0.7142857142857143,1.0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
158,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
158,0.8,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
158,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
159,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,TESTING,,,
159,0.5,0.3333333333333333,0.3333333333333333,0.5714285714285714,1.0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,TESTING,1000.0,,0.0
159,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,TESTING,1500.0,,0.0
159,0.6,0.2857142857142857,0.5555555555555556,0.0,0.3333333333333333,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,TESTING,7500.0,,0.0
160,0.25,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TESTING,,,0.0
160,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,TESTING,,,0.0
160,0.6,0.2857142857142857,0.4444444444444444,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TESTING,,,0.0
160,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,TESTING,,,
161,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,TESTING,750.0,0.0,0.0
161,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TESTING,1300.0,0.0,0.0
161,0.0,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TESTING,-1500.0,-500.0,-500.0
161,1.0,1.0,1.0,1.0,0.6666666666666666,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,TESTING,,,
162,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
162,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
162,0.3333333333333333,0.0,0.3333333333333333,0.4,0.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
162,0.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
163,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,,,0.0
163,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,,,0.0
163,0.8,0.14285714285714285,0.3333333333333333,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRAINING,,,0.0
163,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,TRAINING,,,
164,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
164,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
164,0.75,0.8333333333333334,0.6666666666666666,0.8571428571428571,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
164,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
165,0.25,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,1500.0,,0.0
165,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,1000.0,,0.0
165,0.8,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRAINING,-2500.0,,0.0
165,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,TRAINING,,,
166,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,TESTING,,,
166,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,TESTING,,,0.0
166,0.3333333333333333,0.6,0.6666666666666666,0.4,0.25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,TESTING,,,0.0
166,0.6,0.42857142857142855,0.3333333333333333,0.0,0.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,TESTING,,,0.0
167,0.8,0.7142857142857143,0.0,0.25,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
167,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
167,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
167,0.6666666666666666,0.8,0.3333333333333333,0.8,0.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
168,0.0,0.3333333333333333,0.0,0.5714285714285714,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,3700.0,,0.0
168,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,-5200.0,,0.0
168,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRAINING,0.0,,0.0
168,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,TRAINING,,,
169,0.5,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,TRAINING,0.0,0.0,0.0
169,0.6666666666666666,0.8,0.3333333333333333,0.6,0.5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,TRAINING,4200.0,0.0,0.0
169,0.8,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,TRAINING,-4200.0,1000.0,1000.0
169,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,TRAINING,,,
170,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,TRAINING,,,
170,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRAINING,0.0,-45.0,-45.0
170,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,-1000.0,50.0,50.0
170,0.0,0.5,0.0,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,1000.0,0.0,0.0
171,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,1550.0,0.0,0.0
171,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,725.0,0.0,0.0
171,0.8,0.2857142857142857,0.4444444444444444,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRAINING,2547.0,396.0,396.0
171,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,TRAINING,,,
172,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
172,0.0,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
172,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
172,0.6,0.2857142857142857,0.5555555555555556,0.0,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
173,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
173,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
173,0.5,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.3333333333333333,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
173,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
174,0.5,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,TRAINING,2350.0,,0.0
174,0.6666666666666666,0.8,0.3333333333333333,0.6,0.25,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,TRAINING,-2500.0,,0.0
174,0.8,0.2857142857142857,0.5555555555555556,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,TRAINING,-800.0,,0.0
174,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,TRAINING,,,
175,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,TESTING,-2500.0,,0.0
175,0.3333333333333333,0.6,0.0,0.2,0.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,,0.0
175,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,TESTING,0.0,,0.0
175,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,TESTING,,,
176,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,TESTING,,,
176,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TESTING,0.0,,0.0
176,0.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TESTING,-1000.0,,0.0
176,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,TESTING,0.0,,0.0
177,0.0,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,TRAINING,,,0.0
177,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,TRAINING,,,0.0
177,0.6,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,TRAINING,,,0.0
177,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,TRAINING,,,
178,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,4600.0,,0.0
178,0.6666666666666666,0.8,0.3333333333333333,0.6,0.75,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,-1100.0,,0.0
178,0.8,0.5714285714285714,0.6666666666666666,0.25,0.3333333333333333,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRAINING,-495.0,,0.0
178,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,TRAINING,,,
179,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
179,0.8,0.2857142857142857,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
179,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
179,0.25,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.3333333333333333,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
180,0.75,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
180,0.6666666666666666,0.8,0.3333333333333333,0.8,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
180,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
180,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
181,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,TRAINING,,,
181,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,,,0.0
181,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,TRAINING,,,0.0
181,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TRAINING,,,0.0
182,1.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,TESTING,,,
182,0.8,0.0,0.0,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TESTING,,,0.0
182,0.0,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,TESTING,,,0.0
182,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TESTING,,,0.0
183,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
183,0.25,0.8333333333333334,0.0,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
183,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
183,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
184,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,TESTING,139.0,,0.0
184,1.0,0.5,0.6666666666666666,1.0,1.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,TESTING,,,
184,0.0,0.5,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,TESTING,500.0,,0.0
184,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,TESTING,-469.0,,0.0
185,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
185,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
185,0.5,0.6666666666666666,0.0,0.5714285714285714,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
185,0.3333333333333333,0.6,0.3333333333333333,0.2,0.25,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
186,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
186,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
186,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
186,0.5,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
187,0.0,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.3333333333333333,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
187,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
187,0.8,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
187,1.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
188,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
188,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TRAINING,,,
188,0.5,0.8333333333333334,0.0,0.5714285714285714,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
188,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
189,0.75,0.8333333333333334,0.6666666666666666,0.7142857142857143,0.6666666666666666,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TESTING,0.0,0.0,0.0
189,0.3333333333333333,0.8,0.3333333333333333,0.6,0.75,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,TESTING,0.0,0.0,0.0
189,0.8,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TESTING,15.0,404.0,404.0
189,1.0,1.0,1.0,1.0,1.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,TESTING,,,
190,1.0,1.0,1.0,1.0,1.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,TESTING,,,
190,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,TESTING,,,0.0
190,0.3333333333333333,0.6,0.0,0.2,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,TESTING,,,0.0
190,0.6,0.42857142857142855,0.3333333333333333,0.25,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,TESTING,,,0.0
191,0.8,0.42857142857142855,0.0,0.0,0.3333333333333333,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
191,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,TESTING,,,
191,0.5,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
191,0.3333333333333333,0.8,0.3333333333333333,0.6,0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TESTING,,,0.0
192,0.0,0.5,0.3333333333333333,0.5714285714285714,0.6666666666666666,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
192,0.3333333333333333,0.6,0.0,0.2,0.25,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,TRAINING,,,0.0
