level_0,index,person,Year,wikidataid,sex,last,person_y,FirstName,first,death,Number_Sessions_Served,party_short,person_x,party_x,ethnicity,Session_114,name,birth,party_y,deathplace,Session_116,ID_NameParty,Session_113,LastName,pageid,Session_115,wikititle,Pure_name,name_y,religion,birthplace,disney_donations,VoteAlongRatio_Film,VoteAlongRatio_FS_IIR,VoteAlongRatio_FS_FSS,VoteAlongRatio_FS_CM,VoteAlongRatio_FS_REB,disney_donations_lagMinus1,disney_donations_lagPlus1
291,291,110,2014,Q527509,male,Sires,412186.0,Albio,Albio,0.0,4.0,D,412186,D,hispanic,True,"Rep. Albio Sires [D, 2013-2022]",1951-01-26,Democrat,0.0,True,AlbioSiresD,True,Sires,2907738.0,True,Albio_Sires, Albio Sires ,Albio Sires,0,"22.93278,-82.38694",0.0,0.3333333333333333,0.8,0.6666666666666666,0.6,0.75,0.0,0.0
520,520,110,2016,Q527509,male,Sires,412186.0,Albio,Albio,0.0,4.0,D,412186,D,hispanic,True,"Rep. Albio Sires [D, 2013-2022]",1951-01-26,Democrat,0.0,True,AlbioSiresD,True,Sires,2907738.0,True,Albio_Sires, Albio Sires ,Albio Sires,0,"22.93278,-82.38694",0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0
749,749,110,2018,Q527509,male,Sires,412186.0,Albio,Albio,0.0,4.0,D,412186,D,hispanic,True,"Rep. Albio Sires [D, 2013-2022]",1951-01-26,Democrat,0.0,True,AlbioSiresD,True,Sires,2907738.0,True,Albio_Sires, Albio Sires ,Albio Sires,0,"22.93278,-82.38694",0.0,1.0,1.0,1.0,1.0,1.0,,0.0
63,63,111,2012,Q1344743,male,McNerney,412189.0,Jerry,Jerry,0.0,4.0,D,412189,D,white,True,"Rep. Jerry McNerney [D, 2013-2022]",1951-06-18,Democrat,0.0,True,JerryMcNerneyD,True,McNerney,2712157.0,True,Jerry_McNerney, Jerry McNerney ,Jerry McNerney,0,"35.11667,-106.61667",0.0,0.25,0.5,0.0,0.7142857142857143,0.6666666666666666,0.0,
292,292,111,2014,Q1344743,male,McNerney,412189.0,Jerry,Jerry,0.0,4.0,D,412189,D,white,True,"Rep. Jerry McNerney [D, 2013-2022]",1951-06-18,Democrat,0.0,True,JerryMcNerneyD,True,McNerney,2712157.0,True,Jerry_McNerney, Jerry McNerney ,Jerry McNerney,0,"35.11667,-106.61667",0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0
521,521,111,2016,Q1344743,male,McNerney,412189.0,Jerry,Jerry,0.0,4.0,D,412189,D,white,True,"Rep. Jerry McNerney [D, 2013-2022]",1951-06-18,Democrat,0.0,True,JerryMcNerneyD,True,McNerney,2712157.0,True,Jerry_McNerney, Jerry McNerney ,Jerry McNerney,0,"35.11667,-106.61667",0.0,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0
750,750,111,2018,Q1344743,male,McNerney,412189.0,Jerry,Jerry,0.0,4.0,D,412189,D,white,True,"Rep. Jerry McNerney [D, 2013-2022]",1951-06-18,Democrat,0.0,True,JerryMcNerneyD,True,McNerney,2712157.0,True,Jerry_McNerney, Jerry McNerney ,Jerry McNerney,0,"35.11667,-106.61667",0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,,0.0
64,64,112,2012,Q331507,male,Perlmutter,412192.0,Ed,Ed,0.0,4.0,D,412192,D,white,True,"Rep. Ed Perlmutter [D, 2007-2022]",1953-05-01,Democrat,0.0,True,EdPerlmutterD,True,Perlmutter,2564157.0,True,Ed_Perlmutter, Ed Perlmutter ,Ed Perlmutter,0,"39.73917,-104.98472",0.0,0.75,0.5,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.0,
293,293,112,2014,Q331507,male,Perlmutter,412192.0,Ed,Ed,0.0,4.0,D,412192,D,white,True,"Rep. Ed Perlmutter [D, 2007-2022]",1953-05-01,Democrat,0.0,True,EdPerlmutterD,True,Perlmutter,2564157.0,True,Ed_Perlmutter, Ed Perlmutter ,Ed Perlmutter,0,"39.73917,-104.98472",0.0,0.0,0.8,0.3333333333333333,0.4,0.5,0.0,0.0
522,522,112,2016,Q331507,male,Perlmutter,412192.0,Ed,Ed,0.0,4.0,D,412192,D,white,True,"Rep. Ed Perlmutter [D, 2007-2022]",1953-05-01,Democrat,0.0,True,EdPerlmutterD,True,Perlmutter,2564157.0,True,Ed_Perlmutter, Ed Perlmutter ,Ed Perlmutter,0,"39.73917,-104.98472",0.0,0.8,0.2857142857142857,0.4444444444444444,0.0,0.0,0.0,0.0
751,751,112,2018,Q331507,male,Perlmutter,412192.0,Ed,Ed,0.0,4.0,D,412192,D,white,True,"Rep. Ed Perlmutter [D, 2007-2022]",1953-05-01,Democrat,0.0,True,EdPerlmutterD,True,Perlmutter,2564157.0,True,Ed_Perlmutter, Ed Perlmutter ,Ed Perlmutter,0,"39.73917,-104.98472",0.0,1.0,1.0,1.0,1.0,1.0,,0.0
65,65,113,2012,Q434470,male,Courtney,412193.0,Joe,Joe,0.0,4.0,D,412193,D,white,True,"Rep. Joe Courtney [D, 2007-2022]",1953-04-06,Democrat,0.0,True,JoeCourtneyD,True,Courtney,2274386.0,True,Joe_Courtney_(politician), Joe Courtney ,Joe Courtney,catholicism,"41.76333,-72.685",0.0,0.0,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.0,
294,294,113,2014,Q434470,male,Courtney,412193.0,Joe,Joe,0.0,4.0,D,412193,D,white,True,"Rep. Joe Courtney [D, 2007-2022]",1953-04-06,Democrat,0.0,True,JoeCourtneyD,True,Courtney,2274386.0,True,Joe_Courtney_(politician), Joe Courtney ,Joe Courtney,catholicism,"41.76333,-72.685",0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0
523,523,113,2016,Q434470,male,Courtney,412193.0,Joe,Joe,0.0,4.0,D,412193,D,white,True,"Rep. Joe Courtney [D, 2007-2022]",1953-04-06,Democrat,0.0,True,JoeCourtneyD,True,Courtney,2274386.0,True,Joe_Courtney_(politician), Joe Courtney ,Joe Courtney,catholicism,"41.76333,-72.685",0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0
752,752,113,2018,Q434470,male,Courtney,412193.0,Joe,Joe,0.0,4.0,D,412193,D,white,True,"Rep. Joe Courtney [D, 2007-2022]",1953-04-06,Democrat,0.0,True,JoeCourtneyD,True,Courtney,2274386.0,True,Joe_Courtney_(politician), Joe Courtney ,Joe Courtney,catholicism,"41.76333,-72.685",0.0,1.0,1.0,1.0,1.0,1.0,,0.0
66,66,114,2012,Q458492,female,Castor,412195.0,Kathy,Kathy,0.0,4.0,D,412195,D,white,True,"Rep. Kathy Castor [D, 2013-2022]",1966-08-20,Democrat,0.0,True,KathyCastorD,True,Castor,5508806.0,True,Kathy_Castor, Kathy Castor ,Kathy Castor,0,"25.78333,-80.21667",0.0,0.5,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,3500.0,
295,295,114,2014,Q458492,female,Castor,412195.0,Kathy,Kathy,0.0,4.0,D,412195,D,white,True,"Rep. Kathy Castor [D, 2013-2022]",1966-08-20,Democrat,0.0,True,KathyCastorD,True,Castor,5508806.0,True,Kathy_Castor, Kathy Castor ,Kathy Castor,0,"25.78333,-80.21667",3500.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0
524,524,114,2016,Q458492,female,Castor,412195.0,Kathy,Kathy,0.0,4.0,D,412195,D,white,True,"Rep. Kathy Castor [D, 2013-2022]",1966-08-20,Democrat,0.0,True,KathyCastorD,True,Castor,5508806.0,True,Kathy_Castor, Kathy Castor ,Kathy Castor,0,"25.78333,-80.21667",0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,3500.0
753,753,114,2018,Q458492,female,Castor,412195.0,Kathy,Kathy,0.0,4.0,D,412195,D,white,True,"Rep. Kathy Castor [D, 2013-2022]",1966-08-20,Democrat,0.0,True,KathyCastorD,True,Castor,5508806.0,True,Kathy_Castor, Kathy Castor ,Kathy Castor,0,"25.78333,-80.21667",0.0,1.0,1.0,1.0,1.0,1.0,,0.0
67,67,117,2012,Q771586,male,Loebsack,412209.0,David,David,0.0,4.0,D,412209,D,white,True,"Rep. David Loebsack [D, 2007-2020]",1952-12-23,Democrat,0.0,True,DavidLoebsackD,True,Loebsack,6872479.0,True,Dave_Loebsack, David Loebsack ,David Loebsack,0,"42.49806,-96.39556",0.0,0.5,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,
296,296,117,2014,Q771586,male,Loebsack,412209.0,David,David,0.0,4.0,D,412209,D,white,True,"Rep. David Loebsack [D, 2007-2020]",1952-12-23,Democrat,0.0,True,DavidLoebsackD,True,Loebsack,6872479.0,True,Dave_Loebsack, David Loebsack ,David Loebsack,0,"42.49806,-96.39556",0.0,0.3333333333333333,0.8,0.3333333333333333,0.6,0.75,0.0,0.0
525,525,117,2016,Q771586,male,Loebsack,412209.0,David,David,0.0,4.0,D,412209,D,white,True,"Rep. David Loebsack [D, 2007-2020]",1952-12-23,Democrat,0.0,True,DavidLoebsackD,True,Loebsack,6872479.0,True,Dave_Loebsack, David Loebsack ,David Loebsack,0,"42.49806,-96.39556",0.0,0.8,0.2857142857142857,0.5555555555555556,0.0,0.3333333333333333,5.0,0.0
754,754,117,2018,Q771586,male,Loebsack,412209.0,David,David,0.0,4.0,D,412209,D,white,True,"Rep. David Loebsack [D, 2007-2020]",1952-12-23,Democrat,0.0,True,DavidLoebsackD,True,Loebsack,6872479.0,True,Dave_Loebsack, David Loebsack ,David Loebsack,0,"42.49806,-96.39556",5.0,1.0,1.0,1.0,1.0,1.0,,0.0
68,68,118,2012,Q699970,male,Yarmuth,412211.0,John,John,0.0,4.0,D,412211,D,white,True,"Rep. John Yarmuth [D, 2007-2022]",1947-11-04,Democrat,0.0,True,JohnYarmuthD,True,Yarmuth,3983746.0,True,John_Yarmuth, John Yarmuth ,John Yarmuth,judaism,"38.25417,-85.76028",0.0,0.25,0.16666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,
297,297,118,2014,Q699970,male,Yarmuth,412211.0,John,John,0.0,4.0,D,412211,D,white,True,"Rep. John Yarmuth [D, 2007-2022]",1947-11-04,Democrat,0.0,True,JohnYarmuthD,True,Yarmuth,3983746.0,True,John_Yarmuth, John Yarmuth ,John Yarmuth,judaism,"38.25417,-85.76028",0.0,0.3333333333333333,0.8,0.3333333333333333,0.6,0.25,1000.0,0.0
526,526,118,2016,Q699970,male,Yarmuth,412211.0,John,John,0.0,4.0,D,412211,D,white,True,"Rep. John Yarmuth [D, 2007-2022]",1947-11-04,Democrat,0.0,True,JohnYarmuthD,True,Yarmuth,3983746.0,True,John_Yarmuth, John Yarmuth ,John Yarmuth,judaism,"38.25417,-85.76028",1000.0,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0
755,755,118,2018,Q699970,male,Yarmuth,412211.0,John,John,0.0,4.0,D,412211,D,white,True,"Rep. John Yarmuth [D, 2007-2022]",1947-11-04,Democrat,0.0,True,JohnYarmuthD,True,Yarmuth,3983746.0,True,John_Yarmuth, John Yarmuth ,John Yarmuth,judaism,"38.25417,-85.76028",0.0,1.0,1.0,1.0,1.0,1.0,,1000.0
69,69,119,2012,Q984509,male,Sarbanes,412212.0,John,John,0.0,4.0,D,412212,D,white,True,"Rep. John Sarbanes [D, 2007-2022]",1962-05-22,Democrat,0.0,True,JohnSarbanesD,True,Sarbanes,3227358.0,True,John_Sarbanes, John Sarbanes ,John Sarbanes,0,"39.28639,-76.615",0.0,0.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.0,
298,298,119,2014,Q984509,male,Sarbanes,412212.0,John,John,0.0,4.0,D,412212,D,white,True,"Rep. John Sarbanes [D, 2007-2022]",1962-05-22,Democrat,0.0,True,JohnSarbanesD,True,Sarbanes,3227358.0,True,John_Sarbanes, John Sarbanes ,John Sarbanes,0,"39.28639,-76.615",0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0
527,527,119,2016,Q984509,male,Sarbanes,412212.0,John,John,0.0,4.0,D,412212,D,white,True,"Rep. John Sarbanes [D, 2007-2022]",1962-05-22,Democrat,0.0,True,JohnSarbanesD,True,Sarbanes,3227358.0,True,John_Sarbanes, John Sarbanes ,John Sarbanes,0,"39.28639,-76.615",0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0
756,756,119,2018,Q984509,male,Sarbanes,412212.0,John,John,0.0,4.0,D,412212,D,white,True,"Rep. John Sarbanes [D, 2007-2022]",1962-05-22,Democrat,0.0,True,JohnSarbanesD,True,Sarbanes,3227358.0,True,John_Sarbanes, John Sarbanes ,John Sarbanes,0,"39.28639,-76.615",0.0,1.0,1.0,1.0,1.0,1.0,,0.0
70,70,123,2012,Q461679,female,Clarke,412221.0,Yvette,Yvette,0.0,4.0,D,412221,D,black,True,"Rep. Yvette Clarke [D, 2013-2022]",1964-11-21,Democrat,0.0,True,YvetteClarkeD,True,Clarke,2045683.0,True,Yvette_Clarke, Yvette Clarke ,Yvette D. Clarke,anglicanism,"40.67,-73.94",0.0,0.0,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,
299,299,123,2014,Q461679,female,Clarke,412221.0,Yvette,Yvette,0.0,4.0,D,412221,D,black,True,"Rep. Yvette Clarke [D, 2013-2022]",1964-11-21,Democrat,0.0,True,YvetteClarkeD,True,Clarke,2045683.0,True,Yvette_Clarke, Yvette Clarke ,Yvette D. Clarke,anglicanism,"40.67,-73.94",0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,2000.0,0.0
528,528,123,2016,Q461679,female,Clarke,412221.0,Yvette,Yvette,0.0,4.0,D,412221,D,black,True,"Rep. Yvette Clarke [D, 2013-2022]",1964-11-21,Democrat,0.0,True,YvetteClarkeD,True,Clarke,2045683.0,True,Yvette_Clarke, Yvette Clarke ,Yvette D. Clarke,anglicanism,"40.67,-73.94",2000.0,0.6,0.2857142857142857,0.2222222222222222,0.0,0.0,3500.0,0.0
757,757,123,2018,Q461679,female,Clarke,412221.0,Yvette,Yvette,0.0,4.0,D,412221,D,black,True,"Rep. Yvette Clarke [D, 2013-2022]",1964-11-21,Democrat,0.0,True,YvetteClarkeD,True,Clarke,2045683.0,True,Yvette_Clarke, Yvette Clarke ,Yvette D. Clarke,anglicanism,"40.67,-73.94",3500.0,1.0,1.0,1.0,1.0,1.0,,2000.0
71,71,124,2012,Q512330,male,Cohen,412236.0,Steve,Steve,0.0,4.0,D,412236,D,white,True,"Rep. Steve Cohen [D, 2007-2022]",1949-05-24,Democrat,0.0,True,SteveCohenD,True,Cohen,1239533.0,True,Steve_Cohen, Steve Cohen ,Steve Cohen,0,"35.1175,-89.97111",0.0,0.25,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,
300,300,124,2014,Q512330,male,Cohen,412236.0,Steve,Steve,0.0,4.0,D,412236,D,white,True,"Rep. Steve Cohen [D, 2007-2022]",1949-05-24,Democrat,0.0,True,SteveCohenD,True,Cohen,1239533.0,True,Steve_Cohen, Steve Cohen ,Steve Cohen,0,"35.1175,-89.97111",0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0
529,529,124,2016,Q512330,male,Cohen,412236.0,Steve,Steve,0.0,4.0,D,412236,D,white,True,"Rep. Steve Cohen [D, 2007-2022]",1949-05-24,Democrat,0.0,True,SteveCohenD,True,Cohen,1239533.0,True,Steve_Cohen, Steve Cohen ,Steve Cohen,0,"35.1175,-89.97111",0.0,0.6,0.2857142857142857,0.4444444444444444,0.0,0.0,0.0,0.0
758,758,124,2018,Q512330,male,Cohen,412236.0,Steve,Steve,0.0,4.0,D,412236,D,white,True,"Rep. Steve Cohen [D, 2007-2022]",1949-05-24,Democrat,0.0,True,SteveCohenD,True,Cohen,1239533.0,True,Steve_Cohen, Steve Cohen ,Steve Cohen,0,"35.1175,-89.97111",0.0,1.0,1.0,1.0,1.0,1.0,,0.0
72,72,125,2012,Q1112656,male,Welch,412239.0,Peter,Peter,0.0,4.0,D,412239,D,white,True,"Rep. Peter Welch [D, 2007-2022]",1947-05-02,Democrat,0.0,True,PeterWelchD,True,Welch,5255966.0,True,Peter_Welch, Peter Welch ,Peter Welch,catholicism,"42.11241,-72.54745",0.0,0.25,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,
301,301,125,2014,Q1112656,male,Welch,412239.0,Peter,Peter,0.0,4.0,D,412239,D,white,True,"Rep. Peter Welch [D, 2007-2022]",1947-05-02,Democrat,0.0,True,PeterWelchD,True,Welch,5255966.0,True,Peter_Welch, Peter Welch ,Peter Welch,catholicism,"42.11241,-72.54745",0.0,0.3333333333333333,0.6,0.0,0.2,0.0,0.0,0.0
530,530,125,2016,Q1112656,male,Welch,412239.0,Peter,Peter,0.0,4.0,D,412239,D,white,True,"Rep. Peter Welch [D, 2007-2022]",1947-05-02,Democrat,0.0,True,PeterWelchD,True,Welch,5255966.0,True,Peter_Welch, Peter Welch ,Peter Welch,catholicism,"42.11241,-72.54745",0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0
759,759,125,2018,Q1112656,male,Welch,412239.0,Peter,Peter,0.0,4.0,D,412239,D,white,True,"Rep. Peter Welch [D, 2007-2022]",1947-05-02,Democrat,0.0,True,PeterWelchD,True,Welch,5255966.0,True,Peter_Welch, Peter Welch ,Peter Welch,catholicism,"42.11241,-72.54745",0.0,1.0,1.0,1.0,1.0,1.0,,0.0
73,73,127,2012,Q2903389,male,Foster,412257.0,Bill,Bill,0.0,4.0,D,412257,D,white,True,"Rep. Bill Foster [D, 2013-2022]",1955-10-07,Democrat,0.0,True,BillFosterD,True,Foster,11728202.0,True,Bill_Foster_(politician), Bill Foster ,Bill Foster,0,"43.07472,-89.38444",0.0,0.5,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,
302,302,127,2014,Q2903389,male,Foster,412257.0,Bill,Bill,0.0,4.0,D,412257,D,white,True,"Rep. Bill Foster [D, 2013-2022]",1955-10-07,Democrat,0.0,True,BillFosterD,True,Foster,11728202.0,True,Bill_Foster_(politician), Bill Foster ,Bill Foster,0,"43.07472,-89.38444",0.0,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,0.0,0.0
531,531,127,2016,Q2903389,male,Foster,412257.0,Bill,Bill,0.0,4.0,D,412257,D,white,True,"Rep. Bill Foster [D, 2013-2022]",1955-10-07,Democrat,0.0,True,BillFosterD,True,Foster,11728202.0,True,Bill_Foster_(politician), Bill Foster ,Bill Foster,0,"43.07472,-89.38444",0.0,0.8,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
760,760,127,2018,Q2903389,male,Foster,412257.0,Bill,Bill,0.0,4.0,D,412257,D,white,True,"Rep. Bill Foster [D, 2013-2022]",1955-10-07,Democrat,0.0,True,BillFosterD,True,Foster,11728202.0,True,Bill_Foster_(politician), Bill Foster ,Bill Foster,0,"43.07472,-89.38444",0.0,1.0,1.0,1.0,1.0,1.0,,0.0
74,74,128,2012,Q517649,male,Carson,412258.0,André,André,0.0,4.0,D,412258,D,black,True,"Rep. André Carson [D, 2008-2022]",1974-10-16,Democrat,0.0,True,AndréCarsonD,True,Carson,30205998.0,True,André_Carson, André Carson ,André Carson,islam,"39.76778,-86.15806",0.0,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,
303,303,128,2014,Q517649,male,Carson,412258.0,André,André,0.0,4.0,D,412258,D,black,True,"Rep. André Carson [D, 2008-2022]",1974-10-16,Democrat,0.0,True,AndréCarsonD,True,Carson,30205998.0,True,André_Carson, André Carson ,André Carson,islam,"39.76778,-86.15806",0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0
532,532,128,2016,Q517649,male,Carson,412258.0,André,André,0.0,4.0,D,412258,D,black,True,"Rep. André Carson [D, 2008-2022]",1974-10-16,Democrat,0.0,True,AndréCarsonD,True,Carson,30205998.0,True,André_Carson, André Carson ,André Carson,islam,"39.76778,-86.15806",0.0,0.8,0.42857142857142855,0.4444444444444444,0.0,0.0,0.0,0.0
761,761,128,2018,Q517649,male,Carson,412258.0,André,André,0.0,4.0,D,412258,D,black,True,"Rep. André Carson [D, 2008-2022]",1974-10-16,Democrat,0.0,True,AndréCarsonD,True,Carson,30205998.0,True,André_Carson, André Carson ,André Carson,islam,"39.76778,-86.15806",0.0,1.0,1.0,1.0,1.0,1.0,,0.0
75,75,129,2012,Q218544,female,Speier,412259.0,Jackie,Jackie,0.0,4.0,D,412259,D,white,True,"Rep. Jackie Speier [D, 2013-2022]",1950-05-14,Democrat,0.0,True,JackieSpeierD,True,Speier,2070255.0,True,Jackie_Speier, Jackie Speier ,Jackie Speier,0,"37.76667,-122.43333",250.0,0.0,0.3333333333333333,0.0,0.7142857142857143,0.6666666666666666,0.0,
304,304,129,2014,Q218544,female,Speier,412259.0,Jackie,Jackie,0.0,4.0,D,412259,D,white,True,"Rep. Jackie Speier [D, 2013-2022]",1950-05-14,Democrat,0.0,True,JackieSpeierD,True,Speier,2070255.0,True,Jackie_Speier, Jackie Speier ,Jackie Speier,0,"37.76667,-122.43333",0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,250.0
533,533,129,2016,Q218544,female,Speier,412259.0,Jackie,Jackie,0.0,4.0,D,412259,D,white,True,"Rep. Jackie Speier [D, 2013-2022]",1950-05-14,Democrat,0.0,True,JackieSpeierD,True,Speier,2070255.0,True,Jackie_Speier, Jackie Speier ,Jackie Speier,0,"37.76667,-122.43333",0.0,0.4,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,650.0,0.0
762,762,129,2018,Q218544,female,Speier,412259.0,Jackie,Jackie,0.0,4.0,D,412259,D,white,True,"Rep. Jackie Speier [D, 2013-2022]",1950-05-14,Democrat,0.0,True,JackieSpeierD,True,Speier,2070255.0,True,Jackie_Speier, Jackie Speier ,Jackie Speier,0,"37.76667,-122.43333",650.0,1.0,1.0,1.0,1.0,1.0,,0.0
76,76,138,2012,Q457243,female,Pingree,412307.0,Chellie,Chellie,0.0,4.0,D,412307,D,white,True,"Rep. Chellie Pingree [D, 2009-2022]",1955-04-02,Democrat,0.0,True,ChelliePingreeD,True,Pingree,1609874.0,True,Chellie_Pingree, Chellie Pingree ,Chellie Pingree,protestantism evangelical,"44.9733,-93.2643",0.0,0.0,0.3333333333333333,0.0,0.5714285714285714,0.6666666666666666,0.0,
305,305,138,2014,Q457243,female,Pingree,412307.0,Chellie,Chellie,0.0,4.0,D,412307,D,white,True,"Rep. Chellie Pingree [D, 2009-2022]",1955-04-02,Democrat,0.0,True,ChelliePingreeD,True,Pingree,1609874.0,True,Chellie_Pingree, Chellie Pingree ,Chellie Pingree,protestantism evangelical,"44.9733,-93.2643",0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0
534,534,138,2016,Q457243,female,Pingree,412307.0,Chellie,Chellie,0.0,4.0,D,412307,D,white,True,"Rep. Chellie Pingree [D, 2009-2022]",1955-04-02,Democrat,0.0,True,ChelliePingreeD,True,Pingree,1609874.0,True,Chellie_Pingree, Chellie Pingree ,Chellie Pingree,protestantism evangelical,"44.9733,-93.2643",0.0,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0
763,763,138,2018,Q457243,female,Pingree,412307.0,Chellie,Chellie,0.0,4.0,D,412307,D,white,True,"Rep. Chellie Pingree [D, 2009-2022]",1955-04-02,Democrat,0.0,True,ChelliePingreeD,True,Pingree,1609874.0,True,Chellie_Pingree, Chellie Pingree ,Chellie Pingree,protestantism evangelical,"44.9733,-93.2643",0.0,1.0,1.0,1.0,1.0,1.0,,0.0
77,77,140,2012,Q1387868,male,Schrader,412315.0,Kurt,Kurt,0.0,4.0,D,412315,D,white,True,"Rep. Kurt Schrader [D, 2009-2022]",1951-10-19,Democrat,0.0,True,KurtSchraderD,True,Schrader,16936033.0,True,Kurt_Schrader, Kurt Schrader ,Kurt Schrader,0,"41.18333,-73.2",0.0,0.5,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,
306,306,140,2014,Q1387868,male,Schrader,412315.0,Kurt,Kurt,0.0,4.0,D,412315,D,white,True,"Rep. Kurt Schrader [D, 2009-2022]",1951-10-19,Democrat,0.0,True,KurtSchraderD,True,Schrader,16936033.0,True,Kurt_Schrader, Kurt Schrader ,Kurt Schrader,0,"41.18333,-73.2",0.0,0.3333333333333333,0.6,0.0,0.6,0.5,0.0,0.0
535,535,140,2016,Q1387868,male,Schrader,412315.0,Kurt,Kurt,0.0,4.0,D,412315,D,white,True,"Rep. Kurt Schrader [D, 2009-2022]",1951-10-19,Democrat,0.0,True,KurtSchraderD,True,Schrader,16936033.0,True,Kurt_Schrader, Kurt Schrader ,Kurt Schrader,0,"41.18333,-73.2",0.0,0.8,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0
764,764,140,2018,Q1387868,male,Schrader,412315.0,Kurt,Kurt,0.0,4.0,D,412315,D,white,True,"Rep. Kurt Schrader [D, 2009-2022]",1951-10-19,Democrat,0.0,True,KurtSchraderD,True,Schrader,16936033.0,True,Kurt_Schrader, Kurt Schrader ,Kurt Schrader,0,"41.18333,-73.2",0.0,0.5,0.5,1.0,1.0,1.0,,0.0
78,78,141,2012,Q524440,female,Titus,412318.0,Dina,Dina,0.0,4.0,D,412318,D,white,True,"Rep. Dina Titus [D, 2013-2022]",1950-05-23,Democrat,0.0,True,DinaTitusD,True,Titus,2495543.0,True,Dina_Titus, Dina Titus ,Dina Titus,0,"30.8364,-83.9783",0.0,0.25,0.5,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,
307,307,141,2014,Q524440,female,Titus,412318.0,Dina,Dina,0.0,4.0,D,412318,D,white,True,"Rep. Dina Titus [D, 2013-2022]",1950-05-23,Democrat,0.0,True,DinaTitusD,True,Titus,2495543.0,True,Dina_Titus, Dina Titus ,Dina Titus,0,"30.8364,-83.9783",0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0
536,536,141,2016,Q524440,female,Titus,412318.0,Dina,Dina,0.0,4.0,D,412318,D,white,True,"Rep. Dina Titus [D, 2013-2022]",1950-05-23,Democrat,0.0,True,DinaTitusD,True,Titus,2495543.0,True,Dina_Titus, Dina Titus ,Dina Titus,0,"30.8364,-83.9783",0.0,0.6,0.42857142857142855,0.3333333333333333,0.0,0.0,0.0,0.0
765,765,141,2018,Q524440,female,Titus,412318.0,Dina,Dina,0.0,4.0,D,412318,D,white,True,"Rep. Dina Titus [D, 2013-2022]",1950-05-23,Democrat,0.0,True,DinaTitusD,True,Titus,2495543.0,True,Dina_Titus, Dina Titus ,Dina Titus,0,"30.8364,-83.9783",0.0,1.0,1.0,1.0,1.0,1.0,,0.0
79,79,142,2012,Q1373548,male,Tonko,412319.0,Paul,Paul,0.0,4.0,D,412319,D,white,True,"Rep. Paul Tonko [D, 2013-2022]",1949-06-18,Democrat,0.0,True,PaulTonkoD,True,Tonko,6984664.0,True,Paul_Tonko, Paul Tonko ,Paul Tonko,0,"42.9433,-74.1903",0.0,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,
