person_x,name,VoteAlong113thRatio_FS_IIR,VoteAlong114thRatio_FS_IIR,VoteAlong115thRatio_FS_IIR,VoteAlong116thRatio_FS_IIR,VoteAlong113thRatio_FS_FSS,VoteAlong114thRatio_FS_FSS,VoteAlong115thRatio_FS_FSS,VoteAlong116thRatio_FS_FSS,VoteAlong113thRatio_FS_CM,VoteAlong114thRatio_FS_CM,VoteAlong115thRatio_FS_CM,VoteAlong116thRatio_FS_CM,VoteAlong113thRatio_FS_REB,VoteAlong114thRatio_FS_REB,VoteAlong115thRatio_FS_REB,VoteAlong116thRatio_FS_REB,party_short,Pure_name,LastName,FirstName,ID_NameParty,first,last,party_x,pageid,wikidataid,wikititle,name_y,sex,ethnicity,religion,birth,death,birthplace,deathplace,Number_Sessions_Served,Session_113,Session_114,Session_115,Session_116,disney_donations2012,disney_donations2014,disney_donations2016,disney_donations2018,person_y,party_y,VoteAlong113thRatio_Film,VoteAlong114thRatio_Film,VoteAlong115thRatio_Film,VoteAlong116thRatio_Film
412217,"Rep. Adrian Smith [R, 2007-2022]",0.6666666666666666,0.6,0.8571428571428571,0.5,0.6666666666666666,0.0,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Adrian Smith ,Smith,Adrian,AdrianSmithR,Adrian,Smith,R,4484938.0,Q373443,Adrian_Smith_(politician),Adrian Smith,male,white,,1970-12-19,,"41.86722,-103.66083",,4.0,True,True,True,True,,,,,412217.0,Republican,0.75,0.6666666666666666,0.8,0.0
412226,"Rep. Jim Jordan [R, 2007-2022]",0.8333333333333334,0.4,0.8571428571428571,0.0,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Jim Jordan ,Jordan,Jim,JimJordanR,Jim,Jordan,R,1238368.0,Q186215,Jim_Jordan_(American_politician),Jim Jordan,male,white,,1964-02-17,,"40.1108,-83.7514",,4.0,True,True,True,True,500.0,0.0,0.0,0.0,412226.0,Republican,0.5,0.6666666666666666,0.4,0.0
412250,"Rep. Gus Bilirakis [R, 2013-2022]",0.8333333333333334,0.8,0.7142857142857143,0.25,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.0,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Gus Bilirakis ,Bilirakis,Gus,GusBilirakisR,Gus,Bilirakis,R,5648306.0,Q1555314,Gus_Bilirakis,Gus Bilirakis,male,white,orthodox eastern,1963-02-08,,"29.66528,-82.33611",,4.0,True,True,True,True,500.0,1000.0,0.0,0.0,412250.0,Republican,0.75,0.6666666666666666,1.0,0.0
412252,"Rep. Paul Broun Jr. [R, 2007-2014]",0.6666666666666666,,,,0.3333333333333333,,,,0.5714285714285714,,,1.0,0.3333333333333333,,,,R, Paul Broun  ,Broun,Paul,PaulBrounR,,,,,,,,,,,,,,,,,,,,,,,,412252.0,Republican,0.25,,,
412255,"Rep. Robert Wittman [R, 2007-2022]",0.8333333333333334,0.6,0.8571428571428571,0.5,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Robert Wittman ,Wittman,Robert,RobertWittmanR,,,,,,,,,,,,,,,,,,,,,,,,412255.0,Republican,0.5,0.3333333333333333,0.8,0.0
412256,"Rep. Robert Latta [R, 2007-2022]",0.8333333333333334,0.6,0.8571428571428571,0.5,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Robert Latta ,Latta,Robert,RobertLattaR,,,,,,,,,,,,,,,,,,,,,,,,412256.0,Republican,0.75,0.6666666666666666,0.6,0.0
412261,"Rep. Steve Scalise [R, 2008-2022]",0.8333333333333334,0.8,0.7142857142857143,0.5,0.6666666666666666,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.7142857142857143,0.8,0.75,1.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,R, Steve Scalise ,Scalise,Steve,SteveScaliseR,Steve,Scalise,R,4228818.0,Q1857141,Steve_Scalise,Steve Scalise,male,white,,1965-10-06,,"29.96667,-90.05",,4.0,True,True,True,True,2000.0,1500.0,2500.0,2950.0,412261.0,Republican,0.75,0.6666666666666666,0.8,0.0
412269,"Rep. Bill Cassidy [R, 2009-2014]",0.8333333333333334,,,,0.3333333333333333,,,,0.7142857142857143,,,1.0,0.6666666666666666,,,,R, Bill Cassidy ,Cassidy,Bill,BillCassidyR,,,,,,,,,,,,,,,,,,,,,,,,412269.0,Republican,0.75,,,
412270,"Rep. Jason Chaffetz [R, 2009-2017]",0.8333333333333334,0.6,,,0.6666666666666666,0.6666666666666666,,,0.7142857142857143,0.8,,1.0,0.3333333333333333,1.0,,,R, Jason Chaffetz ,Chaffetz,Jason,JasonChaffetzR,,,,,,,,,,,,,,,,,,,,,,,,412270.0,Republican,0.25,0.6666666666666666,,
412270,"Rep. Jason Chaffetz [R, 2009-2017]",0.8333333333333334,0.6,,,0.6666666666666666,0.6666666666666666,,,0.7142857142857143,0.8,,1.0,0.3333333333333333,1.0,,,R, Jason Chaffetz ,Chaffetz,Jason,JasonChaffetzR,,,,,,,,,,,,,,,,,,,,,,,,412270.0,,,,,
412271,"Rep. Mike Coffman [R, 2009-2018]",0.8333333333333334,0.6,0.8571428571428571,,0.6666666666666666,0.6666666666666666,,,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,,R, Mike Coffman ,Coffman,Mike,MikeCoffmanR,,,,,,,,,,,,,,,,,,,,,,,,412271.0,Republican,0.75,0.6666666666666666,0.4,
412275,"Rep. John Fleming [R, 2009-2016]",0.8333333333333334,0.4,,,0.3333333333333333,0.3333333333333333,,,0.7142857142857143,0.6,,1.0,0.3333333333333333,0.75,,,R, John Fleming ,Fleming,John,JohnFlemingR,,,,,,,,,,,,,,,,,,,,,,,,412275.0,Republican,0.5,0.3333333333333333,,
412278,"Rep. Brett Guthrie [R, 2009-2022]",0.8333333333333334,0.8,0.8571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Brett Guthrie ,Guthrie,Brett,BrettGuthrieR,Brett,Guthrie,R,16905071.0,Q910794,Brett_Guthrie,Brett Guthrie,male,white,,1964-02-18,,"34.82028,-87.66278",,4.0,True,True,True,True,2750.0,2500.0,3500.0,2000.0,412278.0,Republican,0.75,0.6666666666666666,0.8,0.0
412280,"Rep. Gregg Harper [R, 2009-2018]",0.8333333333333334,1.0,0.7142857142857143,,0.6666666666666666,0.6666666666666666,,,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,,R, Gregg Harper ,Harper,Gregg,GreggHarperR,,,,,,,,,,,,,,,,,,,,,,,,412280.0,Republican,0.75,0.6666666666666666,0.8,
412283,"Rep. Duncan Hunter [R, 2013-2020]",0.8333333333333334,0.8,0.8571428571428571,,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Duncan Hunter ,Hunter,Duncan,DuncanHunterR,Duncan,Hunter,R,17910806.0,Q540521,Duncan_D._Hunter,Duncan Hunter,male,white,protestantism baptist,1976-12-07,,"32.715,-117.1625",,4.0,True,True,True,True,,,,,412283.0,Republican,0.75,0.6666666666666666,0.8,
412283,"Rep. Duncan Hunter [R, 2013-2020]",0.8333333333333334,0.8,0.8571428571428571,,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Duncan Hunter ,Hunter,Duncan,DuncanHunterR,Duncan,Hunter,R,17910806.0,Q540521,Duncan_D._Hunter,Duncan Hunter,male,white,protestantism baptist,1976-12-07,,"32.715,-117.1625",,4.0,True,True,True,True,,,,,412283.0,,,,,
412284,"Rep. Lynn Jenkins [R, 2009-2018]",0.8333333333333334,0.6,0.7142857142857143,,0.6666666666666666,0.3333333333333333,,,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,0.75,1.0,,R, Lynn Jenkins ,Jenkins,Lynn,LynnJenkinsR,,,,,,,,,,,,,,,,,,,,,,,,412284.0,Republican,0.75,0.6666666666666666,0.8,
412290,"Rep. Leonard Lance [R, 2009-2018]",0.8333333333333334,0.6,0.5714285714285714,,0.6666666666666666,0.3333333333333333,,,0.7142857142857143,0.6,0.75,1.0,0.6666666666666666,0.75,1.0,,R, Leonard Lance ,Lance,Leonard,LeonardLanceR,,,,,,,,,,,,,,,,,,,,,,,,412290.0,Republican,0.75,0.6666666666666666,0.6,
412292,"Rep. Blaine Luetkemeyer [R, 2013-2022]",0.8333333333333334,1.0,0.8571428571428571,0.5,0.6666666666666666,1.0,0.7777777777777778,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Blaine Luetkemeyer ,Luetkemeyer,Blaine,BlaineLuetkemeyerR,Blaine,Luetkemeyer,R,19976669.0,Q522181,Blaine_Luetkemeyer,Blaine Luetkemeyer,male,white,,1952-05-07,,"38.57667,-92.17361",,4.0,True,True,True,True,,,,,412292.0,Republican,0.75,0.3333333333333333,0.8,0.0
412294,"Rep. Cynthia Lummis [R, 2009-2016]",0.8333333333333334,0.6,,,0.0,0.3333333333333333,,,0.7142857142857143,0.4,,1.0,0.3333333333333333,0.75,,,R, Cynthia Lummis ,Lummis,Cynthia,CynthiaLummisR,,,,,,,,,,,,,,,,,,,,,,,,412294.0,Republican,0.25,0.6666666666666666,,
412295,"Rep. Tom McClintock [R, 2009-2022]",0.6666666666666666,0.2,0.8571428571428571,0.0,0.3333333333333333,0.3333333333333333,0.7777777777777778,0.3333333333333333,0.5714285714285714,0.4,1.0,1.0,0.3333333333333333,0.75,1.0,0.3333333333333333,R, Tom McClintock ,McClintock,Tom,TomMcClintockR,Tom,McClintock,R,295706.0,Q535887,Tom_McClintock,Tom McClintock,male,white,,1956-07-10,,"40.94,-73.82611",,4.0,True,True,True,True,0.0,0.0,0.0,50.0,412295.0,Republican,0.25,0.3333333333333333,0.2,0.0
412302,"Rep. Pete Olson [R, 2009-2020]",0.8333333333333334,0.8,0.7142857142857143,0.5,0.3333333333333333,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Pete Olson ,Olson,Pete,PeteOlsonR,Pete,Olson,R,16835709.0,Q2073303,Pete_Olson,Pete Olson,male,white,protestantism methodist,1962-12-09,,"47.11437,-122.56459",,4.0,True,True,True,True,500.0,0.0,2500.0,1000.0,412302.0,Republican,0.5,0.6666666666666666,0.8,0.0
412303,"Rep. Erik Paulsen [R, 2009-2018]",0.8333333333333334,1.0,0.8571428571428571,,0.6666666666666666,0.6666666666666666,,,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,,R, Erik Paulsen ,Paulsen,Erik,ErikPaulsenR,,,,,,,,,,,,,,,,,,,,,,,,412303.0,Republican,0.75,0.6666666666666666,0.8,
412309,"Rep. Bill Posey [R, 2013-2022]",0.8333333333333334,0.4,0.8571428571428571,0.25,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,0.75,1.0,0.3333333333333333,0.75,0.6666666666666666,0.3333333333333333,R, Bill Posey ,Posey,Bill,BillPoseyR,Bill,Posey,R,9255511.0,Q862373,Bill_Posey,Bill Posey,male,white,protestantism methodist,1947-12-18,,"38.895,-77.03667",,4.0,True,True,True,True,1000.0,1000.0,0.0,0.0,412309.0,Republican,0.5,0.6666666666666666,0.4,0.0
412310,"Rep. David “Phil” Roe [R, 2009-2020]",0.8333333333333334,0.6,0.8571428571428571,0.5,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.5,1.0,0.3333333333333333,R, David “Phil” Roe ,Roe,David,DavidRoeR,,,,,,,,,,,,,,,,,,,,,,,,412310.0,Republican,0.75,0.6666666666666666,0.8,0.0
412311,"Rep. Thomas Rooney [R, 2013-2018]",0.8333333333333334,1.0,0.7142857142857143,,0.6666666666666666,0.6666666666666666,,,0.7142857142857143,0.8,0.75,1.0,0.6666666666666666,1.0,1.0,,R, Thomas Rooney ,Rooney,Thomas,ThomasRooneyR,,,,,,,,,,,,,,,,,,,,,,,,412311.0,Republican,0.75,0.6666666666666666,0.8,
412314,"Rep. Aaron Schock [R, 2009-2015]",0.8333333333333334,,,,0.6666666666666666,,,,0.7142857142857143,,,1.0,0.6666666666666666,,,,R, Aaron Schock ,Schock,Aaron,AaronSchockR,,,,,,,,,,,,,,,,,,,,,,,,412314.0,Republican,0.75,,,
412317,"Rep. Glenn Thompson [R, 2009-2018]",0.8333333333333334,1.0,0.8571428571428571,,0.6666666666666666,0.6666666666666666,0.8888888888888888,,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,,R, Glenn Thompson ,Thompson,Glenn,GlennThompsonR,Glenn,Thompson,R,16879645.0,Q1531120,Glenn_Thompson_(politician),Glenn Thompson,male,white,,1959-07-27,,"40.91472,-77.77472",,4.0,True,True,True,True,,,,,412317.0,Republican,0.75,0.6666666666666666,0.8,
412388,"Rep. Tom Graves [R, 2013-2020]",0.8333333333333334,0.8,0.8571428571428571,,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,R, Tom Graves ,Graves,Tom,TomGravesR,Tom,Graves,R,27452031.0,Q1647301,Tom_Graves,Tom Graves,male,white,,1970-02-03,,"27.77306,-82.64",,4.0,True,True,True,True,0.0,0.0,500.0,0.0,412388.0,Republican,0.75,0.6666666666666666,0.8,0.0
412392,"Rep. Marlin Stutzman [R, 2010-2016]",0.8333333333333334,0.6,,,0.3333333333333333,0.3333333333333333,,,0.7142857142857143,0.6,,1.0,0.3333333333333333,0.75,,,R, Marlin Stutzman ,Stutzman,Marlin,MarlinStutzmanR,,,,,,,,,,,,,,,,,,,,,,,,412392.0,Republican,0.5,0.6666666666666666,,
412393,"Rep. Tom Reed [R, 2013-2022]",0.8333333333333334,1.0,0.8571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Tom Reed ,Reed,Tom,TomReedR,Tom,Reed,R,24090330.0,Q2440035,Tom_Reed_(politician),Tom Reed,male,white,,1971-11-18,,"41.5225,-88.14056",,4.0,True,True,True,True,0.0,0.0,0.0,2000.0,412393.0,Republican,0.75,0.6666666666666666,0.6,0.0
412394,"Rep. Martha Roby [R, 2011-2020]",0.8333333333333334,0.8,0.8571428571428571,0.5,0.6666666666666666,0.3333333333333333,0.7777777777777778,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.3333333333333333,0.75,1.0,0.3333333333333333,R, Martha Roby ,Roby,Martha,MarthaRobyR,Martha,Roby,R,29218153.0,Q439117,Martha_Roby,Martha Roby,female,white,,1976-07-26,,"32.36167,-86.27917",,4.0,True,True,True,True,,,,,412394.0,Republican,0.75,1.0,0.6,0.0
412395,"Rep. Mo Brooks [R, 2011-2022]",0.8333333333333334,0.6,0.5714285714285714,0.25,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.6,0.5,1.0,0.6666666666666666,0.75,0.6666666666666666,0.3333333333333333,R, Mo Brooks ,Brooks,Mo,MoBrooksR,Mo,Brooks,R,27586834.0,Q1941306,Mo_Brooks,Mo Brooks,male,white,,1954-04-29,,"32.77611,-79.9325",,4.0,True,True,True,True,,,,,412395.0,Republican,0.5,0.3333333333333333,0.6,0.0
412397,"Rep. Paul Gosar [R, 2013-2022]",0.8333333333333334,0.4,0.7142857142857143,0.0,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,0.75,1.0,0.3333333333333333,0.75,1.0,0.3333333333333333,R, Paul Gosar ,Gosar,Paul,PaulGosarR,Paul,Gosar,R,28573666.0,Q2059832,Paul_Gosar,Paul Gosar,male,white,,1958-11-27,,"41.585,-109.22139",,4.0,True,True,True,True,,,,,412397.0,Republican,0.25,0.3333333333333333,0.4,0.0
412399,"Rep. David Schweikert [R, 2013-2022]",0.8333333333333334,0.4,0.8571428571428571,0.25,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, David Schweikert ,Schweikert,David,DavidSchweikertR,David,Schweikert,R,16166136.0,Q1176561,David_Schweikert,David Schweikert,male,white,,1962-03-03,,"34.05,-118.25",,4.0,True,True,True,True,,,,,412399.0,Republican,0.5,0.6666666666666666,0.4,0.0
412400,"Rep. Eric “Rick” Crawford [R, 2011-2022]",0.8333333333333334,0.6,0.7142857142857143,0.5,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.3333333333333333,0.75,1.0,0.3333333333333333,R, Eric “Rick” Crawford ,Crawford,Eric,EricCrawfordR,,,,,,,,,,,,,,,,,,,,,,,,412400.0,Republican,0.5,0.6666666666666666,0.8,0.5
412401,"Rep. Tim Griffin [R, 2011-2014]",0.8333333333333334,,,,0.6666666666666666,,,,0.7142857142857143,,,1.0,0.6666666666666666,,,,R, Tim Griffin ,Griffin,Tim,TimGriffinR,,,,,,,,,,,,,,,,,,,,,,,,412401.0,Republican,0.75,,,
412402,"Rep. Steve Womack [R, 2011-2022]",0.8333333333333334,1.0,0.8571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Steve Womack ,Womack,Steve,SteveWomackR,Steve,Womack,R,28033707.0,Q1029527,Steve_Womack,Steve Womack,male,white,,1957-02-18,,"35.2783,-93.1369",,4.0,True,True,True,True,1000.0,0.0,0.0,0.0,412402.0,Republican,0.75,0.6666666666666666,0.8,0.0
412403,"Rep. Jeff Denham [R, 2013-2018]",0.8333333333333334,1.0,0.7142857142857143,,0.6666666666666666,0.6666666666666666,,,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,,R, Jeff Denham ,Denham,Jeff,JeffDenhamR,,,,,,,,,,,,,,,,,,,,,,,,412403.0,Republican,0.75,0.6666666666666666,0.6,
412405,"Rep. Scott Tipton [R, 2011-2020]",0.8333333333333334,0.4,0.8571428571428571,0.25,0.3333333333333333,0.3333333333333333,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Scott Tipton ,Tipton,Scott,ScottTiptonR,Scott,Tipton,R,4176183.0,Q782994,Scott_Tipton,Scott Tipton,male,white,,1956-11-09,,"36.00194,-106.06472",,4.0,True,True,True,True,,,,,412405.0,Republican,0.75,0.6666666666666666,0.8,0.0
412406,"Rep. Cory Gardner [R, 2011-2014]",0.8333333333333334,,,,0.6666666666666666,,,,0.7142857142857143,,,1.0,0.6666666666666666,,,,R, Cory Gardner ,Gardner,Cory,CoryGardnerR,,,,,,,,,,,,,,,,,,,,,,,,412406.0,Republican,0.75,,,
412408,"Rep. Steve Southerland [R, 2011-2014]",0.8333333333333334,,,,0.6666666666666666,,,,0.7142857142857143,,,1.0,0.6666666666666666,,,,R, Steve Southerland ,Southerland,Steve,SteveSoutherlandR,,,,,,,,,,,,,,,,,,,,,,,,412408.0,Republican,0.75,,,
412409,"Rep. Richard Nugent [R, 2013-2016]",0.8333333333333334,0.6,,,0.6666666666666666,0.6666666666666666,,,0.7142857142857143,0.8,,1.0,0.6666666666666666,1.0,,,R, Richard Nugent ,Nugent,Richard,RichardNugentR,,,,,,,,,,,,,,,,,,,,,,,,412409.0,Republican,0.75,0.6666666666666666,,
412410,"Rep. Daniel Webster [R, 2013-2016]",0.8333333333333334,0.6,,,0.3333333333333333,0.3333333333333333,,,0.7142857142857143,0.6,,1.0,0.6666666666666666,0.75,,,R, Daniel Webster ,Webster,Daniel,DanielWebsterR,Daniel,Webster,R,13719578.0,Q1163099,Daniel_Webster_(Florida_politician),Daniel Webster,male,white,,1949-04-27,,"38.34722,-81.63333",,4.0,True,True,True,True,12000.0,11250.0,2000.0,1000.0,412410.0,Republican,0.5,0.6666666666666666,,
412411,"Rep. Dennis Ross [R, 2013-2018]",0.8333333333333334,0.8,0.7142857142857143,,0.6666666666666666,0.6666666666666666,,,0.7142857142857143,0.8,0.75,1.0,0.6666666666666666,1.0,1.0,,R, Dennis Ross ,Ross,Dennis,DennisRossR,,,,,,,,,,,,,,,,,,,,,,,,412411.0,Republican,0.75,0.6666666666666666,0.8,
412416,"Rep. Rob Woodall [R, 2011-2020]",0.8333333333333334,1.0,0.8571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Rob Woodall ,Woodall,Rob,RobWoodallR,Rob,Woodall,R,28722293.0,Q2156128,Rob_Woodall,Rob Woodall,male,white,,1970-02-11,,"33.95528,-83.38306",,4.0,True,True,True,True,,,,,412416.0,Republican,0.75,0.6666666666666666,0.8,0.0
412417,"Rep. Austin Scott [R, 2011-2022]",0.8333333333333334,0.6,0.8571428571428571,0.5,0.3333333333333333,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,R, Austin Scott ,Scott,Austin,AustinScottR,Austin,Scott,R,23939531.0,Q781167,Austin_Scott_(politician),Austin Scott,male,white,,1969-12-10,,"33.47,-81.975",,4.0,True,True,True,True,,,,,412417.0,Republican,0.5,0.6666666666666666,0.8,0.0
412419,"Rep. Raúl Labrador [R, 2011-2018]",0.8333333333333334,0.4,0.8571428571428571,,0.0,0.3333333333333333,,,0.7142857142857143,0.6,1.0,1.0,0.3333333333333333,0.75,0.6666666666666666,,R, Raúl Labrador ,Labrador,Raúl,RaúlLabradorR,,,,,,,,,,,,,,,,,,,,,,,,412419.0,Republican,0.25,0.6666666666666666,0.6,
412421,"Rep. Adam Kinzinger [R, 2013-2022]",0.8333333333333334,1.0,0.7142857142857143,0.5,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.6666666666666666,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,R, Adam Kinzinger ,Kinzinger,Adam,AdamKinzingerR,Adam,Kinzinger,R,22201400.0,Q349955,Adam_Kinzinger,Adam Kinzinger,male,white,,1978-02-27,,"41.12,-87.86",,4.0,True,True,True,True,1000.0,1000.0,0.0,0.0,412421.0,Republican,0.75,0.6666666666666666,0.8,0.0
412422,"Rep. Randy Hultgren [R, 2011-2018]",0.8333333333333334,0.8,0.7142857142857143,,0.6666666666666666,0.3333333333333333,,,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,,R, Randy Hultgren ,Hultgren,Randy,RandyHultgrenR,,,,,,,,,,,,,,,,,,,,,,,,412422.0,Republican,0.75,0.6666666666666666,0.8,
412426,"Rep. Todd Rokita [R, 2011-2018]",0.8333333333333334,0.8,0.8571428571428571,,0.6666666666666666,0.6666666666666666,,,0.7142857142857143,0.8,0.75,1.0,0.6666666666666666,1.0,1.0,,R, Todd Rokita ,Rokita,Todd,ToddRokitaR,,,,,,,,,,,,,,,,,,,,,,,,412426.0,Republican,0.75,0.6666666666666666,0.6,
412427,"Rep. Larry Bucshon [R, 2011-2022]",0.8333333333333334,1.0,0.8571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Larry Bucshon ,Bucshon,Larry,LarryBucshonR,Larry,Bucshon,R,27864627.0,Q944286,Larry_Bucshon,Larry Bucshon,male,white,protestantism lutheran,1962-05-31,,"39.54083,-89.28806",,4.0,True,True,True,True,,,,,412427.0,Republican,0.75,0.6666666666666666,0.8,0.0
412428,"Rep. Todd Young [R, 2011-2016]",0.8333333333333334,0.6,,,0.6666666666666666,0.3333333333333333,,,0.7142857142857143,0.6,,1.0,0.6666666666666666,0.75,,,R, Todd Young ,Young,Todd,ToddYoungR,,,,,,,,,,,,,,,,,,,,,,,,412428.0,Republican,0.75,0.6666666666666666,,
412429,"Rep. Tim Huelskamp [R, 2011-2016]",0.8333333333333334,0.4,,,0.3333333333333333,0.3333333333333333,,,0.7142857142857143,0.6,,1.0,0.3333333333333333,0.75,,,R, Tim Huelskamp ,Huelskamp,Tim,TimHuelskampR,,,,,,,,,,,,,,,,,,,,,,,,412429.0,Republican,0.5,0.6666666666666666,,
412430,"Rep. Kevin Yoder [R, 2011-2018]",0.8333333333333334,0.8,0.8571428571428571,,0.6666666666666666,0.6666666666666666,,,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,,R, Kevin Yoder ,Yoder,Kevin,KevinYoderR,,,,,,,,,,,,,,,,,,,,,,,,412430.0,Republican,0.75,0.6666666666666666,0.8,
412431,"Rep. Mike Pompeo [R, 2011-2017]",0.8333333333333334,0.4,,,0.3333333333333333,0.3333333333333333,,,0.8571428571428571,0.6,,1.0,1.0,0.75,,,R, Mike Pompeo ,Pompeo,Mike,MikePompeoR,,,,,,,,,,,,,,,,,,,,,,,,412431.0,Republican,0.5,1.0,,
412434,"Rep. Andy Harris [R, 2011-2022]",0.8333333333333334,0.4,0.8571428571428571,0.25,0.6666666666666666,0.3333333333333333,0.8888888888888888,0.0,0.7142857142857143,0.6,1.0,1.0,0.6666666666666666,0.75,1.0,0.3333333333333333,R, Andy Harris ,Harris,Andy,AndyHarrisR,,,,,,,,,,,,,,,,,,,,,,,,412434.0,Republican,0.75,0.6666666666666666,0.4,0.0
412436,"Rep. Dan Benishek [R, 2011-2016]",0.8333333333333334,1.0,,,0.3333333333333333,0.6666666666666666,,,0.7142857142857143,0.8,,1.0,0.6666666666666666,1.0,,,R, Dan Benishek ,Benishek,Dan,DanBenishekR,,,,,,,,,,,,,,,,,,,,,,,,412436.0,Republican,0.5,0.6666666666666666,,
412437,"Rep. Bill Huizenga [R, 2011-2022]",0.8333333333333334,0.6,0.8571428571428571,0.5,0.6666666666666666,0.6666666666666666,0.8888888888888888,0.3333333333333333,0.7142857142857143,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,R, Bill Huizenga ,Huizenga,Bill,BillHuizengaR,Bill,Huizenga,R,21118339.0,Q862199,Bill_Huizenga,Bill Huizenga,male,white,,1969-01-31,,"42.8125,-86.01861",,4.0,True,True,True,True,,,,,412437.0,Republican,0.75,0.6666666666666666,0.8,0.0
412438,"Rep. Justin Amash [R, 2011-2020]",0.5,0.2,0.5714285714285714,,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.5714285714285714,0.4,0.75,1.0,0.3333333333333333,0.5,0.6666666666666666,,R, Justin Amash ,Amash,Justin,JustinAmashR,Justin,Amash,R,27476249.0,Q1714165,Justin_Amash,Justin Amash,male,white,,1980-04-18,,"42.96125,-85.65572",,4.0,True,True,True,True,,,,,412438.0,Republican,0.25,0.3333333333333333,0.2,
