person_x,name,VoteAlong113thRatio_FS_IIR,VoteAlong114thRatio_FS_IIR,VoteAlong115thRatio_FS_IIR,VoteAlong116thRatio_FS_IIR,VoteAlong113thRatio_FS_FSS,VoteAlong114thRatio_FS_FSS,VoteAlong115thRatio_FS_FSS,VoteAlong116thRatio_FS_FSS,VoteAlong113thRatio_FS_CM,VoteAlong114thRatio_FS_CM,VoteAlong115thRatio_FS_CM,VoteAlong116thRatio_FS_CM,VoteAlong113thRatio_FS_REB,VoteAlong114thRatio_FS_REB,VoteAlong115thRatio_FS_REB,VoteAlong116thRatio_FS_REB,party_short,Pure_name,LastName,FirstName,ID_NameParty,first,last,party_x,pageid,wikidataid,wikititle,name_y,sex,ethnicity,religion,birth,death,birthplace,deathplace,Number_Sessions_Served,Session_113,Session_114,Session_115,Session_116,disney_donations2012,disney_donations2014,disney_donations2016,disney_donations2018,person_y,party_y,VoteAlong113thRatio_Film,VoteAlong114thRatio_Film,VoteAlong115thRatio_Film,VoteAlong116thRatio_Film
412396,"Rep. Terri Sewell [D, 2011-2022]",0.5,0.8,0.42857142857142855,1.0,0.6666666666666666,0.3333333333333333,0.5555555555555556,1.0,0.7142857142857143,0.6,0.0,1.0,0.6666666666666666,0.75,0.3333333333333333,1.0,D, Terri Sewell ,Sewell,Terri,TerriSewellD,Terri,Sewell,D,22136277.0,Q461621,Terri_Sewell,Terri Sewell,female,black,,1965-01-01,,"34.71361,-86.58611",,4.0,True,True,True,True,,,,,412396.0,Democrat,0.75,0.3333333333333333,0.8,1.0
412404,"Rep. Karen Bass [D, 2013-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.3333333333333333,0.25,0.0,0.6666666666666666,D, Karen Bass ,Bass,Karen,KarenBassD,Karen,Bass,D,8722536.0,Q461739,Karen_Bass,Karen Bass,female,black,,1953-10-03,,"34.05,-118.25",,4.0,True,True,True,True,0.0,6050.0,2000.0,500.0,412404.0,Democrat,0.0,0.3333333333333333,0.6,1.0
412407,"Rep. John Carney [D, 2011-2016]",0.6666666666666666,0.6,,,0.6666666666666666,0.0,,,0.7142857142857143,0.4,,1.0,1.0,0.5,,,D, John Carney ,Carney,John,JohnCarneyD,,,,,,,,,,,,,,,,,,,,,,,,412407.0,Democrat,0.5,0.3333333333333333,,
412412,"Rep. Frederica Wilson [D, 2013-2022]",0.5,0.8,0.2857142857142857,0.75,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,0.6666666666666666,D, Frederica Wilson ,Wilson,Frederica,FredericaWilsonD,Frederica,Wilson,D,13719198.0,Q461504,Frederica_Wilson,Frederica Wilson,female,black,,1942-11-05,,"25.78333,-80.21667",,4.0,True,True,True,True,,,,,412412.0,Democrat,0.25,0.3333333333333333,0.8,0.5
412418,"Rep. Colleen Hanabusa [D, 2011-2014]",0.5,,,,0.3333333333333333,,,,0.7142857142857143,,,1.0,1.0,,,,D, Colleen Hanabusa ,Hanabusa,Colleen,ColleenHanabusaD,,,,,,,,,,,,,,,,,,,,,,,,412418.0,Democrat,0.0,,,
412432,"Rep. Cedric Richmond [D, 2011-2021]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,1.0,0.5714285714285714,0.4,0.0,1.0,1.0,0.5,0.3333333333333333,1.0,D, Cedric Richmond ,Richmond,Cedric,CedricRichmondD,Cedric,Richmond,D,26323292.0,Q561284,Cedric_Richmond,Cedric Richmond,male,black,,1973-09-13,,"29.96667,-90.05",,4.0,True,True,True,True,0.0,1000.0,2500.0,10000.0,412432.0,Democrat,0.5,0.3333333333333333,0.6,1.0
412435,"Rep. William Keating [D, 2013-2022]",0.5,0.8,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.5,0.0,1.0,D, William Keating ,Keating,William,WilliamKeatingD,William,Keating,D,25616173.0,Q775412,Bill_Keating_(politician),William Keating,male,white,,1952-09-06,,"42.19444,-71.2",,4.0,True,True,True,True,,,,,412435.0,Democrat,0.25,0.3333333333333333,0.6,1.0
412470,"Rep. David Cicilline [D, 2011-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,0.6666666666666666,D, David Cicilline ,Cicilline,David,DavidCicillineD,David,Cicilline,D,1330350.0,Q938498,David_Cicilline,David Cicilline,male,white,,1961-07-15,,"41.83083,-71.415",,4.0,True,True,True,True,2000.0,500.0,1250.0,2550.0,412470.0,Democrat,0.0,0.3333333333333333,0.8,1.0
412498,"Rep. Janice Hahn [D, 2013-2016]",0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,,0.42857142857142855,0.4,,1.0,0.6666666666666666,0.5,,,D, Janice Hahn ,Hahn,Janice,JaniceHahnD,,,,,,,,,,,,,,,,,,,,,,,,412498.0,Democrat,0.0,0.3333333333333333,,
412501,"Rep. Suzanne Bonamici [D, 2012-2022]",0.3333333333333333,0.8,0.14285714285714285,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Suzanne Bonamici ,Bonamici,Suzanne,SuzanneBonamiciD,Suzanne,Bonamici,D,10174089.0,Q45946,Suzanne_Bonamici,Suzanne Bonamici,female,white,,1954-10-14,,"42.33167,-83.0475",,4.0,True,True,True,True,,,,,412501.0,Democrat,0.0,0.3333333333333333,0.8,1.0
412502,"Rep. Ron Barber [D, 2013-2014]",0.8333333333333334,,,,0.6666666666666666,,,,0.8571428571428571,,,1.0,0.6666666666666666,,,,D, Ron Barber ,Barber,Ron,RonBarberD,,,,,,,,,,,,,,,,,,,,,,,,412502.0,Democrat,0.75,,,
412505,"Rep. Suzan DelBene [D, 2012-2022]",0.6666666666666666,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,1.0,0.7142857142857143,0.6,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,D, Suzan DelBene ,DelBene,Suzan,SuzanDelBeneD,Suzan,DelBene,D,21763937.0,Q2091892,Suzan_DelBene,Suzan DelBene,female,white,,1962-02-17,,"32.41,-87.02",,4.0,True,True,True,True,0.0,1500.0,2500.0,0.0,412505.0,Democrat,0.25,0.3333333333333333,0.8,1.0
412506,"Rep. Donald Payne Jr. [D, 2012-2022]",0.3333333333333333,0.6,0.42857142857142855,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,0.6666666666666666,D, Donald Payne  ,Payne,Donald,DonaldPayneD,Donald,Payne,D,35941258.0,Q1240224,Donald_Payne_Jr.,Donald Payne Jr.,male,black,,1958-12-16,,"40.73528,-74.185",,4.0,True,True,True,True,,,,,412506.0,Democrat,0.0,0.3333333333333333,0.6,1.0
412509,"Rep. Kyrsten Sinema [D, 2013-2018]",0.8333333333333334,0.8,0.7142857142857143,,0.6666666666666666,0.3333333333333333,,,0.7142857142857143,0.8,0.25,1.0,0.6666666666666666,0.5,0.3333333333333333,,D, Kyrsten Sinema ,Sinema,Kyrsten,KyrstenSinemaD,,,,,,,,,,,,,,,,,,,,,,,,412509.0,Democrat,0.75,0.6666666666666666,0.8,
412511,"Rep. Jared Huffman [D, 2013-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Jared Huffman ,Huffman,Jared,JaredHuffmanD,Jared,Huffman,D,7432015.0,Q3276717,Jared_Huffman,Jared Huffman,male,white,,1964-02-18,,"39.08333,-94.41667",,4.0,True,True,True,True,1500.0,5200.0,0.0,0.0,412511.0,Democrat,0.0,0.3333333333333333,0.6,1.0
412512,"Rep. Ami Bera [D, 2013-2022]",0.5,0.8,0.42857142857142855,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.7142857142857143,0.6,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,D, Ami Bera ,Bera,Ami,AmiBeraD,Ami,Bera,D,28670879.0,Q3389105,Ami_Bera,Ami Bera,male,asian,protestantism unitarian,1965-03-02,,"34.05,-118.25",,4.0,True,True,True,True,0.0,0.0,4200.0,0.0,412512.0,Democrat,0.5,0.6666666666666666,0.8,1.0
412514,"Rep. Eric Swalwell [D, 2013-2022]",0.5,0.8,0.2857142857142857,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Eric Swalwell ,Swalwell,Eric,EricSwalwellD,Eric,Swalwell,D,37076719.0,Q3466996,Eric_Swalwell,Eric Swalwell,male,white,,1980-11-16,,"42.42111,-94.995",,4.0,True,True,True,True,0.0,1000.0,0.0,0.0,412514.0,Democrat,0.0,0.3333333333333333,0.6,1.0
412516,"Rep. Julia Brownley [D, 2013-2022]",0.8333333333333334,0.8,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,0.7142857142857143,0.6,0.0,1.0,0.6666666666666666,0.5,0.0,1.0,D, Julia Brownley ,Brownley,Julia,JuliaBrownleyD,Julia,Brownley,D,9140038.0,Q3577073,Julia_Brownley,Julia Brownley,female,white,,1952-08-28,,"33.54944,-81.72056",,4.0,True,True,True,True,450.0,2000.0,2725.0,5272.0,412516.0,Democrat,0.5,0.3333333333333333,0.8,1.0
412517,"Rep. Tony Cárdenas [D, 2013-2022]",0.5,0.8,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.5555555555555556,1.0,0.7142857142857143,0.6,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,D, Tony Cárdenas ,Cárdenas,Tony,TonyCárdenasD,,,,,,,,,,,,,,,,,,,,,,,,412517.0,Democrat,0.0,0.3333333333333333,0.6,1.0
412518,"Rep. Gloria Negrete McLeod [D, 2013-2014]",0.3333333333333333,,,,0.3333333333333333,,,,0.42857142857142855,,,1.0,0.3333333333333333,,,,D, Gloria Negrete McLeod ,McLeod,Gloria,GloriaMcLeodD,,,,,,,,,,,,,,,,,,,,,,,,412518.0,Democrat,0.5,,,
412519,"Rep. Raul Ruiz [D, 2013-2022]",0.6666666666666666,0.8,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.5555555555555556,1.0,0.7142857142857143,0.6,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Raul Ruiz ,Ruiz,Raul,RaulRuizD,Raul,Ruiz,D,4908339.0,Q3701994,Raul_Ruiz_(politician),Raul Ruiz,male,hispanic,,1972-08-25,,"22.77167,-102.57528",,4.0,True,True,True,True,950.0,3300.0,800.0,0.0,412519.0,Democrat,0.5,0.6666666666666666,0.8,1.0
412520,"Rep. Mark Takano [D, 2013-2022]",0.3333333333333333,0.6,0.2857142857142857,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5714285714285714,0.2,0.0,1.0,0.6666666666666666,0.0,0.0,1.0,D, Mark Takano ,Takano,Mark,MarkTakanoD,Mark,Takano,D,37017445.0,Q399593,Mark_Takano,Mark Takano,male,asian,,1960-12-10,,"33.94806,-117.39613",,4.0,True,True,True,True,2500.0,0.0,0.0,0.0,412520.0,Democrat,0.0,0.3333333333333333,0.6,1.0
412521,"Rep. Alan Lowenthal [D, 2013-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.42857142857142855,0.4,0.0,1.0,0.6666666666666666,0.5,0.0,1.0,D, Alan Lowenthal ,Lowenthal,Alan,AlanLowenthalD,Alan,Lowenthal,D,8792865.0,Q3740782,Alan_Lowenthal,Alan Lowenthal,male,white,,1941-03-08,,"40.72833,-73.99417",,4.0,True,True,True,True,1000.0,0.0,0.0,0.0,412521.0,Democrat,0.0,0.3333333333333333,0.6,1.0
412522,"Rep. Juan Vargas [D, 2013-2022]",0.5,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.4444444444444444,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,D, Juan Vargas ,Vargas,Juan,JuanVargasD,Juan,Vargas,D,2359039.0,Q3791701,Juan_Vargas,Juan Vargas,male,hispanic,catholicism,1961-03-07,,"32.67806,-117.09917",,4.0,True,True,True,True,,,,,412522.0,Democrat,0.0,0.3333333333333333,0.6,1.0
412523,"Rep. Scott Peters [D, 2013-2022]",0.8333333333333334,0.8,0.5714285714285714,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6,0.25,1.0,0.6666666666666666,0.75,0.3333333333333333,0.6666666666666666,D, Scott Peters ,Peters,Scott,ScottPetersD,Scott,Peters,D,11933452.0,Q3791514,Scott_Peters_(politician),Scott Peters,male,white,,1958-06-17,,"39.92694,-83.80417",,4.0,True,True,True,True,0.0,4600.0,3500.0,3005.0,412523.0,Democrat,0.5,0.6666666666666666,0.8,1.0
412524,"Rep. Elizabeth Esty [D, 2013-2018]",0.6666666666666666,0.8,0.2857142857142857,,0.3333333333333333,0.3333333333333333,,,0.7142857142857143,0.6,0.0,1.0,0.3333333333333333,0.5,0.0,,D, Elizabeth Esty ,Esty,Elizabeth,ElizabethEstyD,,,,,,,,,,,,,,,,,,,,,,,,412524.0,Democrat,0.25,0.3333333333333333,0.8,
412527,"Rep. Patrick Murphy [D, 2013-2016]",0.6666666666666666,0.8,,,0.6666666666666666,0.3333333333333333,,,0.7142857142857143,0.8,,1.0,0.6666666666666666,0.75,,,D, Patrick Murphy ,Murphy,Patrick,PatrickMurphyD,,,,,,,,,,,,,,,,,,,,,,,,412527.0,Democrat,0.75,0.6666666666666666,,
412529,"Rep. Lois Frankel [D, 2013-2016]",0.3333333333333333,0.8,,,0.3333333333333333,0.3333333333333333,,,0.5714285714285714,0.4,,1.0,0.0,0.25,,,D, Lois Frankel ,Frankel,Lois,LoisFrankelD,Lois,Frankel,D,31254090.0,Q3182451,Lois_Frankel,Lois Frankel,female,white,,1948-05-17,,"40.67,-73.94",,4.0,True,True,True,True,,,,,412529.0,Democrat,0.25,0.3333333333333333,,
412530,"Rep. Joe Garcia [D, 2013-2014]",0.8333333333333334,,,,0.0,,,,0.7142857142857143,,,1.0,0.6666666666666666,,,,D, Joe Garcia ,Garcia,Joe,JoeGarciaD,,,,,,,,,,,,,,,,,,,,,,,,412530.0,Democrat,0.25,,,
412532,"Rep. Tulsi Gabbard [D, 2013-2020]",0.5,0.8,0.2857142857142857,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Tulsi Gabbard ,Gabbard,Tulsi,TulsiGabbardD,Tulsi,Gabbard,D,26328774.0,Q32620,Tulsi_Gabbard,Tulsi Gabbard,female,islander,hindu,1981-04-12,,"-14.2667,-170.667",,4.0,True,True,True,True,0.0,500.0,31.0,170.0,412532.0,Democrat,0.0,0.3333333333333333,0.8,1.0
412533,"Rep. Tammy Duckworth [D, 2013-2016]",0.6666666666666666,0.6,,,0.0,0.3333333333333333,,,0.5714285714285714,0.2,,1.0,0.6666666666666666,0.25,,,D, Tammy Duckworth ,Duckworth,Tammy,TammyDuckworthD,,,,,,,,,,,,,,,,,,,,,,,,412533.0,Democrat,0.5,0.3333333333333333,,
412534,"Rep. Bradley “Brad” Schneider [D, 2013-2014]",0.8333333333333334,,,,0.6666666666666666,,,,0.7142857142857143,,,1.0,0.3333333333333333,,,,D, Bradley “Brad” Schneider ,Schneider,Bradley,BradleySchneiderD,,,,,,,,,,,,,,,,,,,,,,,,412534.0,Democrat,0.5,,,
412535,"Rep. William Enyart [D, 2013-2014]",0.8333333333333334,,,,0.0,,,,0.5714285714285714,,,1.0,0.6666666666666666,,,,D, William Enyart ,Enyart,William,WilliamEnyartD,,,,,,,,,,,,,,,,,,,,,,,,412535.0,Democrat,0.5,,,
412537,"Rep. Cheri Bustos [D, 2013-2022]",0.8333333333333334,0.8,0.2857142857142857,1.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,0.7142857142857143,0.6,0.0,1.0,0.6666666666666666,0.75,0.3333333333333333,1.0,D, Cheri Bustos ,Bustos,Cheri,CheriBustosD,Cheri,Bustos,D,35915364.0,Q723148,Cheri_Bustos,Cheri Bustos,female,white,,1961-10-17,,"39.78333,-89.65028",,4.0,True,True,True,True,0.0,0.0,0.0,15.0,412537.0,Democrat,0.75,0.3333333333333333,0.8,1.0
412543,"Rep. Joseph Kennedy III [D, 2013-2020]",0.3333333333333333,0.6,0.42857142857142855,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5714285714285714,0.2,0.25,1.0,0.6666666666666666,0.0,0.0,1.0,D, Joseph Kennedy III ,III,Joseph,JosephIIID,Joseph,III,D,34500244.0,Q1707784,Joe_Kennedy_III,Joseph P. Kennedy III,male,white,,1980-10-04,,"42.35,-71.16",,4.0,True,True,True,True,,,,,412543.0,Democrat,0.0,0.3333333333333333,0.6,1.0
412544,"Rep. John Delaney [D, 2013-2018]",0.6666666666666666,0.8,0.42857142857142855,,0.6666666666666666,0.3333333333333333,,,0.7142857142857143,0.6,0.0,1.0,0.6666666666666666,0.75,0.3333333333333333,,D, John Delaney ,Delaney,John,JohnDelaneyD,,,,,,,,,,,,,,,,,,,,,,,,412544.0,Democrat,0.5,0.3333333333333333,0.8,
412546,"Rep. Daniel Kildee [D, 2013-2022]",0.5,0.6,0.2857142857142857,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5714285714285714,0.2,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Daniel Kildee ,Kildee,Daniel,DanielKildeeD,,,,,,,,,,,,,,,,,,,,,,,,412546.0,Democrat,0.0,0.3333333333333333,0.8,1.0
412557,"Rep. Ann Kuster [D, 2013-2022]",0.5,0.8,0.42857142857142855,1.0,0.6666666666666666,0.3333333333333333,0.5555555555555556,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,D, Ann Kuster ,Kuster,Ann,AnnKusterD,Ann,Kuster,D,23101972.0,Q3917208,Ann_McLane_Kuster,Ann McLane Kuster,female,white,,1956-09-05,,"43.20667,-71.53806",,4.0,True,True,True,True,0.0,1000.0,1000.0,25.0,412557.0,Democrat,0.5,0.3333333333333333,0.8,1.0
412558,"Rep. Michelle Lujan Grisham [D, 2013-2018]",0.5,0.8,0.2857142857142857,,0.3333333333333333,0.3333333333333333,,,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.5,0.0,,D, Michelle Lujan Grisham ,Grisham,Michelle,MichelleGrishamD,,,,,,,,,,,,,,,,,,,,,,,,412558.0,Democrat,0.25,0.3333333333333333,0.4,
412559,"Rep. Steven Horsford [D, 2013-2014]",0.3333333333333333,,,,0.6666666666666666,,,,0.5714285714285714,,,1.0,0.6666666666666666,,,,D, Steven Horsford ,Horsford,Steven,StevenHorsfordD,,,,,,,,,,,,,,,,,,,,,,,,412559.0,Democrat,0.75,,,
412560,"Rep. Grace Meng [D, 2013-2022]",0.3333333333333333,0.8,0.14285714285714285,0.75,0.3333333333333333,0.3333333333333333,0.4444444444444444,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Grace Meng ,Meng,Grace,GraceMengD,Grace,Meng,D,19309394.0,Q5591303,Grace_Meng,Grace Meng,female,asian,,1975-10-01,,"40.70417,-73.91778",,4.0,True,True,True,True,,,,,412560.0,Democrat,0.25,0.3333333333333333,0.8,1.0
412561,"Rep. Hakeem Jeffries [D, 2013-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.6666666666666666,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,0.6666666666666666,D, Hakeem Jeffries ,Jeffries,Hakeem,HakeemJeffriesD,Hakeem,Jeffries,D,7358729.0,Q5640425,Hakeem_Jeffries,Hakeem Jeffries,male,black,,1970-08-04,,"40.69278,-73.99028",,4.0,True,True,True,True,250.0,0.0,250.0,1000.0,412561.0,Democrat,0.0,0.3333333333333333,0.8,1.0
412562,"Rep. Sean Maloney [D, 2013-2022]",0.6666666666666666,0.8,0.42857142857142855,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.7142857142857143,0.6,0.0,1.0,0.6666666666666666,0.75,0.3333333333333333,1.0,D, Sean Maloney ,Maloney,Sean,SeanMaloneyD,Sean,Maloney,D,3908693.0,Q2262244,Sean_Patrick_Maloney,Sean Patrick Maloney,male,white,,1966-07-30,,"45.4,-71.9",,4.0,True,True,True,True,0.0,5200.0,6400.0,5435.0,412562.0,Democrat,0.75,0.3333333333333333,0.6,1.0
412565,"Rep. Joyce Beatty [D, 2013-2022]",0.5,0.8,0.14285714285714285,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Joyce Beatty ,Beatty,Joyce,JoyceBeattyD,Joyce,Beatty,D,881669.0,Q976417,Joyce_Beatty,Joyce Beatty,female,black,,1950-03-12,,"39.76667,-84.2",,4.0,True,True,True,True,1000.0,0.0,2700.0,0.0,412565.0,Democrat,0.25,0.3333333333333333,0.8,1.0
412571,"Rep. Matthew “Matt” Cartwright [D, 2013-2018]",0.3333333333333333,0.8,0.2857142857142857,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,,D, Matthew “Matt” Cartwright ,Cartwright,Matthew,MatthewCartwrightD,,,,,,,,,,,,,,,,,,,,,,,,412571.0,Democrat,0.25,0.3333333333333333,0.8,
412575,"Rep. Beto O’Rourke [D, 2013-2018]",0.5,0.8,0.2857142857142857,,0.3333333333333333,0.3333333333333333,,,0.7142857142857143,0.6,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,,D, Beto O’Rourke ,O’Rourke,Beto,BetoO’RourkeD,,,,,,,,,,,,,,,,,,,,,,,,412575.0,Democrat,0.25,0.3333333333333333,0.8,
412576,"Rep. Joaquin Castro [D, 2013-2022]",0.5,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.6,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Joaquin Castro ,Castro,Joaquin,JoaquinCastroD,Joaquin,Castro,D,4160300.0,Q1167934,Joaquín_Castro,Joaquin Castro,male,hispanic,catholicism,1974-09-16,,"29.42861,-98.49333",,4.0,True,True,True,True,500.0,0.0,0.0,0.0,412576.0,Democrat,0.0,0.3333333333333333,0.6,1.0
412577,"Rep. Pete Gallego [D, 2013-2014]",0.8333333333333334,,,,0.6666666666666666,,,,0.7142857142857143,,,1.0,0.6666666666666666,,,,D, Pete Gallego ,Gallego,Pete,PeteGallegoD,,,,,,,,,,,,,,,,,,,,,,,,412577.0,Democrat,0.75,,,
412579,"Rep. Marc Veasey [D, 2013-2022]",0.5,0.8,0.42857142857142855,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.75,0.3333333333333333,1.0,D, Marc Veasey ,Veasey,Marc,MarcVeaseyD,Marc,Veasey,D,36608661.0,Q4068811,Marc_Veasey,Marc Veasey,male,black,,1971-01-03,,"32.75722,-97.33306",,4.0,True,True,True,True,,,,,412579.0,Democrat,0.25,0.3333333333333333,0.6,1.0
412580,"Rep. Filemon Vela [D, 2013-2022]",0.5,0.8,0.42857142857142855,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,D, Filemon Vela ,Vela,Filemon,FilemonVelaD,Filemon,Vela,D,36781283.0,Q4069225,Filemon_Vela_Jr.,Filemon Vela Jr.,male,hispanic,,1963-02-13,,"26.2,-97.7",,4.0,True,True,True,True,,,,,412580.0,Democrat,0.25,0.3333333333333333,0.6,1.0
412583,"Rep. Derek Kilmer [D, 2013-2022]",0.6666666666666666,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,1.0,0.7142857142857143,0.6,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,D, Derek Kilmer ,Kilmer,Derek,DerekKilmerD,Derek,Kilmer,D,16128418.0,Q4068828,Derek_Kilmer,Derek Kilmer,male,white,,1974-01-01,,"48.1131,-123.441",,4.0,True,True,True,True,0.0,0.0,1000.0,500.0,412583.0,Democrat,0.5,0.3333333333333333,0.8,1.0
412584,"Rep. Denny Heck [D, 2013-2020]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.5555555555555556,1.0,0.7142857142857143,0.4,0.0,1.0,0.6666666666666666,0.5,0.3333333333333333,1.0,D, Denny Heck ,Heck,Denny,DennyHeckD,,,,,,,,,,,,,,,,,,,,,,,,412584.0,Democrat,0.0,0.3333333333333333,0.8,1.0
412585,"Rep. Mark Pocan [D, 2013-2022]",0.3333333333333333,0.6,0.42857142857142855,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5714285714285714,0.2,0.25,1.0,0.6666666666666666,0.0,0.0,1.0,D, Mark Pocan ,Pocan,Mark,MarkPocanD,Mark,Pocan,D,6950063.0,Q1900355,Mark_Pocan,Mark Pocan,male,white,,1964-08-14,,"42.58222,-87.84556",,4.0,True,True,True,True,2500.0,0.0,0.0,0.0,412585.0,Democrat,0.0,0.3333333333333333,0.6,1.0
412595,"Rep. Robin Kelly [D, 2013-2022]",0.3333333333333333,0.8,0.2857142857142857,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5714285714285714,0.4,0.0,1.0,0.6666666666666666,0.25,0.0,1.0,D, Robin Kelly ,Kelly,Robin,RobinKellyD,Robin,Kelly,D,6520375.0,Q3437091,Robin_Kelly,Robin Kelly,female,black,,1956-04-30,,"40.67,-73.94",,4.0,True,True,True,True,,,,,412595.0,Democrat,0.25,0.6666666666666666,0.8,1.0
400004,"Rep. Robert Aderholt [R, 1997-2022]",1.0,1.0,0.8571428571428571,0.5,1.0,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.5714285714285714,0.8,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,R, Robert Aderholt ,Aderholt,Robert,RobertAderholtR,Robert,Aderholt,R,407889.0,Q672671,Robert_Aderholt,Robert Aderholt,male,white,protestantism methodist,1965-07-22,,"34.23013,-87.61898",,4.0,True,True,True,True,,,,,400004.0,Republican,1.0,0.6666666666666666,0.8,0.0
400006,"Rep. Rodney Alexander [R, 2003-2013]",,,,,,,,,,,,1.0,,,,,R, Rodney Alexander ,Alexander,Rodney,RodneyAlexanderR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400010,"Rep. Spencer Bachus III [R, 1993-2014]",0.8333333333333334,,,,0.3333333333333333,,,,0.7142857142857143,,,1.0,0.6666666666666666,,,,R, Spencer Bachus III ,III,Spencer,SpencerIIIR,,,,,,,,,,,,,,,,,,,,,,,,400010.0,Republican,0.75,,,
