person,Year,party_short,donations_dollars,partyline_percent,donations_dollars_lag,data_use,MODELING_GROUP,democrat
162,2012-01-01,D,450.0,0.5,2000.0,0.5618,TESTING,1
162,2014-01-01,D,2000.0,0.3333333333333333,2725.0,0.5618,TESTING,1
162,2016-01-01,D,2725.0,0.8,5272.0,0.5618,TESTING,1
165,2014-01-01,D,3300.0,0.6666666666666666,800.0,0.6736,TESTING,1
165,2016-01-01,D,800.0,0.8,0.0,0.6736,TESTING,1
165,2012-01-01,D,950.0,0.5,3300.0,0.6736,TESTING,1
165,2018-01-01,D,0.0,1.0,,0.6736,TESTING,1
166,2018-01-01,D,0.0,1.0,,0.0391,TRAINING,1
166,2016-01-01,D,0.0,0.6,0.0,0.0391,TRAINING,1
166,2014-01-01,D,0.0,0.3333333333333333,0.0,0.0391,TRAINING,1
166,2012-01-01,D,2500.0,0.0,0.0,0.0391,TRAINING,1
167,2012-01-01,D,1000.0,0.0,0.0,0.5892,TESTING,1
167,2014-01-01,D,0.0,0.3333333333333333,0.0,0.5892,TESTING,1
167,2016-01-01,D,0.0,0.6,0.0,0.5892,TESTING,1
167,2018-01-01,D,0.0,1.0,,0.5892,TESTING,1
168,2012-01-01,D,0.0,0.0,0.0,0.3561,TRAINING,1
168,2014-01-01,D,0.0,0.3333333333333333,0.0,0.3561,TRAINING,1
168,2016-01-01,D,0.0,0.6,0.0,0.3561,TRAINING,1
168,2018-01-01,D,0.0,1.0,,0.3561,TRAINING,1
169,2018-01-01,D,3005.0,1.0,,0.6184,TESTING,1
169,2016-01-01,D,3500.0,0.8,3005.0,0.6184,TESTING,1
169,2014-01-01,D,4600.0,0.6666666666666666,3500.0,0.6184,TESTING,1
169,2012-01-01,D,0.0,0.5,4600.0,0.6184,TESTING,1
172,2012-01-01,D,0.0,0.25,0.0,0.3099,TRAINING,1
172,2014-01-01,D,0.0,0.3333333333333333,0.0,0.3099,TRAINING,1
172,2016-01-01,D,0.0,0.0,0.0,0.3099,TRAINING,1
172,2018-01-01,D,0.0,0.0,,0.3099,TRAINING,1
174,2012-01-01,D,0.0,0.0,500.0,0.6278,TESTING,1
174,2014-01-01,D,500.0,0.3333333333333333,31.0,0.6278,TESTING,1
174,2016-01-01,D,31.0,0.8,170.0,0.6278,TESTING,1
174,2018-01-01,D,170.0,1.0,,0.6278,TESTING,1
178,2016-01-01,D,0.0,0.8,15.0,0.8392,TESTING,1
178,2018-01-01,D,15.0,1.0,,0.8392,TESTING,1
178,2012-01-01,D,0.0,0.75,0.0,0.8392,TESTING,1
178,2014-01-01,D,0.0,0.3333333333333333,0.0,0.8392,TESTING,1
179,2012-01-01,D,0.0,0.0,0.0,0.3104,TRAINING,1
179,2014-01-01,D,0.0,0.3333333333333333,0.0,0.3104,TRAINING,1
179,2016-01-01,D,0.0,0.6,0.0,0.3104,TRAINING,1
179,2018-01-01,D,0.0,1.0,,0.3104,TRAINING,1
182,2012-01-01,D,0.0,0.5,1000.0,0.7215,TESTING,1
182,2014-01-01,D,1000.0,0.3333333333333333,1000.0,0.7215,TESTING,1
182,2016-01-01,D,1000.0,0.8,25.0,0.7215,TESTING,1
182,2018-01-01,D,25.0,1.0,,0.7215,TESTING,1
185,2016-01-01,D,0.0,0.8,0.0,0.2454,TRAINING,1
185,2018-01-01,D,0.0,1.0,,0.2454,TRAINING,1
185,2012-01-01,D,0.0,0.25,0.0,0.2454,TRAINING,1
185,2014-01-01,D,0.0,0.3333333333333333,0.0,0.2454,TRAINING,1
186,2012-01-01,D,250.0,0.0,0.0,0.8996,TESTING,1
186,2014-01-01,D,0.0,0.3333333333333333,250.0,0.8996,TESTING,1
186,2016-01-01,D,250.0,0.8,1000.0,0.8996,TESTING,1
186,2018-01-01,D,1000.0,1.0,,0.8996,TESTING,1
187,2012-01-01,D,0.0,0.75,5200.0,0.2731,TRAINING,1
187,2014-01-01,D,5200.0,0.3333333333333333,6400.0,0.2731,TRAINING,1
187,2016-01-01,D,6400.0,0.6,5435.0,0.2731,TRAINING,1
187,2018-01-01,D,5435.0,1.0,,0.2731,TRAINING,1
188,2018-01-01,D,0.0,1.0,,0.8154,TESTING,1
188,2012-01-01,D,1000.0,0.25,0.0,0.8154,TESTING,1
188,2014-01-01,D,0.0,0.3333333333333333,2700.0,0.8154,TESTING,1
188,2016-01-01,D,2700.0,0.8,0.0,0.8154,TESTING,1
191,2016-01-01,D,0.0,0.6,0.0,0.9762,TESTING,1
191,2018-01-01,D,0.0,1.0,,0.9762,TESTING,1
191,2012-01-01,D,500.0,0.0,0.0,0.9762,TESTING,1
191,2014-01-01,D,0.0,0.3333333333333333,0.0,0.9762,TESTING,1
193,2016-01-01,D,0.0,0.6,0.0,0.5056,TRAINING,1
193,2018-01-01,D,0.0,1.0,,0.5056,TRAINING,1
193,2012-01-01,D,0.0,0.25,0.0,0.5056,TRAINING,1
193,2014-01-01,D,0.0,0.3333333333333333,0.0,0.5056,TRAINING,1
194,2016-01-01,D,0.0,0.6,0.0,0.811,TESTING,1
194,2018-01-01,D,0.0,1.0,,0.811,TESTING,1
194,2012-01-01,D,0.0,0.25,0.0,0.811,TESTING,1
194,2014-01-01,D,0.0,0.3333333333333333,0.0,0.811,TESTING,1
195,2012-01-01,D,0.0,0.5,0.0,0.384,TRAINING,1
195,2014-01-01,D,0.0,0.3333333333333333,1000.0,0.384,TRAINING,1
195,2016-01-01,D,1000.0,0.8,500.0,0.384,TRAINING,1
195,2018-01-01,D,500.0,1.0,,0.384,TRAINING,1
197,2012-01-01,D,2500.0,0.0,0.0,0.1028,TRAINING,1
197,2014-01-01,D,0.0,0.3333333333333333,0.0,0.1028,TRAINING,1
197,2016-01-01,D,0.0,0.6,0.0,0.1028,TRAINING,1
197,2018-01-01,D,0.0,1.0,,0.1028,TRAINING,1
198,2012-01-01,D,0.0,0.25,0.0,0.7385,TESTING,1
198,2014-01-01,D,0.0,0.6666666666666666,0.0,0.7385,TESTING,1
198,2016-01-01,D,0.0,0.8,0.0,0.7385,TESTING,1
198,2018-01-01,D,0.0,1.0,,0.7385,TESTING,1
199,2018-01-01,D,0.0,1.0,,0.0502,TRAINING,1
199,2016-01-01,D,500.0,0.6,0.0,0.0502,TRAINING,1
199,2012-01-01,D,0.0,0.0,0.0,0.0502,TRAINING,1
199,2014-01-01,D,0.0,0.3333333333333333,500.0,0.0502,TRAINING,1
200,2012-01-01,R,0.0,1.0,0.0,0.691,TESTING,0
200,2014-01-01,R,0.0,0.6666666666666666,0.0,0.691,TESTING,0
200,2016-01-01,R,0.0,0.8,0.0,0.691,TESTING,0
200,2018-01-01,R,0.0,0.0,,0.691,TESTING,0
203,2018-01-01,R,0.0,0.0,,0.9062,TESTING,0
203,2012-01-01,R,0.0,1.0,0.0,0.9062,TESTING,0
203,2014-01-01,R,0.0,0.6666666666666666,0.0,0.9062,TESTING,0
203,2016-01-01,R,0.0,0.6,0.0,0.9062,TESTING,0
205,2018-01-01,R,5000.0,0.0,,0.6938,TESTING,0
205,2016-01-01,R,6000.0,0.8,5000.0,0.6938,TESTING,0
205,2012-01-01,R,0.0,0.5,0.0,0.6938,TESTING,0
205,2014-01-01,R,0.0,0.6666666666666666,6000.0,0.6938,TESTING,0
206,2012-01-01,R,0.0,0.5,0.0,0.4488,TRAINING,0
206,2014-01-01,R,0.0,0.6666666666666666,1000.0,0.4488,TRAINING,0
206,2016-01-01,R,1000.0,0.8,0.0,0.4488,TRAINING,0
206,2018-01-01,R,0.0,0.0,,0.4488,TRAINING,0
207,2012-01-01,R,0.0,0.75,0.0,0.0206,TRAINING,0
207,2014-01-01,R,0.0,0.6666666666666666,0.0,0.0206,TRAINING,0
207,2016-01-01,R,0.0,0.8,0.0,0.0206,TRAINING,0
207,2018-01-01,R,0.0,0.0,,0.0206,TRAINING,0
211,2018-01-01,R,0.0,0.0,,0.5134,TRAINING,0
211,2016-01-01,R,0.0,0.8,0.0,0.5134,TRAINING,0
211,2014-01-01,R,0.0,0.6666666666666666,0.0,0.5134,TRAINING,0
211,2012-01-01,R,0.0,0.75,0.0,0.5134,TRAINING,0
212,2012-01-01,R,1000.0,0.75,1000.0,0.5977,TESTING,0
212,2014-01-01,R,1000.0,0.6666666666666666,1000.0,0.5977,TESTING,0
212,2016-01-01,R,1000.0,0.6,0.0,0.5977,TESTING,0
212,2018-01-01,R,0.0,0.0,,0.5977,TESTING,0
214,2012-01-01,R,0.0,0.75,0.0,0.7721,TESTING,0
214,2014-01-01,R,0.0,0.6666666666666666,0.0,0.7721,TESTING,0
214,2016-01-01,R,0.0,0.8,0.0,0.7721,TESTING,0
214,2018-01-01,R,0.0,0.0,,0.7721,TESTING,0
217,2016-01-01,R,0.0,0.8,0.0,0.7035,TESTING,0
217,2018-01-01,R,0.0,0.0,,0.7035,TESTING,0
217,2012-01-01,R,0.0,0.75,0.0,0.7035,TESTING,0
217,2014-01-01,R,0.0,1.0,0.0,0.7035,TESTING,0
226,2018-01-01,R,0.0,0.0,,0.1484,TRAINING,0
226,2016-01-01,R,0.0,0.8,0.0,0.1484,TRAINING,0
226,2014-01-01,R,0.0,0.6666666666666666,0.0,0.1484,TRAINING,0
226,2012-01-01,R,0.0,0.75,0.0,0.1484,TRAINING,0
227,2012-01-01,R,0.0,0.75,0.0,0.7858,TESTING,0
227,2014-01-01,R,0.0,0.6666666666666666,0.0,0.7858,TESTING,0
227,2016-01-01,R,0.0,0.6,0.0,0.7858,TESTING,0
227,2018-01-01,R,0.0,0.0,,0.7858,TESTING,0
233,2012-01-01,R,0.0,0.25,0.0,0.0863,TRAINING,0
233,2014-01-01,R,0.0,0.3333333333333333,0.0,0.0863,TRAINING,0
233,2016-01-01,R,0.0,0.6,0.0,0.0863,TRAINING,0
233,2018-01-01,R,0.0,0.0,,0.0863,TRAINING,0
234,2016-01-01,R,0.0,0.8,0.0,0.279,TRAINING,0
234,2018-01-01,R,0.0,0.5,,0.279,TRAINING,0
234,2012-01-01,R,0.0,0.75,0.0,0.279,TRAINING,0
234,2014-01-01,R,0.0,0.6666666666666666,0.0,0.279,TRAINING,0
235,2012-01-01,R,0.0,0.5,0.0,0.7408,TESTING,0
235,2014-01-01,R,0.0,0.3333333333333333,0.0,0.7408,TESTING,0
235,2016-01-01,R,0.0,0.6,0.0,0.7408,TESTING,0
235,2018-01-01,R,0.0,0.0,,0.7408,TESTING,0
240,2012-01-01,R,0.0,0.75,0.0,0.8755,TESTING,0
240,2014-01-01,R,0.0,0.6666666666666666,0.0,0.8755,TESTING,0
240,2016-01-01,R,0.0,0.8,0.0,0.8755,TESTING,0
240,2018-01-01,R,0.0,0.0,,0.8755,TESTING,0
247,2012-01-01,R,0.0,0.75,1000.0,0.5116,TRAINING,0
247,2014-01-01,R,1000.0,0.6666666666666666,1000.0,0.5116,TRAINING,0
247,2016-01-01,R,1000.0,0.8,2601.0,0.5116,TRAINING,0
247,2018-01-01,R,2601.0,0.0,,0.5116,TRAINING,0
252,2016-01-01,R,0.0,0.6,0.0,0.6019,TESTING,0
252,2018-01-01,R,0.0,0.5,,0.6019,TESTING,0
252,2014-01-01,R,1000.0,1.0,0.0,0.6019,TESTING,0
252,2012-01-01,R,2500.0,0.5,1000.0,0.6019,TESTING,0
253,2012-01-01,R,2500.0,0.75,1000.0,0.1757,TRAINING,0
253,2014-01-01,R,1000.0,0.0,0.0,0.1757,TRAINING,0
253,2016-01-01,R,0.0,0.0,0.0,0.1757,TRAINING,0
253,2018-01-01,R,0.0,0.0,,0.1757,TRAINING,0
258,2018-01-01,R,0.0,0.0,,0.7574,TESTING,0
258,2012-01-01,R,0.0,0.25,0.0,0.7574,TESTING,0
258,2014-01-01,R,0.0,0.6666666666666666,0.0,0.7574,TESTING,0
258,2016-01-01,R,0.0,0.4,0.0,0.7574,TESTING,0
260,2018-01-01,R,1000.0,0.0,,0.6374,TESTING,0
260,2016-01-01,R,4000.0,0.8,1000.0,0.6374,TESTING,0
260,2014-01-01,R,2000.0,0.6666666666666666,4000.0,0.6374,TESTING,0
260,2012-01-01,R,3500.0,0.75,2000.0,0.6374,TESTING,0
261,2018-01-01,R,0.0,0.0,,0.6892,TESTING,0
261,2012-01-01,R,0.0,0.75,0.0,0.6892,TESTING,0
261,2014-01-01,R,0.0,0.6666666666666666,0.0,0.6892,TESTING,0
261,2016-01-01,R,0.0,0.6,0.0,0.6892,TESTING,0
265,2016-01-01,R,0.0,0.8,0.0,0.1678,TRAINING,0
265,2018-01-01,R,0.0,0.0,,0.1678,TRAINING,0
265,2012-01-01,R,0.0,0.75,0.0,0.1678,TRAINING,0
265,2014-01-01,R,0.0,0.6666666666666666,0.0,0.1678,TRAINING,0
268,2016-01-01,R,1500.0,0.8,1500.0,0.3242,TRAINING,0
268,2018-01-01,R,1500.0,0.0,,0.3242,TRAINING,0
268,2012-01-01,R,6500.0,0.75,3500.0,0.3242,TRAINING,0
268,2014-01-01,R,3500.0,0.6666666666666666,1500.0,0.3242,TRAINING,0
269,2018-01-01,R,10000.0,0.0,,0.4636,TRAINING,0
269,2016-01-01,R,9000.0,0.8,10000.0,0.4636,TRAINING,0
269,2014-01-01,R,3000.0,0.6666666666666666,9000.0,0.4636,TRAINING,0
269,2012-01-01,R,4000.0,0.75,3000.0,0.4636,TRAINING,0
271,2012-01-01,R,0.0,0.75,0.0,0.1059,TRAINING,0
271,2014-01-01,R,0.0,0.6666666666666666,0.0,0.1059,TRAINING,0
271,2016-01-01,R,0.0,0.8,0.0,0.1059,TRAINING,0
271,2018-01-01,R,0.0,0.0,,0.1059,TRAINING,0
273,2012-01-01,R,0.0,0.75,0.0,0.6668,TESTING,0
273,2014-01-01,R,0.0,0.3333333333333333,0.0,0.6668,TESTING,0
273,2016-01-01,R,0.0,0.8,0.0,0.6668,TESTING,0
273,2018-01-01,R,0.0,0.0,,0.6668,TESTING,0
280,2016-01-01,R,0.0,0.8,0.0,0.9914,TESTING,0
280,2018-01-01,R,0.0,0.0,,0.9914,TESTING,0
280,2012-01-01,R,0.0,0.75,0.0,0.9914,TESTING,0
280,2014-01-01,R,0.0,0.6666666666666666,0.0,0.9914,TESTING,0
281,2012-01-01,R,0.0,0.75,0.0,0.3157,TRAINING,0
281,2014-01-01,R,0.0,0.6666666666666666,0.0,0.3157,TRAINING,0
281,2016-01-01,R,0.0,0.6,0.0,0.3157,TRAINING,0
281,2018-01-01,R,0.0,0.0,,0.3157,TRAINING,0
282,2012-01-01,R,0.0,0.75,0.0,0.5915,TESTING,0
282,2014-01-01,R,0.0,0.6666666666666666,0.0,0.5915,TESTING,0
282,2016-01-01,R,0.0,0.8,0.0,0.5915,TESTING,0
282,2018-01-01,R,0.0,0.0,,0.5915,TESTING,0
285,2012-01-01,R,0.0,0.5,0.0,0.9789,TESTING,0
285,2014-01-01,R,0.0,0.6666666666666666,0.0,0.9789,TESTING,0
285,2016-01-01,R,0.0,0.2,0.0,0.9789,TESTING,0
285,2018-01-01,R,0.0,0.0,,0.9789,TESTING,0
287,2018-01-01,R,0.0,0.0,,0.2693,TRAINING,0
287,2016-01-01,R,0.0,0.8,0.0,0.2693,TRAINING,0
287,2014-01-01,R,0.0,0.6666666666666666,0.0,0.2693,TRAINING,0
287,2012-01-01,R,0.0,0.75,0.0,0.2693,TRAINING,0
289,2012-01-01,R,0.0,0.5,0.0,0.3627,TRAINING,0
289,2014-01-01,R,0.0,0.6666666666666666,0.0,0.3627,TRAINING,0
289,2016-01-01,R,0.0,0.8,0.0,0.3627,TRAINING,0
289,2018-01-01,R,0.0,0.0,,0.3627,TRAINING,0
295,2012-01-01,R,4000.0,0.75,5000.0,0.9555,TESTING,0
295,2014-01-01,R,5000.0,0.6666666666666666,1750.0,0.9555,TESTING,0
295,2016-01-01,R,1750.0,0.8,13000.0,0.9555,TESTING,0
295,2018-01-01,R,13000.0,0.0,,0.9555,TESTING,0
296,2012-01-01,R,0.0,0.5,0.0,0.545,TRAINING,0
296,2014-01-01,R,0.0,0.6666666666666666,0.0,0.545,TRAINING,0
296,2016-01-01,R,0.0,0.6,0.0,0.545,TRAINING,0
296,2018-01-01,R,0.0,0.0,,0.545,TRAINING,0
297,2018-01-01,R,0.0,0.0,,0.1663,TRAINING,0
297,2016-01-01,R,0.0,0.6,0.0,0.1663,TRAINING,0
297,2012-01-01,R,0.0,0.75,0.0,0.1663,TRAINING,0
297,2014-01-01,R,0.0,0.6666666666666666,0.0,0.1663,TRAINING,0
299,2012-01-01,R,0.0,0.75,0.0,0.9721,TESTING,0
299,2014-01-01,R,0.0,0.6666666666666666,0.0,0.9721,TESTING,0
299,2016-01-01,R,0.0,0.8,0.0,0.9721,TESTING,0
299,2018-01-01,R,0.0,0.0,,0.9721,TESTING,0
301,2012-01-01,R,0.0,0.75,0.0,0.5592,TESTING,0
301,2014-01-01,R,0.0,0.6666666666666666,0.0,0.5592,TESTING,0
301,2016-01-01,R,0.0,0.8,0.0,0.5592,TESTING,0
301,2018-01-01,R,0.0,0.0,,0.5592,TESTING,0
302,2018-01-01,R,0.0,0.0,,0.7392,TESTING,0
302,2016-01-01,R,0.0,0.4,0.0,0.7392,TESTING,0
302,2014-01-01,R,0.0,0.6666666666666666,0.0,0.7392,TESTING,0
302,2012-01-01,R,500.0,0.5,0.0,0.7392,TESTING,0
303,2012-01-01,R,500.0,0.75,1000.0,0.1306,TRAINING,0
303,2014-01-01,R,1000.0,0.6666666666666666,0.0,0.1306,TRAINING,0
303,2016-01-01,R,0.0,1.0,0.0,0.1306,TRAINING,0
303,2018-01-01,R,0.0,0.0,,0.1306,TRAINING,0
307,2012-01-01,R,2000.0,0.75,1500.0,0.6776,TESTING,0
307,2014-01-01,R,1500.0,0.6666666666666666,2500.0,0.6776,TESTING,0
307,2016-01-01,R,2500.0,0.8,2950.0,0.6776,TESTING,0
307,2018-01-01,R,2950.0,0.0,,0.6776,TESTING,0
312,2012-01-01,R,2750.0,0.75,2500.0,0.5864,TESTING,0
312,2014-01-01,R,2500.0,0.6666666666666666,3500.0,0.5864,TESTING,0
312,2016-01-01,R,3500.0,0.8,2000.0,0.5864,TESTING,0
312,2018-01-01,R,2000.0,0.0,,0.5864,TESTING,0
314,2018-01-01,R,0.0,0.0,,0.9474,TESTING,0
314,2016-01-01,R,0.0,0.8,0.0,0.9474,TESTING,0
314,2012-01-01,R,0.0,0.75,0.0,0.9474,TESTING,0
314,2014-01-01,R,0.0,0.6666666666666666,0.0,0.9474,TESTING,0
317,2012-01-01,R,0.0,0.75,0.0,0.7526,TESTING,0
317,2014-01-01,R,0.0,0.3333333333333333,0.0,0.7526,TESTING,0
317,2016-01-01,R,0.0,0.8,0.0,0.7526,TESTING,0
317,2018-01-01,R,0.0,0.0,,0.7526,TESTING,0
319,2012-01-01,R,0.0,0.25,0.0,0.8901,TESTING,0
319,2014-01-01,R,0.0,0.3333333333333333,0.0,0.8901,TESTING,0
319,2016-01-01,R,0.0,0.2,50.0,0.8901,TESTING,0
319,2018-01-01,R,50.0,0.0,,0.8901,TESTING,0
320,2018-01-01,R,1000.0,0.0,,0.5575,TESTING,0
320,2016-01-01,R,2500.0,0.8,1000.0,0.5575,TESTING,0
320,2014-01-01,R,0.0,0.6666666666666666,2500.0,0.5575,TESTING,0
320,2012-01-01,R,500.0,0.5,0.0,0.5575,TESTING,0
322,2012-01-01,R,1000.0,0.5,1000.0,0.553,TESTING,0
322,2014-01-01,R,1000.0,0.6666666666666666,0.0,0.553,TESTING,0
322,2016-01-01,R,0.0,0.4,0.0,0.553,TESTING,0
322,2018-01-01,R,0.0,0.0,,0.553,TESTING,0
326,2012-01-01,R,0.0,0.75,0.0,0.4413,TRAINING,0
326,2014-01-01,R,0.0,0.6666666666666666,0.0,0.4413,TRAINING,0
326,2016-01-01,R,0.0,0.8,0.0,0.4413,TRAINING,0
326,2018-01-01,R,0.0,0.0,,0.4413,TRAINING,0
327,2016-01-01,R,500.0,0.8,0.0,0.3748,TRAINING,0
327,2018-01-01,R,0.0,0.0,,0.3748,TRAINING,0
327,2012-01-01,R,0.0,0.75,0.0,0.3748,TRAINING,0
327,2014-01-01,R,0.0,0.6666666666666666,500.0,0.3748,TRAINING,0
329,2012-01-01,R,0.0,0.75,0.0,0.0663,TRAINING,0
329,2014-01-01,R,0.0,0.6666666666666666,0.0,0.0663,TRAINING,0
329,2016-01-01,R,0.0,0.6,2000.0,0.0663,TRAINING,0
329,2018-01-01,R,2000.0,0.0,,0.0663,TRAINING,0
330,2012-01-01,R,0.0,0.75,0.0,0.1998,TRAINING,0
330,2014-01-01,R,0.0,1.0,0.0,0.1998,TRAINING,0
330,2016-01-01,R,0.0,0.6,0.0,0.1998,TRAINING,0
330,2018-01-01,R,0.0,0.0,,0.1998,TRAINING,0
331,2018-01-01,R,0.0,0.0,,0.7994,TESTING,0
331,2012-01-01,R,0.0,0.5,0.0,0.7994,TESTING,0
331,2014-01-01,R,0.0,0.3333333333333333,0.0,0.7994,TESTING,0
331,2016-01-01,R,0.0,0.6,0.0,0.7994,TESTING,0
332,2018-01-01,R,0.0,0.0,,0.1495,TRAINING,0
332,2016-01-01,R,0.0,0.4,0.0,0.1495,TRAINING,0
332,2012-01-01,R,0.0,0.25,0.0,0.1495,TRAINING,0
332,2014-01-01,R,0.0,0.3333333333333333,0.0,0.1495,TRAINING,0
333,2012-01-01,R,0.0,0.5,0.0,0.3304,TRAINING,0
333,2014-01-01,R,0.0,0.6666666666666666,0.0,0.3304,TRAINING,0
333,2016-01-01,R,0.0,0.4,0.0,0.3304,TRAINING,0
333,2018-01-01,R,0.0,0.0,,0.3304,TRAINING,0
336,2012-01-01,R,1000.0,0.75,0.0,0.3763,TRAINING,0
336,2014-01-01,R,0.0,0.6666666666666666,0.0,0.3763,TRAINING,0
336,2016-01-01,R,0.0,0.8,0.0,0.3763,TRAINING,0
336,2018-01-01,R,0.0,0.0,,0.3763,TRAINING,0
338,2012-01-01,R,0.0,0.75,0.0,0.5232,TRAINING,0
338,2014-01-01,R,0.0,0.6666666666666666,0.0,0.5232,TRAINING,0
338,2016-01-01,R,0.0,0.8,0.0,0.5232,TRAINING,0
338,2018-01-01,R,0.0,0.0,,0.5232,TRAINING,0
342,2018-01-01,R,1000.0,0.0,,0.1853,TRAINING,0
342,2016-01-01,R,2000.0,0.0,1000.0,0.1853,TRAINING,0
342,2012-01-01,R,12000.0,0.5,11250.0,0.1853,TRAINING,0
342,2014-01-01,R,11250.0,0.6666666666666666,2000.0,0.1853,TRAINING,0
344,2012-01-01,R,0.0,0.75,0.0,0.6585,TESTING,0
344,2014-01-01,R,0.0,0.6666666666666666,0.0,0.6585,TESTING,0
344,2016-01-01,R,0.0,0.8,0.0,0.6585,TESTING,0
344,2018-01-01,R,0.0,0.0,,0.6585,TESTING,0
345,2018-01-01,R,0.0,0.0,,0.1291,TRAINING,0
345,2012-01-01,R,0.0,0.5,0.0,0.1291,TRAINING,0
345,2014-01-01,R,0.0,0.6666666666666666,0.0,0.1291,TRAINING,0
345,2016-01-01,R,0.0,0.8,0.0,0.1291,TRAINING,0
347,2018-01-01,R,0.0,0.0,,0.3581,TRAINING,0
347,2016-01-01,R,0.0,0.8,0.0,0.3581,TRAINING,0
347,2012-01-01,R,1000.0,0.75,1000.0,0.3581,TRAINING,0
347,2014-01-01,R,1000.0,0.6666666666666666,0.0,0.3581,TRAINING,0
350,2012-01-01,R,0.0,0.75,0.0,0.7554,TESTING,0
350,2014-01-01,R,0.0,0.6666666666666666,0.0,0.7554,TESTING,0
350,2016-01-01,R,0.0,0.8,0.0,0.7554,TESTING,0
350,2018-01-01,R,0.0,0.0,,0.7554,TESTING,0
357,2012-01-01,R,0.0,0.75,0.0,0.728,TESTING,0
357,2014-01-01,R,0.0,0.6666666666666666,0.0,0.728,TESTING,0
357,2016-01-01,R,0.0,0.8,0.0,0.728,TESTING,0
357,2018-01-01,R,0.0,0.0,,0.728,TESTING,0
358,2018-01-01,R,0.0,0.0,,0.1636,TRAINING,0
358,2016-01-01,R,0.0,0.2,0.0,0.1636,TRAINING,0
358,2014-01-01,R,0.0,0.3333333333333333,0.0,0.1636,TRAINING,0
358,2012-01-01,R,0.0,0.25,0.0,0.1636,TRAINING,0
360,2012-01-01,R,0.0,0.5,0.0,0.3696,TRAINING,0
360,2014-01-01,R,0.0,0.6666666666666666,0.0,0.3696,TRAINING,0
360,2016-01-01,R,0.0,0.6,0.0,0.3696,TRAINING,0
360,2018-01-01,R,0.0,0.0,,0.3696,TRAINING,0
361,2012-01-01,R,0.0,0.5,0.0,0.0698,TRAINING,0
361,2014-01-01,R,0.0,0.6666666666666666,0.0,0.0698,TRAINING,0
361,2016-01-01,R,0.0,0.6,0.0,0.0698,TRAINING,0
361,2018-01-01,R,0.0,0.0,,0.0698,TRAINING,0
369,2016-01-01,R,2000.0,0.8,2000.0,0.4737,TRAINING,0
369,2018-01-01,R,2000.0,0.0,,0.4737,TRAINING,0
369,2012-01-01,R,0.0,0.75,500.0,0.4737,TRAINING,0
369,2014-01-01,R,500.0,0.6666666666666666,2000.0,0.4737,TRAINING,0
370,2018-01-01,R,0.0,0.5,,0.0854,TRAINING,0
370,2016-01-01,R,0.0,0.8,0.0,0.0854,TRAINING,0
370,2014-01-01,R,0.0,0.6666666666666666,0.0,0.0854,TRAINING,0
370,2012-01-01,R,0.0,0.75,0.0,0.0854,TRAINING,0
372,2012-01-01,R,0.0,0.75,0.0,0.8164,TESTING,0
372,2014-01-01,R,0.0,0.6666666666666666,0.0,0.8164,TESTING,0
372,2016-01-01,R,0.0,0.8,0.0,0.8164,TESTING,0
372,2018-01-01,R,0.0,0.0,,0.8164,TESTING,0
374,2012-01-01,R,0.0,0.75,500.0,0.5855,TESTING,0
374,2014-01-01,R,500.0,0.6666666666666666,0.0,0.5855,TESTING,0
374,2016-01-01,R,0.0,0.6,2000.0,0.5855,TESTING,0
374,2018-01-01,R,2000.0,0.0,,0.5855,TESTING,0
376,2016-01-01,R,1750.0,0.8,1500.0,0.7392,TESTING,0
376,2018-01-01,R,1500.0,0.0,,0.7392,TESTING,0
376,2012-01-01,R,3000.0,0.75,1000.0,0.7392,TESTING,0
376,2014-01-01,R,1000.0,0.6666666666666666,1750.0,0.7392,TESTING,0
378,2012-01-01,R,0.0,0.5,0.0,0.6528,TESTING,0
378,2014-01-01,R,0.0,0.6666666666666666,0.0,0.6528,TESTING,0
378,2016-01-01,R,0.0,0.4,0.0,0.6528,TESTING,0
378,2018-01-01,R,0.0,0.0,,0.6528,TESTING,0
383,2012-01-01,R,0.0,0.5,0.0,0.5249,TRAINING,0
383,2014-01-01,R,0.0,0.6666666666666666,0.0,0.5249,TRAINING,0
383,2016-01-01,R,0.0,0.6,0.0,0.5249,TRAINING,0
383,2018-01-01,R,0.0,0.0,,0.5249,TRAINING,0
386,2012-01-01,R,0.0,0.5,0.0,0.5172,TRAINING,0
386,2014-01-01,R,0.0,0.6666666666666666,0.0,0.5172,TRAINING,0
386,2016-01-01,R,0.0,0.8,1000.0,0.5172,TRAINING,0
386,2018-01-01,R,1000.0,0.0,,0.5172,TRAINING,0
390,2018-01-01,R,0.0,0.0,,0.1707,TRAINING,0
390,2016-01-01,R,0.0,0.6,0.0,0.1707,TRAINING,0
390,2014-01-01,R,0.0,0.6666666666666666,0.0,0.1707,TRAINING,0
390,2012-01-01,R,500.0,0.5,0.0,0.1707,TRAINING,0
391,2012-01-01,R,0.0,0.75,0.0,0.5791,TESTING,0
391,2014-01-01,R,0.0,0.6666666666666666,0.0,0.5791,TESTING,0
391,2016-01-01,R,0.0,0.8,0.0,0.5791,TESTING,0
391,2018-01-01,R,0.0,0.0,,0.5791,TESTING,0
392,2012-01-01,R,0.0,0.5,0.0,0.9925,TESTING,0
