person,Year,disney_donations,VoteAlongRatio_Film,VoteAlongRatio_FS_IIR,VoteAlongRatio_FS_FSS,VoteAlongRatio_FS_CM,VoteAlongRatio_FS_REB,disney_donations_lagMinus1,disney_donations_lagPlus1,sex_female,sex_male,ethnicity_asian,ethnicity_black,ethnicity_hispanic,ethnicity_islander,ethnicity_native,ethnicity_white,party_short_D,party_short_R,data_use,MODELING_GROUP
75,2016,1000.0,0.6,0.42857142857142855,0.2222222222222222,0.0,0.0,1000.0,1000.0,0,1,0,1,0,0,0,0,1,0,0.5393,TRAINING
75,2018,1000.0,1.0,1.0,1.0,1.0,1.0,,1000.0,0,1,0,1,0,0,0,0,1,0,0.5393,TRAINING
76,2018,1000.0,1.0,1.0,1.0,1.0,1.0,,1000.0,0,1,0,0,0,0,0,1,1,0,0.8792,TESTING
76,2012,0.0,0.5,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,,0,1,0,0,0,0,0,1,1,0,0.8792,TESTING
76,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,1000.0,0.0,0,1,0,0,0,0,0,1,1,0,0.8792,TESTING
76,2016,1000.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,1000.0,0.0,0,1,0,0,0,0,0,1,1,0,0.8792,TESTING
77,2018,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,,0.0,1,0,0,0,1,0,0,0,1,0,0.8433,TESTING
77,2016,0.0,0.6,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0.8433,TESTING
77,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0.8433,TESTING
77,2012,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5714285714285714,0.6666666666666666,0.0,,1,0,0,0,1,0,0,0,1,0,0.8433,TESTING
79,2012,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,,1,0,0,0,0,0,0,1,1,0,0.7513,TESTING
79,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0.7513,TESTING
79,2016,0.0,0.6,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0.7513,TESTING
79,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1,0,0,0,0,0,0,1,1,0,0.7513,TESTING
80,2012,10500.0,0.25,0.5,0.3333333333333333,0.5714285714285714,1.0,7500.0,,0,1,0,0,0,0,0,1,1,0,0.2612,TRAINING
80,2014,7500.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,5000.0,10500.0,0,1,0,0,0,0,0,1,1,0,0.2612,TRAINING
80,2016,5000.0,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,40020.0,7500.0,0,1,0,0,0,0,0,1,1,0,0.2612,TRAINING
80,2018,40020.0,1.0,1.0,1.0,1.0,1.0,,5000.0,0,1,0,0,0,0,0,1,1,0,0.2612,TRAINING
81,2016,0.0,0.8,0.42857142857142855,0.6666666666666666,0.25,0.3333333333333333,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0.7041,TESTING
81,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,1,0,0,0,0,1,0,0.7041,TESTING
81,2012,0.0,0.5,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,,0,1,0,1,0,0,0,0,1,0,0.7041,TESTING
81,2014,0.0,0.6666666666666666,0.8,0.3333333333333333,0.8,1.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0.7041,TESTING
82,2012,0.0,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,,0,1,1,0,0,0,0,0,1,0,0.9555,TESTING
82,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0.9555,TESTING
82,2016,0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0.9555,TESTING
82,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,1,0,0,0,0,0,1,0,0.9555,TESTING
83,2012,0.0,0.0,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,,0,1,0,0,1,0,0,0,1,0,0.6235,TESTING
83,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0.6235,TESTING
83,2016,0.0,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0.6235,TESTING
83,2018,0.0,0.5,0.5,1.0,1.0,1.0,,0.0,0,1,0,0,1,0,0,0,1,0,0.6235,TESTING
84,2012,0.0,0.5,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,1050.0,,0,1,0,0,0,0,0,1,1,0,0.5486,TRAINING
84,2014,1050.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.75,1000.0,0.0,0,1,0,0,0,0,0,1,1,0,0.5486,TRAINING
84,2016,1000.0,0.8,0.42857142857142855,0.5555555555555556,0.0,0.3333333333333333,0.0,1050.0,0,1,0,0,0,0,0,1,1,0,0.5486,TRAINING
84,2018,0.0,1.0,1.0,1.0,1.0,1.0,,1000.0,0,1,0,0,0,0,0,1,1,0,0.5486,TRAINING
87,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.7099,TESTING
87,2016,0.0,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.7099,TESTING
87,2014,0.0,0.6666666666666666,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.7099,TESTING
87,2012,0.0,0.0,0.16666666666666666,0.0,0.5714285714285714,0.6666666666666666,0.0,,0,1,0,0,0,0,0,1,1,0,0.7099,TESTING
88,2012,0.0,0.5,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,,0,1,0,1,0,0,0,0,1,0,0.967,TESTING
88,2014,0.0,0.3333333333333333,0.6,0.0,0.2,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0.967,TESTING
88,2016,0.0,0.6,0.42857142857142855,0.2222222222222222,0.25,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0.967,TESTING
88,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,1,0,0,0,0,1,0,0.967,TESTING
89,2012,0.0,0.5,0.5,0.0,0.7142857142857143,0.6666666666666666,0.0,,0,1,0,0,0,0,0,1,1,0,0.0775,TRAINING
89,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.0775,TRAINING
89,2016,0.0,0.6,0.2857142857142857,0.4444444444444444,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.0775,TRAINING
89,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.0775,TRAINING
92,2016,0.0,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0.8226,TESTING
92,2018,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,,0.0,1,0,0,0,1,0,0,0,1,0,0.8226,TESTING
92,2012,0.0,0.0,0.16666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,,1,0,0,0,1,0,0,0,1,0,0.8226,TESTING
92,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,1,0,0,0,1,0,0,0,1,0,0.8226,TESTING
93,2012,0.0,0.25,0.3333333333333333,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,,0,1,0,0,0,0,0,1,1,0,0.3152,TRAINING
93,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.3152,TRAINING
93,2016,0.0,0.6,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.3152,TRAINING
93,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.3152,TRAINING
94,2012,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,,1,0,0,1,0,0,0,0,1,0,0.1585,TRAINING
94,2014,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.1585,TRAINING
94,2016,0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,2000.0,0.0,1,0,0,1,0,0,0,0,1,0,0.1585,TRAINING
94,2018,2000.0,1.0,1.0,1.0,1.0,1.0,,0.0,1,0,0,1,0,0,0,0,1,0,0.1585,TRAINING
98,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.3943,TRAINING
98,2012,0.0,0.75,0.5,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.0,,0,1,0,0,0,0,0,1,1,0,0.3943,TRAINING
98,2014,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.3943,TRAINING
98,2016,0.0,0.8,0.2857142857142857,0.8888888888888888,0.25,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.3943,TRAINING
99,2014,0.0,0.3333333333333333,0.6,0.3333333333333333,0.2,0.25,6000.0,2500.0,1,0,0,0,0,0,0,1,1,0,0.7555,TESTING
99,2016,6000.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,3515.0,0.0,1,0,0,0,0,0,0,1,1,0,0.7555,TESTING
99,2012,2500.0,0.5,0.3333333333333333,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.0,,1,0,0,0,0,0,0,1,1,0,0.7555,TESTING
99,2018,3515.0,1.0,1.0,1.0,1.0,1.0,,6000.0,1,0,0,0,0,0,0,1,1,0,0.7555,TESTING
103,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.3073,TRAINING
103,2016,0.0,0.8,0.14285714285714285,0.4444444444444444,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.3073,TRAINING
103,2012,0.0,0.25,0.5,0.3333333333333333,0.7142857142857143,0.3333333333333333,0.0,,0,1,0,0,0,0,0,1,1,0,0.3073,TRAINING
103,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.3073,TRAINING
105,2012,0.0,0.0,0.3333333333333333,0.0,0.5714285714285714,0.6666666666666666,0.0,,0,1,0,1,0,0,0,0,1,0,0.1021,TRAINING
105,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0.1021,TRAINING
105,2016,0.0,0.8,0.14285714285714285,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0.1021,TRAINING
105,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,1,0,0,0,0,1,0,0.1021,TRAINING
106,2012,0.0,0.75,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,,0,1,0,0,1,0,0,0,1,0,0.3843,TRAINING
106,2014,0.0,0.6666666666666666,0.6,0.3333333333333333,0.6,0.75,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0.3843,TRAINING
106,2016,0.0,0.8,0.42857142857142855,0.7777777777777778,0.25,0.3333333333333333,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0.3843,TRAINING
106,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,1,0,0,0,1,0,0.3843,TRAINING
107,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1,0,0,1,0,0,0,0,1,0,0.7989,TESTING
107,2012,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,,1,0,0,1,0,0,0,0,1,0,0.7989,TESTING
107,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.7989,TESTING
107,2016,0.0,0.4,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.7989,TESTING
108,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1,0,1,0,0,0,0,0,1,0,0.9692,TESTING
108,2016,0.0,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,2500.0,1,0,1,0,0,0,0,0,1,0,0.9692,TESTING
108,2012,0.0,0.25,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,2500.0,,1,0,1,0,0,0,0,0,1,0,0.9692,TESTING
108,2014,2500.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,1,0,1,0,0,0,0,0,1,0,0.9692,TESTING
110,2012,0.0,0.0,0.5,0.0,0.7142857142857143,0.3333333333333333,0.0,,0,1,0,0,1,0,0,0,1,0,0.6873,TESTING
110,2014,0.0,0.3333333333333333,0.8,0.6666666666666666,0.6,0.75,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0.6873,TESTING
110,2016,0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,1,0,0.6873,TESTING
110,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,1,0,0,0,1,0,0.6873,TESTING
111,2018,0.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,,0.0,0,1,0,0,0,0,0,1,1,0,0.5675,TESTING
111,2012,0.0,0.25,0.5,0.0,0.7142857142857143,0.6666666666666666,0.0,,0,1,0,0,0,0,0,1,1,0,0.5675,TESTING
111,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.5675,TESTING
111,2016,0.0,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.5675,TESTING
112,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.0161,TRAINING
112,2016,0.0,0.8,0.2857142857142857,0.4444444444444444,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.0161,TRAINING
112,2012,0.0,0.75,0.5,0.6666666666666666,0.7142857142857143,0.3333333333333333,0.0,,0,1,0,0,0,0,0,1,1,0,0.0161,TRAINING
112,2014,0.0,0.0,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.0161,TRAINING
113,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.4297,TRAINING
113,2016,0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.4297,TRAINING
113,2012,0.0,0.0,0.5,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.0,,0,1,0,0,0,0,0,1,1,0,0.4297,TRAINING
113,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.4297,TRAINING
114,2012,0.0,0.5,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,3500.0,,1,0,0,0,0,0,0,1,1,0,0.0995,TRAINING
114,2014,3500.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0.0995,TRAINING
114,2016,0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,3500.0,1,0,0,0,0,0,0,1,1,0,0.0995,TRAINING
114,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1,0,0,0,0,0,0,1,1,0,0.0995,TRAINING
117,2012,0.0,0.5,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,,0,1,0,0,0,0,0,1,1,0,0.7629,TESTING
117,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.6,0.75,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.7629,TESTING
117,2016,0.0,0.8,0.2857142857142857,0.5555555555555556,0.0,0.3333333333333333,5.0,0.0,0,1,0,0,0,0,0,1,1,0,0.7629,TESTING
117,2018,5.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.7629,TESTING
118,2016,1000.0,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.9467,TESTING
118,2018,0.0,1.0,1.0,1.0,1.0,1.0,,1000.0,0,1,0,0,0,0,0,1,1,0,0.9467,TESTING
118,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.6,0.25,1000.0,0.0,0,1,0,0,0,0,0,1,1,0,0.9467,TESTING
118,2012,0.0,0.25,0.16666666666666666,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,,0,1,0,0,0,0,0,1,1,0,0.9467,TESTING
119,2012,0.0,0.0,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.0,,0,1,0,0,0,0,0,1,1,0,0.1016,TRAINING
119,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.1016,TRAINING
119,2016,0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.1016,TRAINING
119,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.1016,TRAINING
123,2012,0.0,0.0,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,,1,0,0,1,0,0,0,0,1,0,0.7869,TESTING
123,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,2000.0,0.0,1,0,0,1,0,0,0,0,1,0,0.7869,TESTING
123,2016,2000.0,0.6,0.2857142857142857,0.2222222222222222,0.0,0.0,3500.0,0.0,1,0,0,1,0,0,0,0,1,0,0.7869,TESTING
123,2018,3500.0,1.0,1.0,1.0,1.0,1.0,,2000.0,1,0,0,1,0,0,0,0,1,0,0.7869,TESTING
124,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.6439,TESTING
124,2016,0.0,0.6,0.2857142857142857,0.4444444444444444,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.6439,TESTING
124,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.6439,TESTING
124,2012,0.0,0.25,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,,0,1,0,0,0,0,0,1,1,0,0.6439,TESTING
125,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.7892,TESTING
125,2016,0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.7892,TESTING
125,2012,0.0,0.25,0.16666666666666666,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,,0,1,0,0,0,0,0,1,1,0,0.7892,TESTING
125,2014,0.0,0.3333333333333333,0.6,0.0,0.2,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.7892,TESTING
127,2012,0.0,0.5,0.6666666666666666,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,,0,1,0,0,0,0,0,1,1,0,0.6863,TESTING
127,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.6863,TESTING
127,2016,0.0,0.8,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.6863,TESTING
127,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.6863,TESTING
128,2012,0.0,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,,0,1,0,1,0,0,0,0,1,0,0.7916,TESTING
128,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0.7916,TESTING
128,2016,0.0,0.8,0.42857142857142855,0.4444444444444444,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,1,0,0.7916,TESTING
128,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,1,0,0,0,0,1,0,0.7916,TESTING
129,2016,0.0,0.4,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,650.0,0.0,1,0,0,0,0,0,0,1,1,0,0.8529,TESTING
129,2018,650.0,1.0,1.0,1.0,1.0,1.0,,0.0,1,0,0,0,0,0,0,1,1,0,0.8529,TESTING
129,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,250.0,1,0,0,0,0,0,0,1,1,0,0.8529,TESTING
129,2012,250.0,0.0,0.3333333333333333,0.0,0.7142857142857143,0.6666666666666666,0.0,,1,0,0,0,0,0,0,1,1,0,0.8529,TESTING
138,2012,0.0,0.0,0.3333333333333333,0.0,0.5714285714285714,0.6666666666666666,0.0,,1,0,0,0,0,0,0,1,1,0,0.0878,TRAINING
138,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0.0878,TRAINING
138,2016,0.0,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0.0878,TRAINING
138,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1,0,0,0,0,0,0,1,1,0,0.0878,TRAINING
140,2012,0.0,0.5,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,,0,1,0,0,0,0,0,1,1,0,0.9268,TESTING
140,2014,0.0,0.3333333333333333,0.6,0.0,0.6,0.5,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.9268,TESTING
140,2016,0.0,0.8,0.42857142857142855,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.9268,TESTING
140,2018,0.0,0.5,0.5,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.9268,TESTING
141,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1,0,0,0,0,0,0,1,1,0,0.4887,TRAINING
141,2016,0.0,0.6,0.42857142857142855,0.3333333333333333,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0.4887,TRAINING
141,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.5,0.0,0.0,1,0,0,0,0,0,0,1,1,0,0.4887,TRAINING
141,2012,0.0,0.25,0.5,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,,1,0,0,0,0,0,0,1,1,0,0.4887,TRAINING
142,2012,0.0,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,,0,1,0,0,0,0,0,1,1,0,0.4859,TRAINING
142,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.4859,TRAINING
142,2016,0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,0,0.4859,TRAINING
142,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,0,1,0,0,0,0,0,1,1,0,0.4859,TRAINING
143,2012,0.0,0.25,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.0,,1,0,0,1,0,0,0,0,1,0,0.6331,TESTING
143,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.6331,TESTING
143,2016,0.0,0.8,0.2857142857142857,0.4444444444444444,0.0,0.3333333333333333,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.6331,TESTING
143,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1,0,0,1,0,0,0,0,1,0,0.6331,TESTING
145,2018,1000.0,1.0,1.0,1.0,1.0,1.0,,2000.0,1,0,1,0,0,0,0,0,1,0,0.8571,TESTING
145,2016,2000.0,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,1000.0,3000.0,1,0,1,0,0,0,0,0,1,0,0.8571,TESTING
145,2014,3000.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,2000.0,2000.0,1,0,1,0,0,0,0,0,1,0,0.8571,TESTING
145,2012,2000.0,0.25,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.6666666666666666,3000.0,,1,0,1,0,0,0,0,0,1,0,0.8571,TESTING
146,2012,2000.0,0.75,0.5,0.6666666666666666,0.5714285714285714,0.6666666666666666,2000.0,,0,1,0,0,1,0,0,0,1,0,0.8684,TESTING
146,2014,2000.0,0.3333333333333333,0.8,0.3333333333333333,0.6,0.5,0.0,2000.0,0,1,0,0,1,0,0,0,1,0,0.8684,TESTING
146,2016,0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,5400.0,2000.0,0,1,0,0,1,0,0,0,1,0,0.8684,TESTING
146,2018,5400.0,1.0,1.0,1.0,1.0,0.6666666666666666,,0.0,0,1,0,0,1,0,0,0,1,0,0.8684,TESTING
149,2012,0.0,0.75,0.5,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.0,,1,0,0,1,0,0,0,0,1,0,0.7208,TESTING
149,2014,0.0,0.3333333333333333,0.8,0.3333333333333333,0.6,0.75,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.7208,TESTING
149,2016,0.0,0.8,0.42857142857142855,0.5555555555555556,0.0,0.3333333333333333,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.7208,TESTING
149,2018,0.0,1.0,1.0,1.0,1.0,1.0,,0.0,1,0,0,1,0,0,0,0,1,0,0.7208,TESTING
150,2016,2000.0,0.6,0.2857142857142857,0.3333333333333333,0.0,0.0,500.0,6050.0,1,0,0,1,0,0,0,0,1,0,0.5276,TRAINING
150,2018,500.0,1.0,1.0,1.0,1.0,0.6666666666666666,,2000.0,1,0,0,1,0,0,0,0,1,0,0.5276,TRAINING
150,2012,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.3333333333333333,6050.0,,1,0,0,1,0,0,0,0,1,0,0.5276,TRAINING
150,2014,6050.0,0.3333333333333333,0.8,0.3333333333333333,0.4,0.25,2000.0,0.0,1,0,0,1,0,0,0,0,1,0,0.5276,TRAINING
152,2016,0.0,0.8,0.2857142857142857,0.3333333333333333,0.0,0.0,0.0,0.0,1,0,0,1,0,0,0,0,1,0,0.2062,TRAINING
152,2018,0.0,0.5,0.75,0.6666666666666666,1.0,0.6666666666666666,,0.0,1,0,0,1,0,0,0,0,1,0,0.2062,TRAINING
152,2012,0.0,0.25,0.5,0.3333333333333333,0.7142857142857143,0.6666666666666666,0.0,,1,0,0,1,0,0,0,0,1,0,0.2062,TRAINING
