person,name,VoteAlong113thRatio,VoteAlong114thRatio,VoteAlong115thRatio,VoteAlong116thRatio
412280,"Rep. Gregg Harper [R, 2009-2018]",0.75,0.6666666666666666,0.8,
412283,"Rep. Duncan Hunter [R, 2013-2020]",0.75,0.6666666666666666,0.8,
412284,"Rep. Lynn Jenkins [R, 2009-2018]",0.75,0.6666666666666666,0.8,
412290,"Rep. Leonard Lance [R, 2009-2018]",0.75,0.6666666666666666,0.6,
412292,"Rep. Blaine Luetkemeyer [R, 2013-2022]",0.75,0.3333333333333333,0.8,0.0
412294,"Rep. Cynthia Lummis [R, 2009-2016]",0.25,0.6666666666666666,,
412295,"Rep. Tom McClintock [R, 2009-2022]",0.25,0.3333333333333333,0.2,0.0
412302,"Rep. Pete Olson [R, 2009-2020]",0.5,0.6666666666666666,0.8,0.0
412303,"Rep. Erik Paulsen [R, 2009-2018]",0.75,0.6666666666666666,0.8,
412309,"Rep. Bill Posey [R, 2013-2022]",0.5,0.6666666666666666,0.4,0.0
412310,"Rep. David “Phil” Roe [R, 2009-2020]",0.75,0.6666666666666666,0.8,0.0
412311,"Rep. Thomas Rooney [R, 2013-2018]",0.75,0.6666666666666666,0.8,
412314,"Rep. Aaron Schock [R, 2009-2015]",0.75,,,
412317,"Rep. Glenn Thompson [R, 2009-2018]",0.75,0.6666666666666666,0.8,
412388,"Rep. Tom Graves [R, 2013-2020]",0.75,0.6666666666666666,0.8,0.0
412392,"Rep. Marlin Stutzman [R, 2010-2016]",0.5,0.6666666666666666,,
412393,"Rep. Tom Reed [R, 2013-2022]",0.75,0.6666666666666666,0.6,0.0
412394,"Rep. Martha Roby [R, 2011-2020]",0.75,1.0,0.6,0.0
412395,"Rep. Mo Brooks [R, 2011-2022]",0.5,0.3333333333333333,0.6,0.0
412397,"Rep. Paul Gosar [R, 2013-2022]",0.25,0.3333333333333333,0.4,0.0
412399,"Rep. David Schweikert [R, 2013-2022]",0.5,0.6666666666666666,0.4,0.0
412400,"Rep. Eric “Rick” Crawford [R, 2011-2022]",0.5,0.6666666666666666,0.8,0.5
412401,"Rep. Tim Griffin [R, 2011-2014]",0.75,,,
412402,"Rep. Steve Womack [R, 2011-2022]",0.75,0.6666666666666666,0.8,0.0
412403,"Rep. Jeff Denham [R, 2013-2018]",0.75,0.6666666666666666,0.6,
412405,"Rep. Scott Tipton [R, 2011-2020]",0.75,0.6666666666666666,0.8,0.0
412406,"Rep. Cory Gardner [R, 2011-2014]",0.75,,,
412408,"Rep. Steve Southerland [R, 2011-2014]",0.75,,,
412409,"Rep. Richard Nugent [R, 2013-2016]",0.75,0.6666666666666666,,
412410,"Rep. Daniel Webster [R, 2013-2016]",0.5,0.6666666666666666,,
412411,"Rep. Dennis Ross [R, 2013-2018]",0.75,0.6666666666666666,0.8,
412416,"Rep. Rob Woodall [R, 2011-2020]",0.75,0.6666666666666666,0.8,0.0
412417,"Rep. Austin Scott [R, 2011-2022]",0.5,0.6666666666666666,0.8,0.0
412419,"Rep. Raúl Labrador [R, 2011-2018]",0.25,0.6666666666666666,0.6,
412421,"Rep. Adam Kinzinger [R, 2013-2022]",0.75,0.6666666666666666,0.8,0.0
412422,"Rep. Randy Hultgren [R, 2011-2018]",0.75,0.6666666666666666,0.8,
412426,"Rep. Todd Rokita [R, 2011-2018]",0.75,0.6666666666666666,0.6,
412427,"Rep. Larry Bucshon [R, 2011-2022]",0.75,0.6666666666666666,0.8,0.0
412428,"Rep. Todd Young [R, 2011-2016]",0.75,0.6666666666666666,,
412429,"Rep. Tim Huelskamp [R, 2011-2016]",0.5,0.6666666666666666,,
412430,"Rep. Kevin Yoder [R, 2011-2018]",0.75,0.6666666666666666,0.8,
412431,"Rep. Mike Pompeo [R, 2011-2017]",0.5,1.0,,
412434,"Rep. Andy Harris [R, 2011-2022]",0.75,0.6666666666666666,0.4,0.0
412436,"Rep. Dan Benishek [R, 2011-2016]",0.5,0.6666666666666666,,
412437,"Rep. Bill Huizenga [R, 2011-2022]",0.75,0.6666666666666666,0.8,0.0
412438,"Rep. Justin Amash [R, 2011-2020]",0.25,0.3333333333333333,0.2,
412442,"Rep. Alan Nunnelee [R, 2011-2015]",0.75,,,
412443,"Rep. Steven Palazzo [R, 2011-2022]",0.5,0.6666666666666666,0.6,0.0
412444,"Rep. Vicky Hartzler [R, 2011-2022]",0.5,0.6666666666666666,0.6,0.0
412445,"Rep. Billy Long [R, 2011-2022]",0.75,0.6666666666666666,0.6,0.0
412446,"Rep. Joseph Heck [R, 2011-2016]",0.75,0.6666666666666666,,
412449,"Rep. Jon Runyan [R, 2011-2014]",0.75,,,
412451,"Rep. Michael Grimm [R, 2013-2014]",0.75,,,
412453,"Rep. Christopher Gibson [R, 2013-2016]",0.75,0.6666666666666666,,
412454,"Rep. Richard Hanna [R, 2013-2016]",0.75,0.6666666666666666,,
412457,"Rep. Renee Ellmers [R, 2011-2016]",0.75,0.3333333333333333,,
412460,"Rep. Bill Johnson [R, 2011-2022]",0.75,0.6666666666666666,0.8,0.0
412461,"Rep. Steve Stivers [R, 2011-2022]",0.75,0.6666666666666666,0.8,0.5
412462,"Rep. James Renacci [R, 2011-2018]",0.75,0.6666666666666666,0.4,
412463,"Rep. Bob Gibbs [R, 2013-2022]",0.75,0.6666666666666666,0.8,0.0
412464,"Rep. James Lankford [R, 2011-2014]",0.25,,,
412465,"Rep. Mike Kelly [R, 2011-2018]",0.75,0.6666666666666666,0.6,
412466,"Rep. Patrick Meehan [R, 2011-2018]",0.75,0.6666666666666666,,
412468,"Rep. Tom Marino [R, 2011-2018]",0.75,0.6666666666666666,0.8,
412469,"Rep. Lou Barletta [R, 2011-2018]",0.75,0.3333333333333333,0.4,
412472,"Rep. Jeff Duncan [R, 2011-2022]",0.5,0.6666666666666666,0.4,0.0
412473,"Rep. Trey Gowdy [R, 2011-2018]",0.5,0.6666666666666666,0.8,
412474,"Rep. Mick Mulvaney [R, 2011-2017]",0.25,0.6666666666666666,,
412475,"Rep. Kristi Noem [R, 2011-2018]",0.75,0.6666666666666666,0.6,
412476,"Rep. Charles “Chuck” Fleischmann [R, 2011-2022]",0.75,0.6666666666666666,0.8,0.0
412477,"Rep. Scott DesJarlais [R, 2011-2022]",0.5,0.6666666666666666,0.6,0.0
412478,"Rep. Diane Black [R, 2011-2018]",0.75,0.6666666666666666,0.6,
412479,"Rep. Stephen Fincher [R, 2011-2016]",0.75,0.3333333333333333,,
412480,"Rep. Bill Flores [R, 2011-2020]",0.5,0.6666666666666666,0.8,0.0
412482,"Rep. Blake Farenthold [R, 2011-2018]",0.5,0.6666666666666666,,
412483,"Rep. Edward “Scott” Rigell [R, 2011-2016]",0.75,0.6666666666666666,,
412484,"Rep. Robert Hurt [R, 2011-2016]",0.5,0.3333333333333333,,
412485,"Rep. Morgan Griffith [R, 2011-2022]",0.5,0.6666666666666666,0.6,0.0
412486,"Rep. Jaime Herrera Beutler [R, 2011-2022]",0.75,0.6666666666666666,0.8,0.0
412487,"Rep. David McKinley [R, 2011-2022]",0.5,0.6666666666666666,0.8,0.0
412488,"Rep. Sean Duffy [R, 2011-2019]",0.75,0.3333333333333333,0.6,
412489,"Rep. Reid Ribble [R, 2011-2016]",0.75,0.3333333333333333,,
412500,"Rep. Mark Amodei [R, 2011-2022]",0.5,0.6666666666666666,0.6,0.0
412503,"Rep. Thomas Massie [R, 2012-2022]",0.25,0.3333333333333333,0.0,0.0
412508,"Rep. Tom Cotton [R, 2013-2014]",0.5,,,
412510,"Rep. Doug LaMalfa [R, 2013-2022]",0.5,0.6666666666666666,0.6,0.0
412513,"Rep. Paul Cook [R, 2013-2020]",0.75,1.0,0.8,0.0
412515,"Rep. David Valadao [R, 2013-2018]",0.75,0.6666666666666666,0.8,
412525,"Rep. Ted Yoho [R, 2013-2020]",0.75,0.6666666666666666,0.4,0.0
412526,"Rep. Ron DeSantis [R, 2013-2018]",0.5,0.3333333333333333,,
412531,"Rep. Doug Collins [R, 2013-2020]",0.75,0.6666666666666666,0.8,0.0
412536,"Rep. Rodney Davis [R, 2013-2022]",0.75,0.6666666666666666,0.8,0.0
412538,"Rep. Jackie Walorski [R, 2013-2022]",0.75,0.6666666666666666,0.8,0.0
412539,"Rep. Susan Brooks [R, 2013-2020]",0.75,0.6666666666666666,0.8,0.0
412540,"Rep. Luke Messer [R, 2013-2018]",0.75,0.6666666666666666,0.8,
412541,"Rep. Garland “Andy” Barr [R, 2013-2022]",0.75,0.6666666666666666,0.8,0.0
412547,"Rep. Kerry Bentivolio [R, 2013-2014]",0.5,,,
412548,"Rep. Ann Wagner [R, 2013-2022]",0.75,0.6666666666666666,0.8,0.0
412549,"Rep. Steve Daines [R, 2013-2014]",0.75,,,
412550,"Rep. Richard Hudson [R, 2013-2022]",0.75,0.6666666666666666,0.8,0.0
412551,"Rep. Robert Pittenger [R, 2013-2018]",0.75,0.6666666666666666,0.8,
412552,"Rep. Mark Meadows [R, 2013-2020]",0.5,0.6666666666666666,0.2,
412553,"Rep. George Holding [R, 2013-2016]",0.75,0.6666666666666666,,
412555,"Rep. Kevin Cramer [R, 2013-2018]",0.5,0.6666666666666666,0.6,
412563,"Rep. Chris Collins [R, 2013-2019]",0.75,0.6666666666666666,0.8,
412564,"Rep. Brad Wenstrup [R, 2013-2022]",0.75,0.6666666666666666,0.8,0.0
412566,"Rep. David Joyce [R, 2013-2022]",0.75,0.6666666666666666,0.8,0.0
412567,"Rep. Jim Bridenstine [R, 2013-2018]",0.5,0.6666666666666666,,
412568,"Rep. Markwayne Mullin [R, 2013-2022]",0.75,0.6666666666666666,0.6,0.0
412569,"Rep. Scott Perry [R, 2013-2018]",0.5,0.6666666666666666,0.4,
412570,"Rep. Keith Rothfus [R, 2013-2018]",0.75,0.6666666666666666,0.4,
412572,"Rep. Tom Rice [R, 2013-2022]",0.5,0.6666666666666666,0.6,0.0
412574,"Rep. Randy Weber Sr. [R, 2013-2022]",0.5,0.3333333333333333,0.6,0.0
412578,"Rep. Roger Williams [R, 2013-2022]",0.5,0.6666666666666666,0.6,0.0
412581,"Rep. Chris Stewart [R, 2013-2022]",0.75,0.6666666666666666,0.4,0.0
412596,"Rep. Jason Smith [R, 2013-2022]",0.75,0.6666666666666666,0.6,0.0
412599,"Rep. Vance McAllister [R, 2013-2014]",0.5,,,
412601,"Rep. Bradley Byrne [R, 2014-2020]",0.75,0.6666666666666666,0.8,0.0
412603,"Rep. David Jolly [R, 2014-2016]",,0.6666666666666666,,
412606,"Rep. Donald Norcross [D, 2014-2022]",,0.3333333333333333,0.6,1.0
412607,"Rep. Alma Adams [D, 2014-2022]",,0.3333333333333333,0.8,1.0
412604,"Rep. Curtis “Curt” Clawson [R, 2014-2016]",,0.6666666666666666,,
412605,"Rep. David “Dave” Brat [R, 2014-2018]",,0.6666666666666666,0.4,
400036,"Rep. John Boehner [R, 1991-2015]",,,,
412612,"Rep. Ruben Gallego [D, 2015-2022]",,0.3333333333333333,0.6,1.0
412613,"Rep. Mark DeSaulnier [D, 2015-2022]",,0.3333333333333333,0.6,0.5
412615,"Rep. Pete Aguilar [D, 2015-2022]",,0.6666666666666666,0.6,1.0
412616,"Rep. Ted Lieu [D, 2015-2022]",,0.3333333333333333,0.4,0.5
412617,"Rep. Norma Torres [D, 2015-2022]",,0.3333333333333333,0.6,1.0
412620,"Rep. Gwen Graham [D, 2015-2016]",,0.3333333333333333,,
412626,"Rep. Mark Takai [D, 2015-2016]",,0.3333333333333333,,
412632,"Rep. Seth Moulton [D, 2015-2022]",,0.3333333333333333,0.8,1.0
412637,"Rep. Debbie Dingell [D, 2015-2022]",,0.3333333333333333,0.8,1.0
412638,"Rep. Brenda Lawrence [D, 2015-2022]",,0.3333333333333333,0.8,1.0
412642,"Rep. Brad Ashford [D, 2015-2016]",,0.6666666666666666,,
412644,"Rep. Bonnie Watson Coleman [D, 2015-2022]",,0.3333333333333333,0.6,1.0
412647,"Rep. Kathleen Rice [D, 2015-2022]",,0.3333333333333333,0.8,1.0
412652,"Rep. Brendan Boyle [D, 2015-2018]",,0.3333333333333333,0.6,
412657,"Rep. Donald Beyer Jr. [D, 2015-2022]",,0.3333333333333333,0.8,1.0
412420,"Rep. Bob Dold [R, 2015-2016]",,0.6666666666666666,,
412447,"Rep. Frank Guinta [R, 2015-2016]",,0.3333333333333333,,
412608,"Rep. Gary Palmer [R, 2015-2022]",,0.6666666666666666,0.4,0.0
412609,"Rep. French Hill [R, 2015-2022]",,0.6666666666666666,0.8,0.0
412610,"Rep. Bruce Westerman [R, 2015-2022]",,0.6666666666666666,0.6,0.0
412611,"Rep. Martha McSally [R, 2015-2018]",,0.6666666666666666,0.6,
412614,"Rep. Steve Knight [R, 2015-2018]",,0.6666666666666666,0.6,
412618,"Rep. Mimi Walters [R, 2015-2018]",,0.6666666666666666,0.8,
412619,"Rep. Ken Buck [R, 2015-2022]",,0.6666666666666666,0.4,0.0
412621,"Rep. Carlos Curbelo [R, 2015-2018]",,0.6666666666666666,0.6,
412622,"Rep. Earl “Buddy” Carter [R, 2015-2022]",,0.6666666666666666,0.6,0.0
412623,"Rep. Jody Hice [R, 2015-2022]",,0.6666666666666666,0.4,0.0
412624,"Rep. Barry Loudermilk [R, 2015-2022]",,0.6666666666666666,0.4,0.0
412625,"Rep. Rick Allen [R, 2015-2022]",,0.6666666666666666,0.6,0.0
412627,"Rep. Rod Blum [R, 2015-2018]",,0.3333333333333333,0.6,
412628,"Rep. David Young [R, 2015-2018]",,0.6666666666666666,0.8,
412629,"Rep. Mike Bost [R, 2015-2022]",,0.6666666666666666,0.8,0.0
412630,"Rep. Ralph Abraham [R, 2015-2020]",,0.6666666666666666,0.4,0.0
412631,"Rep. Garret Graves [R, 2015-2022]",,0.6666666666666666,0.6,0.0
412633,"Rep. Bruce Poliquin [R, 2015-2018]",,0.6666666666666666,0.8,
412634,"Rep. John Moolenaar [R, 2015-2022]",,0.6666666666666666,0.8,0.0
412635,"Rep. Mike Bishop [R, 2015-2018]",,0.6666666666666666,0.8,
412636,"Rep. Dave Trott [R, 2015-2018]",,0.6666666666666666,0.8,
412639,"Rep. Tom Emmer [R, 2015-2022]",,0.6666666666666666,0.6,0.0
412640,"Rep. Ryan Zinke [R, 2015-2017]",,0.6666666666666666,,
412641,"Rep. David Rouzer [R, 2015-2022]",,0.6666666666666666,0.6,0.0
412643,"Rep. Tom MacArthur [R, 2015-2018]",,0.6666666666666666,0.8,
412645,"Rep. Cresent Hardy [R, 2015-2016]",,0.3333333333333333,,
412646,"Rep. Lee Zeldin [R, 2015-2022]",,0.6666666666666666,0.6,0.0
412648,"Rep. Elise Stefanik [R, 2015-2022]",,0.6666666666666666,0.8,0.0
412649,"Rep. John Katko [R, 2015-2022]",,0.6666666666666666,0.8,0.0
412650,"Rep. Steve Russell [R, 2015-2018]",,0.6666666666666666,0.6,
412651,"Rep. Ryan Costello [R, 2015-2018]",,0.6666666666666666,0.6,
412653,"Rep. John Ratcliffe [R, 2015-2020]",,0.6666666666666666,0.4,0.0
412654,"Rep. Will Hurd [R, 2015-2020]",,0.6666666666666666,0.8,0.0
412655,"Rep. Brian Babin [R, 2015-2022]",,0.6666666666666666,0.6,0.0
412656,"Rep. Mia Love [R, 2015-2018]",,0.6666666666666666,0.6,
412658,"Rep. Barbara Comstock [R, 2015-2018]",,0.6666666666666666,0.6,
412660,"Rep. Dan Newhouse [R, 2015-2022]",,0.6666666666666666,0.6,0.0
412661,"Rep. Glenn Grothman [R, 2015-2022]",,0.6666666666666666,0.6,0.0
412662,"Rep. Alexander Mooney [R, 2015-2022]",,0.6666666666666666,0.4,0.0
412663,"Rep. Evan Jenkins [R, 2015-2018]",,0.6666666666666666,,
412670,"Rep. Mark Walker [R, 2015-2020]",,0.6666666666666666,0.6,0.0
412672,"Rep. Daniel Donovan Jr. [R, 2015-2018]",,0.6666666666666666,0.6,
412673,"Rep. Trent Kelly [R, 2015-2022]",,,0.6,0.0
412674,"Rep. Darin LaHood [R, 2015-2022]",,,0.6,0.0
412675,"Rep. Warren Davidson [R, 2016-2022]",,,0.4,0.0
412219,"Rep. Carol Shea-Porter [D, 2017-2018]",,,0.8,
412385,"Rep. Theodore “Ted” Deutch [D, 2017-2022]",,,0.8,1.0
412418,"Rep. Colleen Hanabusa [D, 2016-2018]",,,0.8,
412529,"Rep. Lois Frankel [D, 2017-2022]",,,0.8,1.0
412534,"Rep. Bradley “Brad” Schneider [D, 2017-2022]",,,0.8,1.0
412677,"Rep. Dwight Evans [D, 2016-2018]",,,0.8,
412682,"Rep. Tom O’Halleran [D, 2017-2022]",,,0.8,1.0
412684,"Rep. Ro Khanna [D, 2017-2022]",,,0.6,1.0
412685,"Rep. Jimmy Panetta [D, 2017-2022]",,,0.6,1.0
412686,"Rep. Salud Carbajal [D, 2017-2022]",,,0.8,1.0
412687,"Rep. Nanette Barragán [D, 2017-2022]",,,0.6,1.0
412688,"Rep. Luis Correa [D, 2017-2022]",,,0.6,1.0
412689,"Rep. Lisa Blunt Rochester [D, 2017-2022]",,,0.8,1.0
412693,"Rep. Al Lawson Jr. [D, 2017-2022]",,,0.8,1.0
412694,"Rep. Stephanie Murphy [D, 2017-2022]",,,0.6,1.0
412695,"Rep. Darren Soto [D, 2017-2022]",,,0.6,1.0
412696,"Rep. Val Demings [D, 2017-2022]",,,0.8,1.0
412697,"Rep. Charlie Crist [D, 2017-2022]",,,0.8,1.0
412701,"Rep. Raja Krishnamoorthi [D, 2017-2022]",,,0.8,1.0
412707,"Rep. Anthony Brown [D, 2017-2022]",,,0.8,1.0
412708,"Rep. Jamie Raskin [D, 2017-2022]",,,0.6,1.0
412714,"Rep. Josh Gottheimer [D, 2017-2022]",,,0.8,1.0
412715,"Rep. Jacky Rosen [D, 2017-2018]",,,0.8,
412716,"Rep. Ruben Kihuen [D, 2017-2018]",,,0.6,
412717,"Rep. Thomas Suozzi [D, 2017-2022]",,,0.6,1.0
412718,"Rep. Adriano Espaillat [D, 2017-2022]",,,0.6,1.0
412725,"Rep. Vicente Gonzalez [D, 2017-2022]",,,0.6,0.5
412728,"Rep. Donald McEachin [D, 2017-2022]",,,0.8,1.0
412730,"Rep. Pramila Jayapal [D, 2017-2022]",,,0.6,0.5
412410,"Rep. Daniel Webster [R, 2017-2022]",,,0.6,0.0
412553,"Rep. George Holding [R, 2017-2020]",,,0.4,0.0
412676,"Rep. James Comer [R, 2016-2022]",,,0.6,0.0
412683,"Rep. Andy Biggs [R, 2017-2022]",,,0.4,0.0
412690,"Rep. Matt Gaetz [R, 2017-2022]",,,0.4,0.0
412691,"Rep. Neal Dunn [R, 2017-2022]",,,0.8,0.5
412692,"Rep. John Rutherford [R, 2017-2022]",,,0.8,0.0
412698,"Rep. Brian Mast [R, 2017-2022]",,,0.4,0.0
412699,"Rep. Francis Rooney [R, 2017-2020]",,,0.6,0.0
412700,"Rep. Drew Ferguson IV [R, 2017-2022]",,,0.8,0.0
412702,"Rep. Jim Banks [R, 2017-2022]",,,0.8,0.0
412703,"Rep. Trey Hollingsworth [R, 2017-2022]",,,0.6,0.0
412704,"Rep. Roger Marshall [R, 2017-2020]",,,0.8,0.0
412705,"Rep. Clay Higgins [R, 2017-2022]",,,0.6,0.0
412706,"Rep. Mike Johnson [R, 2017-2022]",,,0.6,0.0
412709,"Rep. Jack Bergman [R, 2017-2022]",,,0.6,0.0
412710,"Rep. Paul Mitchell [R, 2017-2020]",,,0.8,
412711,"Rep. Jason Lewis [R, 2017-2018]",,,0.4,
412712,"Rep. Ted Budd [R, 2017-2022]",,,0.2,0.0
412713,"Rep. Don Bacon [R, 2017-2022]",,,0.8,0.0
412719,"Rep. John Faso [R, 2017-2018]",,,0.8,
412720,"Rep. Claudia Tenney [R, 2017-2018]",,,0.8,
412721,"Rep. Brian Fitzpatrick [R, 2017-2018]",,,0.8,
412722,"Rep. Lloyd Smucker [R, 2017-2018]",,,0.6,
412724,"Rep. David Kustoff [R, 2017-2022]",,,0.8,0.0
412726,"Rep. Jodey Arrington [R, 2017-2022]",,,0.8,0.0
412727,"Rep. Scott Taylor [R, 2017-2018]",,,0.8,
412729,"Rep. Thomas Garrett [R, 2017-2018]",,,0.4,
412731,"Rep. Mike Gallagher [R, 2017-2022]",,,0.6,0.0
412732,"Rep. Liz Cheney [R, 2017-2022]",,,0.8,0.0
412739,"Rep. Jimmy Gomez [D, 2017-2022]",,,,1.0
412735,"Rep. Ron Estes [R, 2017-2022]",,,,0.0
412736,"Rep. Greg Gianforte [R, 2017-2020]",,,,0.0
412737,"Rep. Karen Handel [R, 2017-2018]",,,,
412738,"Rep. Ralph Norman [R, 2017-2022]",,,,0.0
412740,"Rep. John Curtis [R, 2017-2022]",,,,0.0
412744,"Rep. Conor Lamb [D, 2018-2018]",,,,
412749,"Rep. Joseph Morelle [D, 2018-2022]",,,,1.0
412750,"Rep. Mary Scanlon [D, 2018-2018]",,,,
412751,"Rep. Susan Wild [D, 2018-2018]",,,,
412752,"Rep. Brenda Jones [D, 2018-2018]",,,,
412745,"Rep. Debbie Lesko [R, 2018-2022]",,,,0.0
412746,"Rep. Michael Cloud [R, 2018-2022]",,,,0.0
412747,"Rep. Troy Balderson [R, 2018-2022]",,,,0.0
412748,"Rep. Kevin Hern [R, 2018-2022]",,,,0.0
400069,"Rep. Ed Case [D, 2019-2022]",,,,1.0
400114,"Rep. Michael Doyle [D, 2019-2022]",,,,1.0
412286,"Rep. Ann Kirkpatrick [D, 2019-2022]",,,,0.5
412559,"Rep. Steven Horsford [D, 2019-2022]",,,,1.0
412571,"Rep. Matthew “Matt” Cartwright [D, 2019-2022]",,,,1.0
412652,"Rep. Brendan Boyle [D, 2019-2022]",,,,1.0
412677,"Rep. Dwight Evans [D, 2019-2022]",,,,1.0
412744,"Rep. Conor Lamb [D, 2019-2022]",,,,0.5
412750,"Rep. Mary Scanlon [D, 2019-2022]",,,,1.0
412751,"Rep. Susan Wild [D, 2019-2022]",,,,0.5
412753,"Rep. Greg Stanton [D, 2019-2022]",,,,1.0
412754,"Rep. Josh Harder [D, 2019-2022]",,,,1.0
412755,"Rep. TJ Cox [D, 2019-2020]",,,,1.0
412756,"Rep. Katie Hill [D, 2019-2019]",,,,
412757,"Rep. Gilbert Cisneros [D, 2019-2020]",,,,1.0
412758,"Rep. Katie Porter [D, 2019-2022]",,,,1.0
412759,"Rep. Harley Rouda [D, 2019-2020]",,,,1.0
412760,"Rep. Mike Levin [D, 2019-2022]",,,,1.0
412761,"Rep. Joe Neguse [D, 2019-2022]",,,,1.0
412762,"Rep. Jason Crow [D, 2019-2022]",,,,1.0
412763,"Rep. Jahana Hayes [D, 2019-2022]",,,,1.0
412767,"Rep. Debbie Mucarsel-Powell [D, 2019-2020]",,,,1.0
412768,"Rep. Donna Shalala [D, 2019-2020]",,,,1.0
412769,"Rep. Lucy McBath [D, 2019-2022]",,,,1.0
412771,"Rep. Abby Finkenauer [D, 2019-2020]",,,,0.5
412772,"Rep. Cynthia Axne [D, 2019-2022]",,,,0.5
412774,"Rep. Jesús “Chuy” García [D, 2019-2022]",,,,1.0
412775,"Rep. Sean Casten [D, 2019-2022]",,,,1.0
412776,"Rep. Lauren Underwood [D, 2019-2022]",,,,1.0
412780,"Rep. Sharice Davids [D, 2019-2022]",,,,0.5
412781,"Rep. Lori Trahan [D, 2019-2022]",,,,1.0
412782,"Rep. Ayanna Pressley [D, 2019-2022]",,,,1.0
412783,"Rep. David Trone [D, 2019-2022]",,,,1.0
412784,"Rep. Elissa Slotkin [D, 2019-2022]",,,,1.0
412785,"Rep. Andy Levin [D, 2019-2022]",,,,1.0
412786,"Rep. Haley Stevens [D, 2019-2022]",,,,1.0
412787,"Rep. Rashida Tlaib [D, 2019-2022]",,,,1.0
412789,"Rep. Angie Craig [D, 2019-2022]",,,,1.0
412790,"Rep. Dean Phillips [D, 2019-2022]",,,,1.0
412791,"Rep. Ilhan Omar [D, 2019-2022]",,,,1.0
412795,"Rep. Chris Pappas [D, 2019-2022]",,,,1.0
412796,"Rep. Jefferson Van Drew [R, 2019-2022]",,,,0.5
412797,"Rep. Andy Kim [D, 2019-2022]",,,,1.0
412798,"Rep. Tom Malinowski [D, 2019-2022]",,,,1.0
412799,"Rep. Mikie Sherrill [D, 2019-2022]",,,,1.0
412800,"Rep. Debra Haaland [D, 2019-2021]",,,,1.0
412801,"Rep. Xochitl Torres Small [D, 2019-2020]",,,,0.5
412802,"Rep. Susie Lee [D, 2019-2022]",,,,1.0
412803,"Rep. Max Rose [D, 2019-2020]",,,,1.0
412804,"Rep. Alexandria Ocasio-Cortez [D, 2019-2022]",,,,1.0
412805,"Rep. Antonio Delgado [D, 2019-2022]",,,,1.0
412806,"Rep. Anthony Brindisi [D, 2019-2020]",,,,1.0
412808,"Rep. Kendra Horn [D, 2019-2020]",,,,0.5
412809,"Rep. Madeleine Dean [D, 2019-2022]",,,,1.0
412810,"Rep. Chrissy Houlahan [D, 2019-2022]",,,,1.0
412814,"Rep. Joe Cunningham [D, 2019-2020]",,,,0.5
412824,"Rep. Lizzie Fletcher [D, 2019-2022]",,,,1.0
412825,"Rep. Veronica Escobar [D, 2019-2022]",,,,1.0
412827,"Rep. Sylvia Garcia [D, 2019-2022]",,,,1.0
412828,"Rep. Colin Allred [D, 2019-2022]",,,,1.0
412829,"Rep. Ben McAdams [D, 2019-2020]",,,,0.5
412830,"Rep. Elaine Luria [D, 2019-2022]",,,,0.5
412833,"Rep. Abigail Spanberger [D, 2019-2022]",,,,0.5
412834,"Rep. Jennifer Wexton [D, 2019-2022]",,,,1.0
412835,"Rep. Kim Schrier [D, 2019-2022]",,,,1.0
412842,"Rep. Jared Golden [D, 2019-2022]",,,,0.5
412317,"Rep. Glenn Thompson [R, 2019-2022]",,,,0.0
412438,"Rep. Justin Amash [L, 2011-2020]",,,,
412465,"Rep. Mike Kelly [R, 2019-2022]",,,,0.0
412569,"Rep. Scott Perry [R, 2019-2022]",,,,0.0
412710,"Rep. Paul Mitchell [I, 2017-2020]",,,,0.0
412721,"Rep. Brian Fitzpatrick [R, 2019-2022]",,,,0.0
412722,"Rep. Lloyd Smucker [R, 2019-2022]",,,,0.0
412764,"Rep. Michael Waltz [R, 2019-2022]",,,,0.0
412765,"Rep. Ross Spano [R, 2019-2020]",,,,0.0
412766,"Rep. Gregory Steube [R, 2019-2022]",,,,0.0
412773,"Rep. Russ Fulcher [R, 2019-2022]",,,,0.0
412777,"Rep. James Baird [R, 2019-2022]",,,,0.0
412778,"Rep. Greg Pence [R, 2019-2022]",,,,0.0
412779,"Rep. Steven Watkins [R, 2019-2020]",,,,0.0
412788,"Rep. Jim Hagedorn [R, 2019-2022]",,,,0.0
412792,"Rep. Pete Stauber [R, 2019-2022]",,,,0.0
412793,"Rep. Michael Guest [R, 2019-2022]",,,,0.0
412794,"Rep. Kelly Armstrong [R, 2019-2022]",,,,0.0
412807,"Rep. Anthony Gonzalez [R, 2019-2022]",,,,0.0
412811,"Rep. Daniel Meuser [R, 2019-2022]",,,,0.0
412812,"Rep. John Joyce [R, 2019-2022]",,,,0.0
412813,"Rep. Guy Reschenthaler [R, 2019-2022]",,,,0.0
412815,"Rep. William Timmons [R, 2019-2022]",,,,0.0
412816,"Rep. Dusty Johnson [R, 2019-2022]",,,,0.0
412817,"Rep. Tim Burchett [R, 2019-2022]",,,,0.0
412818,"Rep. John Rose [R, 2019-2022]",,,,0.0
412819,"Rep. Mark Green [R, 2019-2022]",,,,0.0
412820,"Rep. Dan Crenshaw [R, 2019-2022]",,,,0.0
412821,"Rep. Van Taylor [R, 2019-2022]",,,,0.0
412822,"Rep. Lance Gooden [R, 2019-2022]",,,,0.0
412823,"Rep. Ron Wright [R, 2019-2021]",,,,0.0
