person,state,district,vote,name,party
412754,CA,10,Yea,"Rep. Josh Harder [D, 2019-2022]",Democrat
412755,CA,21,Yea,"Rep. TJ Cox [D, 2019-2020]",Democrat
412757,CA,39,Yea,"Rep. Gilbert Cisneros [D, 2019-2020]",Democrat
412758,CA,45,Yea,"Rep. Katie Porter [D, 2019-2022]",Democrat
412759,CA,48,Yea,"Rep. Harley Rouda [D, 2019-2020]",Democrat
412760,CA,49,Yea,"Rep. Mike Levin [D, 2019-2022]",Democrat
412761,CO,2,Yea,"Rep. Joe Neguse [D, 2019-2022]",Democrat
412762,CO,6,Yea,"Rep. Jason Crow [D, 2019-2022]",Democrat
412763,CT,5,Yea,"Rep. Jahana Hayes [D, 2019-2022]",Democrat
412764,FL,6,Nay,"Rep. Michael Waltz [R, 2019-2022]",Republican
412765,FL,15,Nay,"Rep. Ross Spano [R, 2019-2020]",Republican
412766,FL,17,Nay,"Rep. Gregory Steube [R, 2019-2022]",Republican
412767,FL,26,Yea,"Rep. Debbie Mucarsel-Powell [D, 2019-2020]",Democrat
412768,FL,27,Yea,"Rep. Donna Shalala [D, 2019-2020]",Democrat
412769,GA,6,Yea,"Rep. Lucy McBath [D, 2019-2022]",Democrat
412771,IA,1,Nay,"Rep. Abby Finkenauer [D, 2019-2020]",Democrat
412772,IA,3,Nay,"Rep. Cynthia Axne [D, 2019-2022]",Democrat
412773,ID,1,Nay,"Rep. Russ Fulcher [R, 2019-2022]",Republican
412774,IL,4,Yea,"Rep. Jesús “Chuy” García [D, 2019-2022]",Democrat
412775,IL,6,Yea,"Rep. Sean Casten [D, 2019-2022]",Democrat
412776,IL,14,Yea,"Rep. Lauren Underwood [D, 2019-2022]",Democrat
412777,IN,4,Nay,"Rep. James Baird [R, 2019-2022]",Republican
412778,IN,6,Nay,"Rep. Greg Pence [R, 2019-2022]",Republican
412779,KS,2,Nay,"Rep. Steven Watkins [R, 2019-2020]",Republican
412780,KS,3,Nay,"Rep. Sharice Davids [D, 2019-2022]",Democrat
412781,MA,3,Yea,"Rep. Lori Trahan [D, 2019-2022]",Democrat
412782,MA,7,Yea,"Rep. Ayanna Pressley [D, 2019-2022]",Democrat
412783,MD,6,Yea,"Rep. David Trone [D, 2019-2022]",Democrat
412784,MI,8,Yea,"Rep. Elissa Slotkin [D, 2019-2022]",Democrat
412785,MI,9,Yea,"Rep. Andy Levin [D, 2019-2022]",Democrat
412786,MI,11,Yea,"Rep. Haley Stevens [D, 2019-2022]",Democrat
412787,MI,13,Yea,"Rep. Rashida Tlaib [D, 2019-2022]",Democrat
412788,MN,1,Nay,"Rep. Jim Hagedorn [R, 2019-2022]",Republican
412789,MN,2,Yea,"Rep. Angie Craig [D, 2019-2022]",Democrat
412790,MN,3,Yea,"Rep. Dean Phillips [D, 2019-2022]",Democrat
412791,MN,5,Yea,"Rep. Ilhan Omar [D, 2019-2022]",Democrat
412792,MN,8,Nay,"Rep. Pete Stauber [R, 2019-2022]",Republican
412793,MS,3,Nay,"Rep. Michael Guest [R, 2019-2022]",Republican
412794,ND,0,Nay,"Rep. Kelly Armstrong [R, 2019-2022]",Republican
412795,NH,1,Yea,"Rep. Chris Pappas [D, 2019-2022]",Democrat
412796,NJ,2,Nay,"Rep. Jefferson Van Drew [R, 2019-2022]",Republican
412797,NJ,3,Yea,"Rep. Andy Kim [D, 2019-2022]",Democrat
412798,NJ,7,Yea,"Rep. Tom Malinowski [D, 2019-2022]",Democrat
412799,NJ,11,Yea,"Rep. Mikie Sherrill [D, 2019-2022]",Democrat
412800,NM,1,Yea,"Rep. Debra Haaland [D, 2019-2021]",Democrat
412801,NM,2,Nay,"Rep. Xochitl Torres Small [D, 2019-2020]",Democrat
412802,NV,3,Yea,"Rep. Susie Lee [D, 2019-2022]",Democrat
412803,NY,11,Yea,"Rep. Max Rose [D, 2019-2020]",Democrat
412804,NY,14,Yea,"Rep. Alexandria Ocasio-Cortez [D, 2019-2022]",Democrat
412805,NY,19,Yea,"Rep. Antonio Delgado [D, 2019-2022]",Democrat
412806,NY,22,Yea,"Rep. Anthony Brindisi [D, 2019-2020]",Democrat
412807,OH,16,Nay,"Rep. Anthony Gonzalez [R, 2019-2022]",Republican
412808,OK,5,Nay,"Rep. Kendra Horn [D, 2019-2020]",Democrat
412809,PA,4,Yea,"Rep. Madeleine Dean [D, 2019-2022]",Democrat
412810,PA,6,Yea,"Rep. Chrissy Houlahan [D, 2019-2022]",Democrat
412811,PA,9,Nay,"Rep. Daniel Meuser [R, 2019-2022]",Republican
412812,PA,13,Nay,"Rep. John Joyce [R, 2019-2022]",Republican
412813,PA,14,Nay,"Rep. Guy Reschenthaler [R, 2019-2022]",Republican
412814,SC,1,Nay,"Rep. Joe Cunningham [D, 2019-2020]",Democrat
412815,SC,4,Nay,"Rep. William Timmons [R, 2019-2022]",Republican
412816,SD,0,Nay,"Rep. Dusty Johnson [R, 2019-2022]",Republican
412817,TN,2,Nay,"Rep. Tim Burchett [R, 2019-2022]",Republican
412818,TN,6,Nay,"Rep. John Rose [R, 2019-2022]",Republican
412819,TN,7,Nay,"Rep. Mark Green [R, 2019-2022]",Republican
412820,TX,2,Nay,"Rep. Dan Crenshaw [R, 2019-2022]",Republican
412821,TX,3,Nay,"Rep. Van Taylor [R, 2019-2022]",Republican
412822,TX,5,Nay,"Rep. Lance Gooden [R, 2019-2022]",Republican
412823,TX,6,Not Voting,"Rep. Ron Wright [R, 2019-2021]",Republican
412824,TX,7,Yea,"Rep. Lizzie Fletcher [D, 2019-2022]",Democrat
412825,TX,16,Yea,"Rep. Veronica Escobar [D, 2019-2022]",Democrat
412826,TX,21,Nay,"Rep. Chip Roy [R, 2019-2022]",Republican
412827,TX,29,Yea,"Rep. Sylvia Garcia [D, 2019-2022]",Democrat
412828,TX,32,Yea,"Rep. Colin Allred [D, 2019-2022]",Democrat
412829,UT,4,Nay,"Rep. Ben McAdams [D, 2019-2020]",Democrat
412830,VA,2,Nay,"Rep. Elaine Luria [D, 2019-2022]",Democrat
412831,VA,5,Nay,"Rep. Denver Riggleman [R, 2019-2020]",Republican
412832,VA,6,Nay,"Rep. Ben Cline [R, 2019-2022]",Republican
412833,VA,7,Nay,"Rep. Abigail Spanberger [D, 2019-2022]",Democrat
412834,VA,10,Yea,"Rep. Jennifer Wexton [D, 2019-2022]",Democrat
412835,WA,8,Yea,"Rep. Kim Schrier [D, 2019-2022]",Democrat
412836,WI,1,Nay,"Rep. Bryan Steil [R, 2019-2022]",Republican
412837,WV,3,Nay,"Rep. Carol Miller [R, 2019-2022]",Republican
412842,ME,2,Nay,"Rep. Jared Golden [D, 2019-2022]",Democrat
412843,PA,12,Nay,"Rep. Fred Keller [R, 2019-2022]",Republican
412844,NC,9,Nay,"Rep. Dan Bishop [R, 2019-2022]",Republican
412845,NC,3,Nay,"Rep. Gregory Murphy [R, 2019-2022]",Republican
