person,state,district,vote,name,party
412632,MA,6,Yea,"Rep. Seth Moulton [D, 2015-2022]",Democrat
412634,MI,4,Nay,"Rep. John Moolenaar [R, 2015-2022]",Republican
412637,MI,12,Yea,"Rep. Debbie Dingell [D, 2015-2022]",Democrat
412638,MI,14,Yea,"Rep. Brenda Lawrence [D, 2015-2022]",Democrat
412639,MN,6,Nay,"Rep. Tom Emmer [R, 2015-2022]",Republican
412641,NC,7,Nay,"Rep. David Rouzer [R, 2015-2022]",Republican
412644,NJ,12,Yea,"Rep. Bonnie Watson Coleman [D, 2015-2022]",Democrat
412646,NY,1,Nay,"Rep. Lee Zeldin [R, 2015-2022]",Republican
412647,NY,4,Yea,"Rep. Kathleen Rice [D, 2015-2022]",Democrat
412648,NY,21,Nay,"Rep. Elise Stefanik [R, 2015-2022]",Republican
412649,NY,24,Nay,"Rep. John Katko [R, 2015-2022]",Republican
412652,PA,2,Yea,"Rep. Brendan Boyle [D, 2019-2022]",Democrat
412653,TX,4,Not Voting,"Rep. John Ratcliffe [R, 2015-2020]",Republican
412654,TX,23,Nay,"Rep. Will Hurd [R, 2015-2020]",Republican
412655,TX,36,Nay,"Rep. Brian Babin [R, 2015-2022]",Republican
412657,VA,8,Yea,"Rep. Donald Beyer Jr. [D, 2015-2022]",Democrat
412660,WA,4,Nay,"Rep. Dan Newhouse [R, 2015-2022]",Republican
412661,WI,6,Nay,"Rep. Glenn Grothman [R, 2015-2022]",Republican
412662,WV,2,Nay,"Rep. Alexander Mooney [R, 2015-2022]",Republican
412670,NC,6,Nay,"Rep. Mark Walker [R, 2015-2020]",Republican
412673,MS,1,Nay,"Rep. Trent Kelly [R, 2015-2022]",Republican
412674,IL,18,Nay,"Rep. Darin LaHood [R, 2015-2022]",Republican
412675,OH,8,Nay,"Rep. Warren Davidson [R, 2016-2022]",Republican
412676,KY,1,Nay,"Rep. James Comer [R, 2016-2022]",Republican
412677,PA,3,Yea,"Rep. Dwight Evans [D, 2019-2022]",Democrat
412682,AZ,1,Yea,"Rep. Tom O’Halleran [D, 2017-2022]",Democrat
412683,AZ,5,Nay,"Rep. Andy Biggs [R, 2017-2022]",Republican
412684,CA,17,Yea,"Rep. Ro Khanna [D, 2017-2022]",Democrat
412685,CA,20,Yea,"Rep. Jimmy Panetta [D, 2017-2022]",Democrat
412686,CA,24,Yea,"Rep. Salud Carbajal [D, 2017-2022]",Democrat
412687,CA,44,Yea,"Rep. Nanette Barragán [D, 2017-2022]",Democrat
412688,CA,46,Yea,"Rep. Luis Correa [D, 2017-2022]",Democrat
412689,DE,0,Yea,"Rep. Lisa Blunt Rochester [D, 2017-2022]",Democrat
412690,FL,1,Nay,"Rep. Matt Gaetz [R, 2017-2022]",Republican
412691,FL,2,Nay,"Rep. Neal Dunn [R, 2017-2022]",Republican
412692,FL,4,Nay,"Rep. John Rutherford [R, 2017-2022]",Republican
412693,FL,5,Yea,"Rep. Al Lawson Jr. [D, 2017-2022]",Democrat
412694,FL,7,Yea,"Rep. Stephanie Murphy [D, 2017-2022]",Democrat
412695,FL,9,Yea,"Rep. Darren Soto [D, 2017-2022]",Democrat
412696,FL,10,Yea,"Rep. Val Demings [D, 2017-2022]",Democrat
412697,FL,13,Yea,"Rep. Charlie Crist [D, 2017-2022]",Democrat
412698,FL,18,Nay,"Rep. Brian Mast [R, 2017-2022]",Republican
412699,FL,19,Not Voting,"Rep. Francis Rooney [R, 2017-2020]",Republican
412700,GA,3,Nay,"Rep. Drew Ferguson IV [R, 2017-2022]",Republican
412701,IL,8,Yea,"Rep. Raja Krishnamoorthi [D, 2017-2022]",Democrat
412702,IN,3,Nay,"Rep. Jim Banks [R, 2017-2022]",Republican
412703,IN,9,Nay,"Rep. Trey Hollingsworth [R, 2017-2022]",Republican
412704,KS,1,Not Voting,"Rep. Roger Marshall [R, 2017-2020]",Republican
412705,LA,3,Nay,"Rep. Clay Higgins [R, 2017-2022]",Republican
412706,LA,4,Nay,"Rep. Mike Johnson [R, 2017-2022]",Republican
412707,MD,4,Yea,"Rep. Anthony Brown [D, 2017-2022]",Democrat
412708,MD,8,Yea,"Rep. Jamie Raskin [D, 2017-2022]",Democrat
412709,MI,1,Nay,"Rep. Jack Bergman [R, 2017-2022]",Republican
412710,MI,10,Not Voting,"Rep. Paul Mitchell [I, 2017-2020]",Republican
412712,NC,13,Nay,"Rep. Ted Budd [R, 2017-2022]",Republican
412713,NE,2,Nay,"Rep. Don Bacon [R, 2017-2022]",Republican
412714,NJ,5,Yea,"Rep. Josh Gottheimer [D, 2017-2022]",Democrat
412717,NY,3,Yea,"Rep. Thomas Suozzi [D, 2017-2022]",Democrat
412718,NY,13,Yea,"Rep. Adriano Espaillat [D, 2017-2022]",Democrat
412721,PA,1,Nay,"Rep. Brian Fitzpatrick [R, 2019-2022]",Republican
412722,PA,11,Nay,"Rep. Lloyd Smucker [R, 2019-2022]",Republican
412724,TN,8,Nay,"Rep. David Kustoff [R, 2017-2022]",Republican
412725,TX,15,Not Voting,"Rep. Vicente Gonzalez [D, 2017-2022]",Democrat
412726,TX,19,Nay,"Rep. Jodey Arrington [R, 2017-2022]",Republican
412728,VA,4,Yea,"Rep. Donald McEachin [D, 2017-2022]",Democrat
412730,WA,7,Nay,"Rep. Pramila Jayapal [D, 2017-2022]",Democrat
412731,WI,8,Nay,"Rep. Mike Gallagher [R, 2017-2022]",Republican
412732,WY,0,Nay,"Rep. Liz Cheney [R, 2017-2022]",Republican
412735,KS,4,Nay,"Rep. Ron Estes [R, 2017-2022]",Republican
412736,MT,0,Nay,"Rep. Greg Gianforte [R, 2017-2020]",Republican
412738,SC,5,Nay,"Rep. Ralph Norman [R, 2017-2022]",Republican
412739,CA,34,Yea,"Rep. Jimmy Gomez [D, 2017-2022]",Democrat
412740,UT,3,Nay,"Rep. John Curtis [R, 2017-2022]",Republican
412744,PA,17,Nay,"Rep. Conor Lamb [D, 2019-2022]",Democrat
412745,AZ,8,Nay,"Rep. Debbie Lesko [R, 2018-2022]",Republican
412746,TX,27,Nay,"Rep. Michael Cloud [R, 2018-2022]",Republican
412747,OH,12,Nay,"Rep. Troy Balderson [R, 2018-2022]",Republican
412748,OK,1,Nay,"Rep. Kevin Hern [R, 2018-2022]",Republican
412749,NY,25,Yea,"Rep. Joseph Morelle [D, 2018-2022]",Democrat
412750,PA,5,Yea,"Rep. Mary Scanlon [D, 2019-2022]",Democrat
412751,PA,7,Nay,"Rep. Susan Wild [D, 2019-2022]",Democrat
412753,AZ,9,Yea,"Rep. Greg Stanton [D, 2019-2022]",Democrat
